rk,player,nation,squad,comp,season,age,born,ninety_mins_played,touches,def_pen_area_touches,def_third_touches,mid_third_touches,att_third_touches,att_pen_area_touches,live_ball_touches,take_ons_attempted,take_ons_successful,take_on_succ_pct,take_ons_tackled,take_on_tackled_pct,carries,total_distance_carried,progressive_carries_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received,position,age_range,general_position,country,continent
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2010,Paulinho,BRA,Leverkusen,Bundesliga,2020,20.0,2000.0,0.7,37,0,0,20,18,4,37,1,1,100.0,0,0.0,25,145,74,1,1,1,3,2,33,6,FW,20-24,Forward,Brazil,South America
2012,Benjamin Pavard,FRA,Bayern Munich,Bundesliga,2020,24.0,1996.0,21.6,1890,57,458,953,491,29,1890,6,3,50.0,3,50.0,1019,4513,2567,49,29,1,18,3,1288,167,DF,20-24,Defender,France,Europe
2017,Leonardo Pavoletti,ITA,Cagliari,Serie A,2020,31.0,1988.0,17.6,587,34,79,299,213,78,587,6,3,50.0,3,50.0,244,688,167,4,4,3,41,14,437,65,FW,30-34,Forward,Italy,Europe
2018,Dimitri Payet,FRA,Marseille,Ligue 1,2020,33.0,1987.0,26.9,1663,17,129,822,730,77,1662,61,37,60.7,24,39.3,1012,4815,2465,78,51,27,54,25,1268,248,"FW,MF",30-34,Forward,France,Europe
2019,Nehuén Paz,ARG,Bologna,Serie A,2020,27.0,1993.0,4.0,283,26,138,133,13,2,283,0,0,,0,,130,596,282,0,2,0,2,0,164,0,DF,25-29,Defender,Argentina,South America
2021,Mads Pedersen,DEN,Augsburg,Bundesliga,2020,23.0,1996.0,9.9,554,39,236,224,100,5,554,22,14,63.6,8,36.4,243,1676,921,26,17,3,20,11,234,20,DF,20-24,Defender,Denmark,Europe
2021,Mads Pedersen,DEN,Augsburg,Bundesliga,2020,23.0,1996.0,9.9,554,39,236,224,100,5,554,22,14,63.6,8,36.4,243,1676,921,26,17,3,20,11,234,20,DF,20-24,Defender,Denmark,Europe
2021,Mads Pedersen,DEN,Augsburg,Bundesliga,2020,23.0,1996.0,9.9,554,39,236,224,100,5,554,22,14,63.6,8,36.4,243,1676,921,26,17,3,20,11,234,20,DF,20-24,Defender,Denmark,Europe
2021,Mads Pedersen,DEN,Augsburg,Bundesliga,2020,23.0,1996.0,9.9,554,39,236,224,100,5,554,22,14,63.6,8,36.4,243,1676,921,26,17,3,20,11,234,20,DF,20-24,Defender,Denmark,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
2025,João Pedro,ITA,Cagliari,Serie A,2020,28.0,1992.0,36.1,1320,43,142,601,587,143,1315,80,39,48.8,41,51.3,738,3858,1471,45,36,9,74,32,1004,193,"FW,MF",25-29,Forward,Italy,Europe
