rk,player,nation,squad,comp,season,age,born,ninety_mins_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_shot_distance,free_kick_shots,penalty_kicks,penalty_kicks_attempted,xg,non_penalty_xg,non_penalty_xg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,position,age_range,general_position,country,continent
2069,Marcus Rashford,ENG,Manchester Utd,Premier League,2019,21.0,1997.0,29.4,17,87,37,42.5,2.96,1.26,0.13,0.3,19.7,16,6,8,19.2,12.9,0.15,-2.2,-1.9,FW,20-24,Forward,England,Europe
2071,Giacomo Raspadori,ITA,Sassuolo,Serie A,2019,19.0,2000.0,2.9,2,11,5,45.5,3.75,1.7,0.18,0.4,13.8,0,0,0,1.3,1.3,0.12,0.7,0.7,"MF,FW",Under 20,Midfielder,Italy,Europe
2073,Ante Rebić,CRO,Milan,Serie A,2019,25.0,1993.0,15.5,11,42,20,47.6,2.71,1.29,0.26,0.55,15.1,0,0,0,6.8,6.8,0.17,4.2,4.2,"FW,MF",25-29,Forward,Croatia,Europe
2074,Ante Rebić,CRO,Eint Frankfurt,Bundesliga,2019,25.0,1993.0,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,22.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1,"FW,MF",25-29,Forward,Croatia,Europe
2078,Nathan Redmond,ENG,Southampton,Premier League,2019,25.0,1994.0,30.7,4,59,21,35.6,1.92,0.68,0.07,0.19,18.9,2,0,0,5.1,5.1,0.09,-1.1,-1.1,"MF,FW",25-29,Midfielder,England,Europe
2079,Fabian Reese,GER,Schalke 04,Bundesliga,2019,21.0,1997.0,1.0,0,3,0,0.0,3.14,0.0,0.0,,24.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,FW,20-24,Forward,Germany,Europe
2080,Vasco Regini,ITA,Sampdoria,Serie A,2019,28.0,1990.0,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Italy,Europe
2081,Vasco Regini,ITA,Parma,Serie A,2019,28.0,1990.0,0.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,Italy,Europe
2083,Ken Reichel,GER,Union Berlin,Bundesliga,2019,32.0,1986.0,5.9,0,5,3,60.0,0.84,0.51,0.0,0.0,19.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,DF,30-34,Defender,Germany,Europe
2087,Jeff Reine-Adélaïde,FRA,Angers,Ligue 1,2019,21.0,1998.0,0.9,1,2,1,50.0,2.28,1.14,0.5,1.0,11.3,0,0,0,0.8,0.8,0.38,0.2,0.2,MF,20-24,Midfielder,France,Europe
2088,Jeff Reine-Adélaïde,FRA,Lyon,Ligue 1,2019,21.0,1998.0,8.7,2,4,3,75.0,0.46,0.34,0.5,0.67,12.4,0,0,0,1.0,1.0,0.25,1.0,1.0,"MF,FW",20-24,Midfielder,France,Europe
2089,Karim Rekik,NED,Hertha BSC,Bundesliga,2019,24.0,1994.0,14.0,1,5,2,40.0,0.36,0.14,0.2,0.5,13.1,0,0,0,0.6,0.6,0.13,0.4,0.4,DF,20-24,Defender,Netherlands,Europe
2091,Loïc Rémy,FRA,Lille,Ligue 1,2019,32.0,1987.0,10.7,7,28,11,39.3,2.62,1.03,0.25,0.64,16.7,1,0,0,4.6,4.6,0.17,2.4,2.4,FW,30-34,Forward,France,Europe
2093,Marco Reus,GER,Dortmund,Bundesliga,2019,30.0,1989.0,16.6,11,46,23,50.0,2.77,1.38,0.22,0.43,15.7,3,1,1,8.7,8.0,0.17,2.3,2.0,"MF,FW",30-34,Midfielder,Germany,Europe
2096,Baptiste Reynet,FRA,Toulouse,Ligue 1,2019,28.0,1990.0,22.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,France,Europe
2098,Lucas Ribeiro,BRA,Hoffenheim,Bundesliga,2019,20.0,1999.0,0.7,1,1,1,100.0,1.38,1.38,1.0,1.0,2.6,0,0,0,0.5,0.5,0.47,0.5,0.5,MF,20-24,Midfielder,Brazil,South America
2099,Franck Ribéry,FRA,Fiorentina,Serie A,2019,36.0,1983.0,15.7,3,24,13,54.2,1.53,0.83,0.13,0.23,16.8,1,0,0,2.6,2.6,0.11,0.4,0.4,FW,35-39,Forward,France,Europe
2100,Davide Riccardi,ITA,Lecce,Serie A,2019,23.0,1996.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,20-24,Defender,Italy,Europe
2101,Declan Rice,ENG,West Ham,Premier League,2019,20.0,1999.0,38.0,1,31,9,29.0,0.82,0.24,0.03,0.11,23.7,0,0,0,1.3,1.3,0.04,-0.3,-0.3,MF,20-24,Midfielder,England,Europe
2102,Chris Richards,USA,Bayern Munich,Bundesliga,2019,19.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,Under 20,Defender,United States,North America
2103,Richarlison,BRA,Everton,Premier League,2019,22.0,1997.0,34.1,13,90,32,35.6,2.64,0.94,0.14,0.41,14.8,0,0,0,9.1,9.1,0.1,3.9,3.9,"FW,MF",20-24,Forward,Brazil,South America
2104,Marco Richter,GER,Augsburg,Bundesliga,2019,21.0,1997.0,25.3,4,64,20,31.3,2.53,0.79,0.06,0.2,23.6,5,0,0,4.7,4.7,0.07,-0.7,-0.7,"MF,FW",20-24,Midfielder,Germany,Europe
2109,Tomás Rincón,VEN,Torino,Serie A,2019,31.0,1988.0,30.0,1,16,7,43.8,0.53,0.23,0.06,0.14,21.1,0,0,0,1.0,1.0,0.06,0.0,0.0,MF,30-34,Midfielder,Venezuela,South America
2111,Renaud Ripart,FRA,Nîmes,Ligue 1,2019,26.0,1993.0,22.5,4,47,13,27.7,2.09,0.58,0.04,0.15,17.4,0,2,2,5.1,3.6,0.08,-1.1,-1.6,"FW,DF",25-29,Forward,France,Europe
2113,Andrea Rispoli,ITA,Lecce,Serie A,2019,30.0,1988.0,21.2,0,12,3,25.0,0.57,0.14,0.0,0.0,22.8,0,0,0,1.2,1.2,0.1,-1.2,-1.2,DF,30-34,Defender,Italy,Europe
2114,Marcel Risse,GER,Köln,Bundesliga,2019,29.0,1989.0,1.5,0,1,0,0.0,0.68,0.0,0.0,,32.4,1,0,0,0.1,0.1,0.06,-0.1,-0.1,"MF,FW",25-29,Midfielder,Germany,Europe
2116,Matt Ritchie,SCO,Newcastle Utd,Premier League,2019,29.0,1989.0,14.6,2,25,7,28.0,1.71,0.48,0.08,0.29,24.4,1,0,1,1.7,0.9,0.04,0.3,1.1,"DF,MF",25-29,Defender,Scotland,Europe
2117,Marlon Ritter,GER,Paderborn 07,Bundesliga,2019,24.0,1994.0,4.8,0,9,2,22.2,1.86,0.41,0.0,0.0,24.1,2,0,0,0.4,0.4,0.05,-0.4,-0.4,MF,20-24,Midfielder,Germany,Europe
2124,Patrick Roberts,ENG,Norwich City,Premier League,2019,22.0,1997.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"FW,MF",20-24,Forward,England,Europe
2125,Andrew Robertson,SCO,Liverpool,Premier League,2019,25.0,1994.0,34.6,2,22,6,27.3,0.64,0.17,0.09,0.33,18.6,0,0,0,1.8,1.8,0.08,0.2,0.2,DF,25-29,Defender,Scotland,Europe
2126,Callum Robinson,IRL,Sheffield Utd,Premier League,2019,24.0,1995.0,7.5,1,12,4,33.3,1.6,0.53,0.08,0.25,14.9,0,0,0,1.6,1.6,0.13,-0.6,-0.6,"FW,MF",20-24,Forward,Republic of Ireland,Europe
2127,Jack Robinson,ENG,Sheffield Utd,Premier League,2019,25.0,1993.0,5.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,England,Europe
2131,Sebastian Rode,GER,Eint Frankfurt,Bundesliga,2019,28.0,1990.0,21.5,3,13,6,46.2,0.6,0.28,0.23,0.5,20.4,0,0,0,0.7,0.7,0.05,2.3,2.3,MF,25-29,Midfielder,Germany,Europe
2139,Guido Rodríguez,ARG,Betis,La Liga,2019,25.0,1994.0,10.4,1,12,3,25.0,1.15,0.29,0.08,0.33,21.5,0,0,0,0.7,0.7,0.06,0.3,0.3,MF,25-29,Midfielder,Argentina,South America
2143,Ricardo Rodríguez,SUI,Milan,Serie A,2019,26.0,1992.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,29.9,0,0,0,0.0,0.0,0.02,0.0,0.0,DF,25-29,Defender,Switzerland,Europe
2144,Rodrygo,BRA,Real Madrid,La Liga,2019,18.0,2001.0,11.3,2,16,8,50.0,1.41,0.71,0.13,0.25,11.5,0,0,0,2.3,2.3,0.14,-0.3,-0.3,FW,Under 20,Forward,Brazil,South America
2145,Jack Rodwell,ENG,Sheffield Utd,Premier League,2019,28.0,1991.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,MF,25-29,Midfielder,England,Europe
2146,Marko Rog,CRO,Cagliari,Serie A,2019,24.0,1995.0,25.7,1,30,8,26.7,1.17,0.31,0.03,0.13,24.5,1,0,0,1.9,1.9,0.06,-0.9,-0.9,MF,20-24,Midfielder,Croatia,Europe
2147,Agustín Rogel,URU,Toulouse,Ligue 1,2019,21.0,1997.0,9.5,0,4,0,0.0,0.42,0.0,0.0,,8.9,0,0,0,0.5,0.5,0.11,-0.5,-0.5,DF,20-24,Defender,Uruguay,South America
2148,Rogério,BRA,Sassuolo,Serie A,2019,21.0,1998.0,11.3,1,11,4,36.4,0.98,0.35,0.09,0.25,21.3,1,0,0,0.4,0.4,0.04,0.6,0.6,DF,20-24,Defender,Brazil,South America
2148,Rogério,BRA,Sassuolo,Serie A,2019,21.0,1998.0,11.3,1,11,4,36.4,0.98,0.35,0.09,0.25,21.3,1,0,0,0.4,0.4,0.04,0.6,0.6,DF,20-24,Defender,Brazil,South America
2148,Rogério,BRA,Sassuolo,Serie A,2019,21.0,1998.0,11.3,1,11,4,36.4,0.98,0.35,0.09,0.25,21.3,1,0,0,0.4,0.4,0.04,0.6,0.6,DF,20-24,Defender,Brazil,South America
2148,Rogério,BRA,Sassuolo,Serie A,2019,21.0,1998.0,11.3,1,11,4,36.4,0.98,0.35,0.09,0.25,21.3,1,0,0,0.4,0.4,0.04,0.6,0.6,DF,20-24,Defender,Brazil,South America
2149,Marcos Rojo,ARG,Manchester Utd,Premier League,2019,29.0,1990.0,1.4,0,1,0,0.0,0.74,0.0,0.0,,6.7,0,0,0,0.2,0.2,0.2,-0.2,-0.2,DF,25-29,Defender,Argentina,South America
2150,Filippo Romagna,ITA,Sassuolo,Serie A,2019,22.0,1997.0,16.4,0,2,1,50.0,0.12,0.06,0.0,0.0,13.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,DF,20-24,Defender,Italy,Europe
2151,Alessio Romagnoli,ITA,Milan,Serie A,2019,24.0,1995.0,34.3,1,15,3,20.0,0.44,0.09,0.07,0.33,10.2,0,0,0,1.6,1.6,0.11,-0.6,-0.6,DF,20-24,Defender,Italy,Europe
2153,Cristian Romero,ARG,Genoa,Serie A,2019,21.0,1998.0,28.6,1,15,3,20.0,0.52,0.1,0.07,0.33,12.7,0,0,0,2.0,2.0,0.13,-1.0,-1.0,DF,20-24,Defender,Argentina,South America
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2156,Rômulo,ITA,Brescia,Serie A,2019,32.0,1987.0,19.1,1,18,7,38.9,0.94,0.37,0.06,0.14,16.5,0,0,0,2.4,2.4,0.13,-1.4,-1.4,MF,30-34,Midfielder,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2157,Rômulo,ITA,Genoa,Serie A,2019,32.0,1987.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,30-34,Defender,Italy,Europe
2158,Cristiano Ronaldo,POR,Juventus,Serie A,2019,34.0,1985.0,32.4,31,195,67,34.4,6.02,2.07,0.1,0.28,19.5,19,12,13,28.6,18.4,0.09,2.4,0.6,FW,30-34,Forward,Portugal,Europe
2159,Facundo Roncaglia,ARG,Osasuna,La Liga,2019,32.0,1987.0,14.2,1,3,2,66.7,0.21,0.14,0.33,0.5,27.2,0,0,0,0.1,0.1,0.02,0.9,0.9,DF,30-34,Defender,Argentina,South America
2160,Valentin Rongier,FRA,Marseille,Ligue 1,2019,24.0,1994.0,19.9,0,36,9,25.0,1.81,0.45,0.0,0.0,23.7,0,0,1,2.3,1.6,0.04,-2.3,-1.6,MF,20-24,Midfielder,France,Europe
2161,Valentin Rongier,FRA,Nantes,Ligue 1,2019,24.0,1994.0,3.0,0,4,1,25.0,1.33,0.33,0.0,0.0,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,MF,20-24,Midfielder,France,Europe
2162,Marten de Roon,NED,Atalanta,Serie A,2019,28.0,1991.0,30.2,2,31,5,16.1,1.03,0.17,0.06,0.4,23.1,0,0,0,1.2,1.2,0.04,0.8,0.8,"MF,DF",25-29,Midfielder,Netherlands,Europe
2163,Roberto Rosales,VEN,Leganés,La Liga,2019,30.0,1988.0,20.8,0,9,1,11.1,0.43,0.05,0.0,0.0,24.6,4,0,0,0.4,0.4,0.04,-0.4,-0.4,DF,30-34,Defender,Venezuela,South America
2164,Antonio Rosati,ITA,Torino,Serie A,2019,36.0,1983.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,Italy,Europe
2165,Danny Rose,ENG,Tottenham,Premier League,2019,29.0,1990.0,9.9,0,2,0,0.0,0.2,0.0,0.0,,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,DF,25-29,Defender,England,Europe
2166,Danny Rose,ENG,Newcastle Utd,Premier League,2019,29.0,1990.0,9.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,England,Europe
2167,Luca Rossettini,ITA,Lecce,Serie A,2019,34.0,1985.0,25.1,0,4,0,0.0,0.16,0.0,0.0,,25.6,1,0,0,0.2,0.2,0.04,-0.2,-0.2,DF,30-34,Defender,Italy,Europe
2168,Francesco Rossi,ITA,Atalanta,Serie A,2019,28.0,1991.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Italy,Europe
2169,Jérôme Roussillon,FRA,Wolfsburg,Bundesliga,2019,26.0,1993.0,26.3,1,19,4,21.1,0.72,0.15,0.05,0.25,23.7,0,0,0,1.0,1.0,0.05,0.0,0.0,DF,25-29,Defender,France,Europe
2170,Nolan Roux,FRA,Nîmes,Ligue 1,2019,31.0,1988.0,6.5,2,18,7,38.9,2.77,1.08,0.11,0.29,14.5,0,0,0,1.4,1.4,0.08,0.6,0.6,FW,30-34,Forward,France,Europe
2175,Antonio Rüdiger,GER,Chelsea,Premier League,2019,26.0,1993.0,19.0,2,12,3,25.0,0.63,0.16,0.17,0.67,13.6,0,0,0,0.9,0.9,0.07,1.1,1.1,DF,25-29,Defender,Germany,Europe
2176,Sebastian Rudy,GER,Hoffenheim,Bundesliga,2019,29.0,1990.0,30.4,1,25,8,32.0,0.82,0.26,0.04,0.13,27.0,0,0,0,1.1,1.1,0.05,-0.1,-0.1,"MF,DF",25-29,Midfielder,Germany,Europe
2177,Stéphane Ruffier,FRA,Saint-Étienne,Ligue 1,2019,32.0,1986.0,22.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,30-34,Goalkeeper,France,Europe
2180,Mário Rui,POR,Napoli,Serie A,2019,28.0,1991.0,21.8,0,31,9,29.0,1.42,0.41,0.0,0.0,26.8,2,0,0,1.1,1.1,0.03,-1.1,-1.1,DF,25-29,Defender,Portugal,Europe
2183,Gerónimo Rulli,ARG,Montpellier,Ligue 1,2019,27.0,1992.0,25.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Argentina,South America
2186,Mathew Ryan,AUS,Brighton,Premier League,2019,27.0,1992.0,38.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,25-29,Goalkeeper,Australia,Oceania
2189,Roli Pereira de Sa,FRA,Nantes,Ligue 1,2019,22.0,1996.0,0.1,0,1,0,0.0,15.0,0.0,0.0,,28.2,0,0,0,0.0,0.0,0.03,0.0,0.0,MF,20-24,Midfielder,France,Europe
2191,Youssouf Sabaly,SEN,Bordeaux,Ligue 1,2019,26.0,1993.0,10.1,0,5,1,20.0,0.49,0.1,0.0,0.0,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,DF,25-29,Defender,Senegal,Africa
2192,Stefano Sabelli,ITA,Brescia,Serie A,2019,26.0,1993.0,35.2,0,13,4,30.8,0.37,0.11,0.0,0.0,23.8,2,0,0,0.5,0.5,0.04,-0.5,-0.5,DF,25-29,Defender,Italy,Europe
2193,Abdelhamid Sabiri,MAR,Paderborn 07,Bundesliga,2019,22.0,1996.0,11.6,4,41,13,31.7,3.52,1.12,0.07,0.23,23.9,10,1,1,3.1,2.3,0.06,0.9,0.7,MF,20-24,Midfielder,Morocco,Africa
2194,Marcel Sabitzer,AUT,RB Leipzig,Bundesliga,2019,25.0,1994.0,27.8,9,70,24,34.3,2.52,0.86,0.13,0.38,21.5,8,0,0,7.2,7.2,0.1,1.8,1.8,"MF,FW",25-29,Midfielder,Austria,Europe
2195,Ihsan Sacko,FRA,Nice,Ligue 1,2019,22.0,1997.0,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,FW,20-24,Forward,France,Europe
2196,Alexis Saelemaekers,BEL,Milan,Serie A,2019,20.0,1999.0,7.6,1,9,2,22.2,1.18,0.26,0.11,0.5,17.6,0,0,0,0.6,0.6,0.07,0.4,0.4,"FW,DF",20-24,Forward,Belgium,Europe
2199,Wesley Saïd,FRA,Toulouse,Ligue 1,2019,24.0,1995.0,12.9,2,25,10,40.0,1.94,0.78,0.08,0.2,18.0,0,0,0,3.3,3.3,0.13,-1.3,-1.3,"MF,FW",20-24,Midfielder,France,Europe
2201,Théo Sainte-Luce,FRA,Nîmes,Ligue 1,2019,20.0,1998.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,"MF,DF",20-24,Midfielder,France,Europe
2204,Bukayo Saka,ENG,Arsenal,Premier League,2019,17.0,2001.0,19.5,1,13,4,30.8,0.67,0.21,0.08,0.25,17.9,0,0,0,1.0,1.0,0.07,0.0,0.0,"DF,FW",Under 20,Defender,England,Europe
2205,Hiroki Sakai,JPN,Marseille,Ligue 1,2019,29.0,1990.0,18.0,0,2,0,0.0,0.11,0.0,0.0,,21.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1,DF,25-29,Defender,Japan,Asia
2206,Mamadou Sakho,FRA,Crystal Palace,Premier League,2019,29.0,1990.0,10.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,DF,25-29,Defender,France,Europe
2207,Jacopo Sala,ITA,SPAL,Serie A,2019,27.0,1991.0,9.5,0,14,2,14.3,1.48,0.21,0.0,0.0,21.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6,DF,25-29,Defender,Italy,Europe
2208,Mohamed Salah,EGY,Liverpool,Premier League,2019,27.0,1992.0,32.0,19,129,56,43.4,4.04,1.75,0.12,0.29,15.0,4,3,3,19.0,16.6,0.13,0.0,-0.6,FW,25-29,Forward,Egypt,Africa
2211,William Saliba,FRA,Saint-Étienne,Ligue 1,2019,18.0,2001.0,11.0,0,3,0,0.0,0.27,0.0,0.0,,15.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,DF,Under 20,Defender,France,Europe
2213,Romain Salin,FRA,Rennes,Ligue 1,2019,35.0,1984.0,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,GK,35-39,Goalkeeper,France,Europe
