rk,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
426,Dominic Calvert-Lewin,ENG,Everton,Premier League,2020,23.0,1997.0,31.9,55,1.72,34,0,3,10,7,1,7,0.22,1,0,0,4,2,0,FW,20-24,Forward,England,Europe
429,Mahdi Camara,FRA,Saint-Étienne,Ligue 1,2020,22.0,1998.0,36.6,67,1.83,47,4,6,1,4,5,3,0.08,2,0,1,0,0,0,"MF,DF",20-24,Midfielder,France,Europe
430,Eduardo Camavinga,FRA,Rennes,Ligue 1,2020,17.0,2002.0,26.7,55,2.06,40,0,3,3,8,1,5,0.19,2,0,0,2,1,0,MF,Under 20,Midfielder,France,Europe
432,Emre Can,GER,Dortmund,Bundesliga,2020,26.0,1994.0,23.7,41,1.73,34,2,3,0,0,2,8,0.34,8,0,0,0,0,0,"DF,MF",25-29,Defender,Germany,Europe
434,João Cancelo,POR,Manchester City,Premier League,2020,26.0,1994.0,25.5,82,3.21,64,4,12,1,1,0,12,0.47,8,1,1,1,1,0,"DF,MF",25-29,Defender,Portugal,Europe
435,Antonio Candreva,ITA,Sampdoria,Serie A,2020,33.0,1987.0,27.8,118,4.24,71,30,4,8,4,1,15,0.54,9,3,0,2,1,0,MF,30-34,Midfielder,Italy,Europe
438,Pierrick Capelle,FRA,Angers,Ligue 1,2020,33.0,1987.0,22.8,59,2.59,44,3,4,2,1,5,5,0.22,2,2,0,0,0,1,"MF,DF",30-34,Midfielder,France,Europe
439,Étienne Capoue,FRA,Villarreal,La Liga,2020,32.0,1988.0,13.2,10,0.76,7,0,1,1,1,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,France,Europe
440,Elio Capradossi,UGA,Spezia,Serie A,2020,24.0,1996.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Uganda,Africa
441,Gianluca Caprari,ITA,Benevento,Serie A,2020,27.0,1993.0,20.7,85,4.1,36,18,12,10,7,2,9,0.43,4,4,0,0,0,1,"MF,FW",25-29,Midfielder,Italy,Europe
442,Francesco Caputo,ITA,Sassuolo,Serie A,2020,32.0,1987.0,18.9,45,2.39,27,1,3,8,6,0,7,0.37,4,0,0,0,3,0,FW,30-34,Forward,Italy,Europe
443,Maxence Caqueret,FRA,Lyon,Ligue 1,2020,20.0,2000.0,19.6,52,2.66,45,0,2,2,2,1,3,0.15,2,0,0,0,1,0,MF,20-24,Midfielder,France,Europe
444,Andrea Carboni,ITA,Cagliari,Serie A,2020,19.0,2001.0,12.1,9,0.75,7,0,0,2,0,0,2,0.17,1,0,0,1,0,0,DF,Under 20,Defender,Italy,Europe
447,Irvin Cardona,FRA,Brest,Ligue 1,2020,22.0,1997.0,22.5,40,1.77,30,1,2,4,3,0,3,0.13,2,0,0,0,1,0,FW,20-24,Forward,France,Europe
452,Yannick Carrasco,BEL,Atlético Madrid,La Liga,2020,26.0,1993.0,24.2,94,3.88,57,14,16,5,2,0,18,0.74,11,4,3,0,0,0,"DF,MF",25-29,Defender,Belgium,Europe
454,Guido Carrillo,ARG,Elche,La Liga,2020,29.0,1991.0,11.1,15,1.35,14,0,1,0,0,0,2,0.18,2,0,0,0,0,0,FW,25-29,Forward,Argentina,South America
455,Andy Carroll,ENG,Newcastle Utd,Premier League,2020,31.0,1989.0,4.4,10,2.3,6,0,2,2,0,0,1,0.23,1,0,0,0,0,0,FW,30-34,Forward,England,Europe
456,Scott Carson,ENG,Manchester City,Premier League,2020,34.0,1985.0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,England,Europe
459,William Carvalho,POR,Betis,La Liga,2020,28.0,1992.0,13.6,25,1.84,19,2,1,3,0,0,3,0.22,1,1,0,1,0,0,MF,25-29,Midfielder,Portugal,Europe
460,Casemiro,BRA,Real Madrid,La Liga,2020,28.0,1992.0,32.2,55,1.71,49,0,0,2,3,1,8,0.25,7,0,0,1,0,0,MF,25-29,Midfielder,Brazil,South America
463,Giuseppe Caso,ITA,Genoa,Serie A,2020,21.0,1998.0,0.6,2,3.33,1,0,0,0,1,0,1,1.67,1,0,0,0,0,0,"DF,FW",20-24,Defender,Italy,Europe
465,Francesco Cassata,ITA,Genoa,Serie A,2020,23.0,1997.0,2.5,5,1.98,4,1,0,0,0,0,1,0.4,1,0,0,0,0,0,"DF,FW",20-24,Defender,Italy,Europe
466,Timothy Castagne,BEL,Leicester City,Premier League,2020,24.0,1995.0,26.1,49,1.88,45,3,0,0,0,1,4,0.15,4,0,0,0,0,0,DF,20-24,Defender,Belgium,Europe
467,Koen Casteels,BEL,Wolfsburg,Bundesliga,2020,28.0,1992.0,32.0,2,0.06,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Belgium,Europe
468,Jean-Charles Castelletto,CMR,Nantes,Ligue 1,2020,25.0,1995.0,21.6,8,0.37,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Cameroon,Africa
470,Gonzalo Castro,GER,Stuttgart,Bundesliga,2020,33.0,1987.0,19.2,79,4.11,49,21,3,5,0,1,6,0.31,3,2,1,0,0,0,MF,30-34,Midfielder,Germany,Europe
472,Gaetano Castrovilli,ITA,Fiorentina,Serie A,2020,23.0,1997.0,25.9,61,2.35,47,0,1,0,13,0,10,0.39,8,0,1,0,1,0,MF,20-24,Midfielder,Italy,Europe
473,Danilo Cataldi,ITA,Lazio,Serie A,2020,25.0,1994.0,6.3,16,2.53,13,2,1,0,0,0,1,0.16,1,0,0,0,0,0,MF,25-29,Midfielder,Italy,Europe
474,Ivan Cavaleiro,POR,Fulham,Premier League,2020,26.0,1993.0,27.5,85,3.1,57,17,3,3,5,0,2,0.07,1,0,0,0,1,0,FW,25-29,Forward,Portugal,Europe
475,Edinson Cavani,URU,Manchester Utd,Premier League,2020,33.0,1987.0,15.3,31,2.03,23,0,2,4,2,0,4,0.26,3,0,0,1,0,0,FW,30-34,Forward,Uruguay,South America
479,Zeki Çelik,TUR,Lille,Ligue 1,2020,23.0,1997.0,26.5,53,2.0,47,1,0,2,1,2,7,0.26,7,0,0,0,0,0,DF,20-24,Defender,Turkey,Asia
481,Fabien Centonze,FRA,Metz,Ligue 1,2020,24.0,1996.0,35.8,59,1.65,39,3,3,2,9,3,6,0.17,3,0,0,0,2,1,DF,20-24,Defender,France,Europe
482,Luca Ceppitelli,ITA,Cagliari,Serie A,2020,30.0,1989.0,16.3,9,0.55,8,0,0,0,0,1,2,0.12,2,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
483,Alberto Cerri,ITA,Cagliari,Serie A,2020,24.0,1996.0,4.1,20,4.85,12,0,2,4,2,0,1,0.24,0,0,0,1,0,0,FW,20-24,Forward,Italy,Europe
487,Fouad Chafik,MAR,Dijon,Ligue 1,2020,33.0,1986.0,18.0,21,1.17,17,1,1,0,2,0,1,0.06,1,0,0,0,0,0,DF,30-34,Defender,Morocco,Africa
488,Mehdi Chahiri,MAR,Strasbourg,Ligue 1,2020,24.0,1996.0,8.9,23,2.58,17,1,4,1,0,0,1,0.11,0,0,0,1,0,0,"FW,MF",20-24,Forward,Morocco,Africa
491,Aníbal Chalá,ECU,Dijon,Ligue 1,2020,24.0,1996.0,8.3,7,0.85,6,0,1,0,0,0,1,0.12,1,0,0,0,0,0,DF,20-24,Defender,Ecuador,South America
492,Trevoh Chalobah,ENG,Lorient,Ligue 1,2020,21.0,1999.0,24.9,33,1.33,27,3,1,0,2,0,4,0.16,4,0,0,0,0,0,"DF,MF",20-24,Defender,England,Europe
493,Calum Chambers,ENG,Arsenal,Premier League,2020,25.0,1995.0,8.4,17,2.03,16,0,0,1,0,0,2,0.24,2,0,0,0,0,0,DF,25-29,Defender,England,Europe
494,Timothy Chandler,USA,Eint Frankfurt,Bundesliga,2020,30.0,1990.0,4.8,6,1.25,5,0,1,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,United States,North America
496,Gaëtan Charbonnier,FRA,Brest,Ligue 1,2020,31.0,1988.0,17.4,47,2.7,39,0,4,2,2,0,3,0.17,2,0,1,0,0,0,"MF,FW",30-34,Midfielder,France,Europe
497,Brendan Chardonnet,FRA,Brest,Ligue 1,2020,25.0,1994.0,30.2,20,0.66,17,2,0,1,0,0,3,0.1,3,0,0,0,0,0,DF,25-29,Defender,France,Europe
498,Xavier Chavalerin,FRA,Reims,Ligue 1,2020,29.0,1991.0,28.3,36,1.27,29,1,0,3,1,2,4,0.14,2,0,0,1,0,1,MF,25-29,Midfielder,France,Europe
501,Rayan Cherki,FRA,Lyon,Ligue 1,2020,16.0,2003.0,7.8,36,4.64,23,1,8,1,3,0,8,1.03,5,0,1,1,1,0,"FW,MF",Under 20,Forward,France,Europe
502,Denis Cheryshev,RUS,Valencia,La Liga,2020,29.0,1990.0,12.2,26,2.13,22,1,1,0,2,0,6,0.49,6,0,0,0,0,0,MF,25-29,Midfielder,Russia,Europe
503,Giorgio Chiellini,ITA,Juventus,Serie A,2020,35.0,1984.0,15.4,10,0.65,7,0,0,2,1,0,2,0.13,1,0,0,1,0,0,DF,35-39,Defender,Italy,Europe
504,Federico Chiesa,ITA,Fiorentina,Serie A,2020,22.0,1997.0,2.7,10,3.77,7,0,2,1,0,0,1,0.38,1,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
505,Federico Chiesa,ITA,Juventus,Serie A,2020,22.0,1997.0,24.6,89,3.63,63,6,9,6,3,2,16,0.65,10,0,3,1,1,1,"MF,DF",20-24,Midfielder,Italy,Europe
506,Ben Chilwell,ENG,Chelsea,Premier League,2020,23.0,1996.0,25.4,66,2.6,44,12,2,3,4,1,10,0.39,9,0,0,0,1,0,DF,20-24,Defender,England,Europe
509,Tahith Chong,NED,Werder Bremen,Bundesliga,2020,20.0,1999.0,4.3,12,2.79,10,0,1,0,0,1,1,0.23,1,0,0,0,0,0,"MF,FW",20-24,Midfielder,Netherlands,Europe
510,Joris Chotard,FRA,Montpellier,Ligue 1,2020,18.0,2001.0,12.9,18,1.39,13,1,1,2,0,1,1,0.08,1,0,0,0,0,0,MF,Under 20,Midfielder,France,Europe
511,Hamza Choudhury,ENG,Leicester City,Premier League,2020,22.0,1997.0,3.5,3,0.85,2,0,0,1,0,0,1,0.28,1,0,0,0,0,0,MF,20-24,Midfielder,England,Europe
513,Andreas Christensen,DEN,Chelsea,Premier League,2020,24.0,1996.0,15.2,13,0.85,12,0,1,0,0,0,1,0.07,1,0,0,0,0,0,DF,20-24,Defender,Denmark,Europe
515,Samuel Chukwueze,NGA,Villarreal,La Liga,2020,21.0,1999.0,15.2,65,4.28,45,1,8,2,9,0,5,0.33,3,0,1,0,1,0,"MF,FW",20-24,Midfielder,Nigeria,Africa
516,Darko Churlinov,MKD,Stuttgart,Bundesliga,2020,20.0,2000.0,2.4,7,2.89,6,1,0,0,0,0,2,0.83,2,0,0,0,0,0,"DF,MF",20-24,Defender,North Macedonia,Europe
518,Sébastien Cibois,FRA,Brest,Ligue 1,2020,22.0,1998.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,France,Europe
521,Luca Cigarini,ITA,Crotone,Serie A,2020,34.0,1986.0,10.3,41,3.97,25,12,0,1,2,1,3,0.29,2,0,0,0,1,0,MF,30-34,Midfielder,Italy,Europe
522,Jasper Cillessen,NED,Valencia,La Liga,2020,31.0,1989.0,10.0,2,0.2,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,30-34,Goalkeeper,Netherlands,Europe
525,Ciaran Clark,IRL,Newcastle Utd,Premier League,2020,30.0,1989.0,21.0,7,0.33,6,0,1,0,0,0,1,0.05,1,0,0,0,0,0,DF,30-34,Defender,Republic of Ireland,Europe
526,Alexis Claude-Maurice,FRA,Nice,Ligue 1,2020,22.0,1998.0,21.2,70,3.3,45,12,6,2,5,0,11,0.52,8,1,1,1,0,0,"MF,FW",20-24,Midfielder,France,Europe
527,Jonathan Clauss,FRA,Lens,Ligue 1,2020,27.0,1992.0,28.0,99,3.53,66,20,8,0,3,2,14,0.5,10,1,2,0,0,1,DF,25-29,Defender,France,Europe
529,Nathaniel Clyne,ENG,Crystal Palace,Premier League,2020,29.0,1991.0,12.7,8,0.63,6,1,0,1,0,0,1,0.08,1,0,0,0,0,0,DF,25-29,Defender,England,Europe
530,Conor Coady,ENG,Wolves,Premier League,2020,27.0,1993.0,36.7,13,0.35,12,0,0,1,0,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,England,Europe
531,Marcus Coco,FRA,Nantes,Ligue 1,2020,24.0,1996.0,16.4,41,2.5,29,1,5,1,4,1,4,0.24,2,1,0,1,0,0,"MF,FW",20-24,Midfielder,France,Europe
533,Séamus Coleman,IRL,Everton,Premier League,2020,31.0,1988.0,17.9,34,1.9,27,0,2,2,3,0,5,0.28,4,0,0,0,1,0,"DF,MF",30-34,Defender,Republic of Ireland,Europe
536,Simone Colombi,ITA,Parma,Serie A,2020,29.0,1991.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
537,Lorenzo Colombo,ITA,Milan,Serie A,2020,18.0,2002.0,1.0,2,1.89,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,FW,Under 20,Forward,Italy,Europe
539,Kingsley Coman,FRA,Bayern Munich,Bundesliga,2020,24.0,1996.0,19.5,103,5.29,77,0,15,6,4,1,16,0.82,11,0,3,1,1,0,"FW,MF",20-24,Forward,France,Europe
540,Daniel Congré,FRA,Montpellier,Ligue 1,2020,35.0,1985.0,36.6,19,0.52,12,1,0,5,0,1,2,0.05,1,0,0,1,0,0,DF,35-39,Defender,France,Europe
541,Aaron Connolly,IRL,Brighton,Premier League,2020,20.0,2000.0,8.8,15,1.71,10,0,2,1,2,0,1,0.11,1,0,0,0,0,0,FW,20-24,Forward,Republic of Ireland,Europe
542,Andrea Consigli,ITA,Sassuolo,Serie A,2020,33.0,1987.0,37.0,4,0.11,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,GK,30-34,Goalkeeper,Italy,Europe
543,Andrea Conti,ITA,Milan,Serie A,2020,26.0,1994.0,0.3,3,9.64,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
544,Andrea Conti,ITA,Parma,Serie A,2020,26.0,1994.0,9.0,12,1.34,11,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Italy,Europe
545,Liam Cooper,SCO,Leeds United,Premier League,2020,28.0,1991.0,24.3,17,0.7,13,0,0,3,0,1,2,0.08,2,0,0,0,0,0,DF,25-29,Defender,Scotland,Europe
546,Francis Coquelin,FRA,Villarreal,La Liga,2020,29.0,1991.0,8.2,10,1.22,8,0,0,0,2,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,France,Europe
548,Sébastien Corchia,FRA,Nantes,Ligue 1,2020,29.0,1990.0,23.0,45,1.96,21,20,2,1,0,1,3,0.13,1,1,1,0,0,0,DF,25-29,Defender,France,Europe
549,Alex Cordaz,ITA,Crotone,Serie A,2020,37.0,1983.0,36.0,3,0.08,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,35-39,Goalkeeper,Italy,Europe
554,Jack Cork,ENG,Burnley,Premier League,2020,31.0,1989.0,15.0,22,1.47,19,0,0,1,1,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,England,Europe
556,Maxwel Cornet,CIV,Lyon,Ligue 1,2020,23.0,1996.0,27.2,62,2.28,41,7,2,5,6,1,13,0.48,10,0,0,1,2,0,"DF,FW",20-24,Defender,Ivory Coast,Africa
557,Ángel Correa,ARG,Atlético Madrid,La Liga,2020,25.0,1995.0,26.6,86,3.24,65,3,11,5,1,1,15,0.56,10,0,5,0,0,0,"FW,MF",25-29,Forward,Argentina,South America
558,Joaquín Correa,ARG,Lazio,Serie A,2020,25.0,1994.0,21.5,92,4.29,60,4,10,8,10,0,15,0.7,6,1,4,2,2,0,FW,25-29,Forward,Argentina,South America
561,Thierry Correia,POR,Valencia,La Liga,2020,21.0,1999.0,23.7,39,1.64,30,0,2,1,3,3,2,0.08,1,0,1,0,0,0,DF,20-24,Defender,Portugal,Europe
562,Danny da Costa,GER,Mainz 05,Bundesliga,2020,27.0,1993.0,13.4,28,2.09,20,3,3,0,1,1,4,0.3,3,0,1,0,0,0,"DF,FW",25-29,Defender,Germany,Europe
563,Danny da Costa,GER,Eint Frankfurt,Bundesliga,2020,27.0,1993.0,1.2,4,3.27,3,0,1,0,0,0,1,0.82,1,0,0,0,0,0,DF,25-29,Defender,Germany,Europe
566,Douglas Costa,BRA,Juventus,Serie A,2020,29.0,1990.0,0.5,3,6.43,2,1,0,0,0,0,1,2.14,1,0,0,0,0,0,"MF,FW",25-29,Midfielder,Brazil,South America
567,Douglas Costa,BRA,Bayern Munich,Bundesliga,2020,29.0,1990.0,3.6,17,4.78,9,7,1,0,0,0,2,0.56,1,0,1,0,0,0,"FW,MF",25-29,Forward,Brazil,South America
568,Hélder Costa,ANG,Leeds United,Premier League,2020,26.0,1994.0,12.8,19,1.48,14,0,2,1,2,0,6,0.47,5,0,0,0,1,0,"MF,FW",25-29,Midfielder,Angola,Africa
572,Benoît Costil,FRA,Bordeaux,Ligue 1,2020,33.0,1987.0,38.0,5,0.13,1,4,0,0,0,0,1,0.03,0,1,0,0,0,0,GK,30-34,Goalkeeper,France,Europe
574,Kalifa Coulibaly,MLI,Nantes,Ligue 1,2020,28.0,1991.0,10.9,19,1.74,19,0,0,0,0,0,3,0.27,3,0,0,0,0,0,FW,25-29,Forward,Mali,Africa
575,Lassana Coulibaly,MLI,Angers,Ligue 1,2020,24.0,1996.0,18.7,16,0.85,14,0,0,0,1,1,2,0.11,2,0,0,0,0,0,MF,20-24,Midfielder,Mali,Africa
576,Mamadou Coulibaly,SEN,Udinese,Serie A,2020,21.0,1999.0,2.0,7,3.42,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Senegal,Africa
576,Mamadou Coulibaly,SEN,Udinese,Serie A,2020,21.0,1999.0,2.0,7,3.42,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Senegal,Africa
576,Mamadou Coulibaly,SEN,Udinese,Serie A,2020,21.0,1999.0,2.0,7,3.42,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Senegal,Africa
576,Mamadou Coulibaly,SEN,Udinese,Serie A,2020,21.0,1999.0,2.0,7,3.42,5,0,0,1,1,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Senegal,Africa
577,Senou Coulibaly,MLI,Dijon,Ligue 1,2020,25.0,1994.0,21.5,5,0.23,4,0,0,1,0,0,1,0.05,0,0,0,1,0,0,DF,25-29,Defender,Mali,Africa
578,Tanguy Coulibaly,FRA,Stuttgart,Bundesliga,2020,19.0,2001.0,16.7,38,2.27,27,0,6,2,2,1,3,0.18,3,0,0,0,0,0,"DF,FW",Under 20,Defender,France,Europe
579,Thibaut Courtois,BEL,Real Madrid,La Liga,2020,28.0,1992.0,38.0,4,0.11,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Belgium,Europe
580,Philippe Coutinho,BRA,Barcelona,La Liga,2020,28.0,1992.0,7.3,27,3.72,21,1,1,1,3,0,6,0.83,6,0,0,0,0,0,"MF,FW",25-29,Midfielder,Brazil,South America
581,Nicolas Cozza,FRA,Montpellier,Ligue 1,2020,21.0,1999.0,15.2,12,0.79,10,0,0,0,1,1,1,0.07,1,0,0,0,0,0,DF,20-24,Defender,France,Europe
582,Alessio Cragno,ITA,Cagliari,Serie A,2020,26.0,1994.0,34.0,4,0.12,3,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
584,Aaron Cresswell,ENG,West Ham,Premier League,2020,30.0,1989.0,35.2,103,2.92,51,44,1,5,2,0,14,0.4,6,5,0,2,1,0,DF,30-34,Defender,England,Europe
585,Domenico Criscito,ITA,Genoa,Serie A,2020,33.0,1986.0,19.2,20,1.04,18,1,0,1,0,0,1,0.05,0,0,0,1,0,0,DF,30-34,Defender,Italy,Europe
586,Bryan Cristante,ITA,Roma,Serie A,2020,25.0,1995.0,23.9,41,1.79,35,0,1,4,0,1,8,0.35,7,0,0,0,0,1,"DF,MF",25-29,Defender,Italy,Europe
587,Giovanni Crociata,ITA,Crotone,Serie A,2020,22.0,1997.0,0.3,1,3.46,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
589,Juan Cuadrado,COL,Juventus,Serie A,2020,32.0,1988.0,24.2,116,4.8,72,25,9,2,7,1,16,0.66,9,4,1,0,2,0,"DF,MF",30-34,Defender,Colombia,South America
590,Andrés Cubas,PAR,Nîmes,Ligue 1,2020,24.0,1996.0,24.9,21,0.84,18,0,1,0,0,2,1,0.04,1,0,0,0,0,0,MF,20-24,Midfielder,Paraguay,South America
596,Matheus Cunha,BRA,Hertha BSC,Bundesliga,2020,21.0,1999.0,23.9,110,4.61,48,27,16,7,8,4,9,0.38,5,1,0,2,1,0,"FW,MF",20-24,Forward,Brazil,South America
597,Giuseppe Cuomo,ITA,Crotone,Serie A,2020,22.0,1998.0,8.9,2,0.22,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Italy,Europe
598,Patrick Cutrone,ITA,Wolves,Premier League,2020,22.0,1998.0,0.3,1,3.6,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Italy,Europe
599,Patrick Cutrone,ITA,Fiorentina,Serie A,2020,22.0,1998.0,2.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Italy,Europe
600,Patrick Cutrone,ITA,Valencia,La Liga,2020,22.0,1998.0,1.2,3,2.52,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Italy,Europe
601,Wylan Cyprien,FRA,Parma,Serie A,2020,25.0,1995.0,4.6,16,3.52,11,3,0,0,2,0,1,0.22,1,0,0,0,0,0,MF,25-29,Midfielder,France,Europe
602,Rafael Czichos,GER,Köln,Bundesliga,2020,30.0,1990.0,25.1,25,1.0,22,2,1,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Germany,Europe
604,Danilo D'Ambrosio,ITA,Inter,Serie A,2020,31.0,1988.0,7.8,9,1.16,5,2,1,1,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Italy,Europe
605,Damien Da Silva,FRA,Rennes,Ligue 1,2020,32.0,1988.0,29.6,20,0.68,18,1,0,0,0,1,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,France,Europe
609,Finn Dahmen,GER,Mainz 05,Bundesliga,2020,22.0,1998.0,3.0,1,0.33,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Germany,Europe
610,Mahmoud Dahoud,GER,Dortmund,Bundesliga,2020,24.0,1996.0,14.0,35,2.5,27,0,3,3,1,1,6,0.43,5,0,0,0,0,1,MF,20-24,Midfielder,Germany,Europe
611,Leon Dajaku,GER,Union Berlin,Bundesliga,2020,19.0,2001.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,Under 20,Forward,Germany,Europe
613,Diogo Dalot,POR,Milan,Serie A,2020,21.0,1999.0,12.1,21,1.73,16,1,2,2,0,0,2,0.17,2,0,0,0,0,0,DF,20-24,Defender,Portugal,Europe
614,Mikkel Damsgaard,DEN,Sampdoria,Serie A,2020,20.0,2000.0,19.7,59,3.0,44,4,2,4,3,2,9,0.46,6,1,2,0,0,0,"MF,FW",20-24,Midfielder,Denmark,Europe
615,Flavius Daniliuc,AUT,Nice,Ligue 1,2020,19.0,2001.0,16.4,14,0.85,10,0,1,2,0,1,0,0.0,0,0,0,0,0,0,DF,Under 20,Defender,Austria,Europe
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
616,Danilo,BRA,Juventus,Serie A,2020,29.0,1991.0,32.4,66,2.04,61,1,1,2,1,0,5,0.15,5,0,0,0,0,0,"DF,MF",25-29,Defender,Brazil,South America
