rk,player,nation,squad,comp,season,age,born,ninety_mins_played,shot_creating_actions,sca_per_90,pass_live_sca,pass_dead_sca,take_on_sca,shot_sca,foul_drawn_sca,defensive_action_sca,goal_creating_actions,gca_per_90,pass_live_gca,pass_dead_gca,take_on_gca,shot_gca,foul_drawn_gca,defensive_action_gca,position,age_range,general_position,country,continent
197,Kike Barja,ESP,Osasuna,La Liga,2019,22.0,1997.0,3.5,11,3.16,8,0,1,2,0,0,2,0.58,2,0,0,0,0,0,"MF,FW",20-24,Midfielder,Spain,Europe
202,Antonio Barragán,ESP,Betis,La Liga,2019,32.0,1987.0,7.1,20,2.81,17,1,2,0,0,0,4,0.56,3,0,1,0,0,0,DF,30-34,Defender,Spain,Europe
205,Ander Barrenetxea,ESP,Real Sociedad,La Liga,2019,17.0,2001.0,4.9,19,3.86,16,0,3,0,0,0,1,0.2,1,0,0,0,0,0,"FW,MF",Under 20,Forward,Spain,Europe
210,Marc Bartra,ESP,Betis,La Liga,2019,28.0,1991.0,28.0,17,0.61,13,0,2,2,0,0,2,0.07,1,0,0,1,0,0,"DF,MF",25-29,Defender,Spain,Europe
217,Borja Bastón,ESP,Aston Villa,Premier League,2019,26.0,1992.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
227,Ihlas Bebou,TOG,Hoffenheim,Bundesliga,2019,25.0,1994.0,23.4,67,2.87,44,1,8,6,7,1,8,0.34,3,1,1,2,1,0,"FW,MF",25-29,Forward,Togo,Africa
231,Jan Bednarek,POL,Southampton,Premier League,2019,23.0,1996.0,34.0,19,0.56,15,0,0,2,1,1,1,0.03,0,0,0,1,0,0,DF,20-24,Defender,Poland,Europe
242,Héctor Bellerín,ESP,Arsenal,Premier League,2019,24.0,1995.0,12.9,16,1.24,14,0,1,1,0,0,0,0.0,0,0,0,0,0,0,"DF,MF",20-24,Defender,Spain,Europe
244,Fran Beltrán,ESP,Celta Vigo,La Liga,2019,20.0,1999.0,20.3,35,1.72,30,3,0,2,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
271,Yuri Berchiche,ESP,Athletic Club,La Liga,2019,29.0,1990.0,31.7,58,1.83,45,3,2,6,1,1,4,0.13,2,0,0,2,0,0,DF,25-29,Defender,Spain,Europe
272,Álex Berenguer,ESP,Torino,Serie A,2019,24.0,1995.0,20.3,85,4.2,49,13,10,6,6,1,8,0.39,5,1,2,0,0,0,"MF,DF",20-24,Midfielder,Spain,Europe
273,Bartosz Bereszyński,POL,Sampdoria,Serie A,2019,27.0,1992.0,26.7,40,1.5,31,6,1,0,2,0,2,0.07,2,0,0,0,0,0,DF,25-29,Defender,Poland,Europe
275,Markel Bergara,ESP,Getafe,La Liga,2019,33.0,1986.0,0.8,1,1.25,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
276,Sander Berge,NOR,Sheffield Utd,Premier League,2019,21.0,1998.0,10.5,7,0.67,5,0,1,1,0,0,2,0.19,1,0,1,0,0,0,MF,20-24,Midfielder,Norway,Europe
287,Juan Bernat,ESP,Paris S-G,Ligue 1,2019,26.0,1993.0,15.4,27,1.75,24,0,0,1,2,0,5,0.32,4,0,0,0,1,0,"DF,MF",25-29,Defender,Spain,Europe
294,Pedro Bigas,ESP,Eibar,La Liga,2019,28.0,1990.0,19.7,12,0.61,10,0,0,0,1,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
300,Valter Birsa,SVN,Cagliari,Serie A,2019,32.0,1986.0,4.8,22,4.6,13,9,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",30-34,Midfielder,Slovenia,Europe
306,Rubén Blanco,ESP,Celta Vigo,La Liga,2019,24.0,1995.0,32.9,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Spain,Europe
388,Burgui,ESP,Alavés,La Liga,2019,25.0,1993.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
394,Sergio Busquets,ESP,Barcelona,La Liga,2019,31.0,1988.0,27.6,61,2.21,55,0,0,0,1,5,9,0.33,8,0,0,0,0,1,MF,30-34,Midfielder,Spain,Europe
395,Unai Bustinza,ESP,Leganés,La Liga,2019,27.0,1992.0,29.8,37,1.24,28,4,1,2,2,0,2,0.07,1,0,0,0,1,0,DF,25-29,Defender,Spain,Europe
420,Fernando Calero,ESP,Espanyol,La Liga,2019,23.0,1995.0,11.6,5,0.43,3,1,0,0,1,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
424,José Callejón,ESP,Napoli,Serie A,2019,32.0,1987.0,24.1,114,4.72,77,26,0,4,7,0,9,0.37,7,1,0,1,0,0,"FW,MF",30-34,Forward,Spain,Europe
429,Víctor Camarasa,ESP,Crystal Palace,Premier League,2019,25.0,1994.0,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,25-29,Forward,Spain,Europe
430,Víctor Camarasa,ESP,Alavés,La Liga,2019,25.0,1994.0,14.4,24,1.67,18,4,1,0,1,0,3,0.21,1,2,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
432,Sergio Camello,ESP,Atlético Madrid,La Liga,2019,18.0,2001.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,Under 20,Forward,Spain,Europe
433,José Campaña,ESP,Levante,La Liga,2019,26.0,1993.0,35.1,143,4.08,98,28,9,2,5,1,15,0.43,11,3,0,0,1,0,MF,25-29,Midfielder,Spain,Europe
434,Xisco Campos,ESP,Mallorca,La Liga,2019,37.0,1982.0,5.3,2,0.38,2,0,0,0,0,0,1,0.19,1,0,0,0,0,0,DF,35-39,Defender,Spain,Europe
435,Víctor Campuzano,ESP,Espanyol,La Liga,2019,22.0,1997.0,9.7,20,2.07,9,0,3,4,4,0,1,0.1,1,0,0,0,0,0,FW,20-24,Forward,Spain,Europe
438,Sergio Canales,ESP,Betis,La Liga,2019,28.0,1991.0,35.1,155,4.41,109,32,7,4,3,0,14,0.4,9,4,0,1,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
443,Ander Capa,ESP,Athletic Club,La Liga,2019,27.0,1992.0,31.9,63,1.97,47,9,4,1,2,0,5,0.16,5,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
452,Marc Cardona,ESP,Osasuna,La Liga,2019,24.0,1995.0,7.8,17,2.17,13,0,3,1,0,0,3,0.38,1,0,1,1,0,0,FW,20-24,Forward,Spain,Europe
468,Samu Castillejo,ESP,Milan,Serie A,2019,24.0,1995.0,13.4,68,5.06,44,12,6,2,3,1,7,0.52,4,1,0,1,1,0,"FW,MF",20-24,Forward,Spain,Europe
474,Craig Cathcart,NIR,Watford,Premier League,2019,30.0,1989.0,27.6,9,0.33,9,0,0,0,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,Northern Ireland,Europe
476,Santi Cazorla,ESP,Villarreal,La Liga,2019,34.0,1984.0,27.2,148,5.43,96,39,5,6,1,1,20,0.73,14,5,0,1,0,0,MF,30-34,Midfielder,Spain,Europe
477,Dani Ceballos,ESP,Arsenal,Premier League,2019,22.0,1996.0,18.8,56,2.98,38,10,2,1,3,2,7,0.37,5,1,0,0,0,1,MF,20-24,Midfielder,Spain,Europe
517,Per Ciljan Skjelbred,NOR,Hertha BSC,Bundesliga,2019,32.0,1987.0,18.1,21,1.16,20,0,0,0,0,1,3,0.17,3,0,0,0,0,0,MF,30-34,Midfielder,Norway,Europe
519,Thiago Cionek,POL,SPAL,Serie A,2019,33.0,1986.0,24.1,36,1.49,29,3,0,1,2,1,3,0.12,2,0,0,0,1,0,DF,30-34,Defender,Poland,Europe
527,Óscar Clemente,ESP,Atlético Madrid,La Liga,2019,20.0,1999.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
530,Carlos Clerc,ESP,Levante,La Liga,2019,27.0,1992.0,20.5,29,1.41,19,9,0,0,1,0,3,0.15,3,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
535,Coke,ESP,Levante,La Liga,2019,32.0,1987.0,11.0,20,1.83,16,1,2,0,1,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
537,Álex Collado,ESP,Barcelona,La Liga,2019,20.0,1999.0,0.1,1,15.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,20-24,Forward,Spain,Europe
564,Rober Correa,ESP,Eibar,La Liga,2019,26.0,1992.0,10.3,22,2.13,14,3,1,1,2,1,1,0.1,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
569,Diego Costa,ESP,Atlético Madrid,La Liga,2019,30.0,1988.0,15.0,31,2.07,22,0,1,4,3,1,7,0.47,5,0,1,1,0,0,FW,30-34,Forward,Spain,Europe
569,Diego Costa,ESP,Atlético Madrid,La Liga,2019,30.0,1988.0,15.0,31,2.07,22,0,1,4,3,1,7,0.47,5,0,1,1,0,0,FW,30-34,Forward,Spain,Europe
569,Diego Costa,ESP,Atlético Madrid,La Liga,2019,30.0,1988.0,15.0,31,2.07,22,0,1,4,3,1,7,0.47,5,0,1,1,0,0,FW,30-34,Forward,Spain,Europe
569,Diego Costa,ESP,Atlético Madrid,La Liga,2019,30.0,1988.0,15.0,31,2.07,22,0,1,4,3,1,7,0.47,5,0,1,1,0,0,FW,30-34,Forward,Spain,Europe
571,Jaume Costa,ESP,Valencia,La Liga,2019,31.0,1988.0,15.4,19,1.23,16,1,0,0,2,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
574,David Costas,ESP,Celta Vigo,La Liga,2019,24.0,1995.0,3.8,1,0.27,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
590,Marc Cucurella,ESP,Getafe,La Liga,2019,21.0,1998.0,36.0,111,3.09,85,6,4,3,9,4,11,0.31,9,0,0,0,1,1,"MF,DF",20-24,Midfielder,Spain,Europe
591,Iván Cuéllar,ESP,Leganés,La Liga,2019,35.0,1984.0,27.0,7,0.26,4,3,0,0,0,0,1,0.04,0,1,0,0,0,0,GK,35-39,Goalkeeper,Spain,Europe
624,Sergi Darder,ESP,Espanyol,La Liga,2019,25.0,1993.0,29.5,84,2.84,58,15,3,5,2,1,4,0.14,4,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
631,Paweł Dawidowicz,POL,Hellas Verona,Serie A,2019,24.0,1995.0,7.7,5,0.65,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Poland,Europe
666,Gerard Deulofeu,ESP,Watford,Premier League,2019,25.0,1994.0,23.3,104,4.46,57,11,18,8,7,3,10,0.43,5,0,2,0,1,2,FW,25-29,Forward,Spain,Europe
685,Víctor Díaz,ESP,Granada,La Liga,2019,31.0,1988.0,32.0,52,1.62,36,15,0,1,0,0,6,0.19,4,1,0,1,0,0,DF,30-34,Defender,Spain,Europe
700,Djené,TOG,Getafe,La Liga,2019,27.0,1991.0,34.0,13,0.38,9,2,0,2,0,0,1,0.03,0,0,0,1,0,0,DF,25-29,Defender,Togo,Africa
710,Jaume Doménech,ESP,Valencia,La Liga,2019,28.0,1990.0,14.7,2,0.14,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
736,Rubén Duarte,ESP,Alavés,La Liga,2019,23.0,1995.0,29.6,40,1.35,23,6,0,4,6,1,7,0.24,2,2,0,1,2,0,DF,20-24,Defender,Spain,Europe
750,Hugo Duro,ESP,Getafe,La Liga,2019,19.0,1999.0,4.2,7,1.67,2,0,0,0,5,0,1,0.24,0,0,0,0,1,0,"FW,MF",Under 20,Forward,Spain,Europe
767,Aritz Elustondo,ESP,Real Sociedad,La Liga,2019,25.0,1994.0,16.8,15,0.9,12,1,0,1,1,0,3,0.18,2,0,0,1,0,0,DF,25-29,Defender,Spain,Europe
778,Sergi Enrich,ESP,Eibar,La Liga,2019,29.0,1990.0,20.7,30,1.45,19,0,2,5,4,0,6,0.29,4,0,0,1,1,0,FW,25-29,Forward,Spain,Europe
783,Aarón Escandell,ESP,Granada,La Liga,2019,23.0,1995.0,3.0,3,1.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,20-24,Goalkeeper,Spain,Europe
784,Sergio Escudero,ESP,Sevilla,La Liga,2019,29.0,1989.0,8.6,12,1.4,9,0,1,2,0,0,1,0.12,0,0,0,1,0,0,DF,25-29,Defender,Spain,Europe
787,Vicente Esquerdo,ESP,Valencia,La Liga,2019,20.0,1999.0,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,FW",20-24,Midfielder,Spain,Europe
791,Beñat Etxebarria,ESP,Athletic Club,La Liga,2019,32.0,1987.0,4.4,14,3.2,5,9,0,0,0,0,1,0.23,1,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
794,Jonny Evans,NIR,Leicester City,Premier League,2019,31.0,1988.0,37.6,35,0.93,28,0,1,4,2,0,6,0.16,4,0,0,1,1,0,DF,30-34,Defender,Northern Ireland,Europe
795,Edu Expósito,ESP,Eibar,La Liga,2019,22.0,1996.0,25.7,52,2.02,40,0,2,6,2,2,3,0.12,2,0,0,1,0,0,MF,20-24,Midfielder,Spain,Europe
801,Cesc Fàbregas,ESP,Monaco,Ligue 1,2019,32.0,1987.0,10.3,47,4.55,38,7,1,1,0,0,9,0.87,8,1,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
810,Iago Falque,ESP,Torino,Serie A,2019,29.0,1990.0,1.1,3,2.65,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",25-29,Forward,Spain,Europe
811,Iago Falque,ESP,Genoa,Serie A,2019,29.0,1990.0,5.8,22,3.82,17,2,2,1,0,0,2,0.35,2,0,0,0,0,0,MF,25-29,Midfielder,Spain,Europe
818,Ansu Fati,ESP,Barcelona,La Liga,2019,16.0,2002.0,11.4,39,3.42,26,2,6,2,3,0,3,0.26,1,0,2,0,0,0,FW,Under 20,Forward,Spain,Europe
822,Aleix Febas,ESP,Mallorca,La Liga,2019,23.0,1996.0,18.8,49,2.61,40,1,2,0,6,0,5,0.27,4,0,0,0,1,0,"MF,FW",20-24,Midfielder,Spain,Europe
824,Ljubomir Fejsa,SRB,Alavés,La Liga,2019,30.0,1988.0,8.7,4,0.46,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Serbia,Europe
831,Kiko Femenía,ESP,Watford,Premier League,2019,28.0,1991.0,24.9,37,1.49,29,5,2,0,1,0,4,0.16,0,2,1,0,1,0,DF,25-29,Defender,Spain,Europe
838,Aitor Fernández,ESP,Levante,La Liga,2019,28.0,1991.0,36.0,6,0.17,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
838,Aitor Fernández,ESP,Levante,La Liga,2019,28.0,1991.0,36.0,6,0.17,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
838,Aitor Fernández,ESP,Levante,La Liga,2019,28.0,1991.0,36.0,6,0.17,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
838,Aitor Fernández,ESP,Levante,La Liga,2019,28.0,1991.0,36.0,6,0.17,4,2,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
839,Andrés Fernández,ESP,Villarreal,La Liga,2019,32.0,1986.0,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
840,Carlos Fernández,ESP,Granada,La Liga,2019,23.0,1996.0,24.5,52,2.13,32,1,3,6,6,4,10,0.41,4,0,0,1,3,2,"FW,MF",20-24,Forward,Spain,Europe
868,Pablo Fornals,ESP,West Ham,Premier League,2019,23.0,1996.0,24.1,51,2.11,39,5,1,2,2,2,9,0.37,9,0,0,0,0,0,"MF,FW",20-24,Midfielder,Spain,Europe
890,Jorge de Frutos,ESP,Valladolid,La Liga,2019,22.0,1997.0,0.7,1,1.53,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"MF,DF",20-24,Midfielder,Spain,Europe
906,Enric Gallego,ESP,Osasuna,La Liga,2019,32.0,1986.0,9.8,21,2.15,15,0,1,3,2,0,2,0.2,0,0,0,1,1,0,FW,30-34,Forward,Spain,Europe
907,Enric Gallego,ESP,Getafe,La Liga,2019,32.0,1986.0,1.8,3,1.65,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,FW,30-34,Forward,Spain,Europe
909,Fran Gámez,ESP,Mallorca,La Liga,2019,28.0,1991.0,19.6,28,1.43,21,3,3,1,0,0,1,0.05,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
914,David García,ESP,Osasuna,La Liga,2019,25.0,1994.0,31.0,18,0.58,15,2,0,0,1,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
914,David García,ESP,Osasuna,La Liga,2019,25.0,1994.0,31.0,18,0.58,15,2,0,0,1,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
914,David García,ESP,Osasuna,La Liga,2019,25.0,1994.0,31.0,18,0.58,15,2,0,0,1,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
914,David García,ESP,Osasuna,La Liga,2019,25.0,1994.0,31.0,18,0.58,15,2,0,0,1,0,1,0.03,1,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
915,Eric García,ESP,Manchester City,Premier League,2019,18.0,2001.0,8.8,5,0.57,5,0,0,0,0,0,1,0.11,1,0,0,0,0,0,DF,Under 20,Defender,Spain,Europe
917,Manu García,ESP,Alavés,La Liga,2019,33.0,1986.0,21.9,14,0.64,7,0,0,1,5,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
917,Manu García,ESP,Alavés,La Liga,2019,33.0,1986.0,21.9,14,0.64,7,0,0,1,5,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
917,Manu García,ESP,Alavés,La Liga,2019,33.0,1986.0,21.9,14,0.64,7,0,0,1,5,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
917,Manu García,ESP,Alavés,La Liga,2019,33.0,1986.0,21.9,14,0.64,7,0,0,1,5,1,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
918,Raúl García,ESP,Valladolid,La Liga,2019,30.0,1989.0,11.2,18,1.6,12,1,0,2,1,2,3,0.27,1,0,0,2,0,0,"DF,MF",30-34,Defender,Spain,Europe
918,Raúl García,ESP,Valladolid,La Liga,2019,30.0,1989.0,11.2,18,1.6,12,1,0,2,1,2,3,0.27,1,0,0,2,0,0,"DF,MF",30-34,Defender,Spain,Europe
918,Raúl García,ESP,Valladolid,La Liga,2019,30.0,1989.0,11.2,18,1.6,12,1,0,2,1,2,3,0.27,1,0,0,2,0,0,"DF,MF",30-34,Defender,Spain,Europe
918,Raúl García,ESP,Valladolid,La Liga,2019,30.0,1989.0,11.2,18,1.6,12,1,0,2,1,2,3,0.27,1,0,0,2,0,0,"DF,MF",30-34,Defender,Spain,Europe
919,Raúl García,ESP,Athletic Club,La Liga,2019,33.0,1986.0,31.9,57,1.79,41,0,0,2,13,1,4,0.13,2,0,0,0,2,0,"MF,FW",30-34,Midfielder,Spain,Europe
919,Raúl García,ESP,Athletic Club,La Liga,2019,33.0,1986.0,31.9,57,1.79,41,0,0,2,13,1,4,0.13,2,0,0,0,2,0,"MF,FW",30-34,Midfielder,Spain,Europe
919,Raúl García,ESP,Athletic Club,La Liga,2019,33.0,1986.0,31.9,57,1.79,41,0,0,2,13,1,4,0.13,2,0,0,0,2,0,"MF,FW",30-34,Midfielder,Spain,Europe
919,Raúl García,ESP,Athletic Club,La Liga,2019,33.0,1986.0,31.9,57,1.79,41,0,0,2,13,1,4,0.13,2,0,0,0,2,0,"MF,FW",30-34,Midfielder,Spain,Europe
920,Raúl García,ESP,Getafe,La Liga,2019,30.0,1989.0,2.7,5,1.84,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
920,Raúl García,ESP,Getafe,La Liga,2019,30.0,1989.0,2.7,5,1.84,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
920,Raúl García,ESP,Getafe,La Liga,2019,30.0,1989.0,2.7,5,1.84,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
920,Raúl García,ESP,Getafe,La Liga,2019,30.0,1989.0,2.7,5,1.84,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,30-34,Defender,Spain,Europe
921,Rubén García,ESP,Osasuna,La Liga,2019,26.0,1993.0,24.3,111,4.57,59,34,6,8,4,0,10,0.41,6,2,2,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
921,Rubén García,ESP,Osasuna,La Liga,2019,26.0,1993.0,24.3,111,4.57,59,34,6,8,4,0,10,0.41,6,2,2,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
921,Rubén García,ESP,Osasuna,La Liga,2019,26.0,1993.0,24.3,111,4.57,59,34,6,8,4,0,10,0.41,6,2,2,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
921,Rubén García,ESP,Osasuna,La Liga,2019,26.0,1993.0,24.3,111,4.57,59,34,6,8,4,0,10,0.41,6,2,2,0,0,0,"MF,FW",25-29,Midfielder,Spain,Europe
922,Unai García,ESP,Osasuna,La Liga,2019,27.0,1992.0,6.0,4,0.67,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
923,Víctor García,ESP,Valladolid,La Liga,2019,21.0,1997.0,1.0,5,5.11,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Spain,Europe
923,Víctor García,ESP,Valladolid,La Liga,2019,21.0,1997.0,1.0,5,5.11,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Spain,Europe
923,Víctor García,ESP,Valladolid,La Liga,2019,21.0,1997.0,1.0,5,5.11,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Spain,Europe
923,Víctor García,ESP,Valladolid,La Liga,2019,21.0,1997.0,1.0,5,5.11,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,"FW,MF",20-24,Forward,Spain,Europe
926,Mario Gaspar,ESP,Villarreal,La Liga,2019,28.0,1990.0,21.8,35,1.6,27,4,1,2,1,0,3,0.14,2,0,0,1,0,0,DF,25-29,Defender,Spain,Europe
932,David de Gea,ESP,Manchester Utd,Premier League,2019,28.0,1990.0,38.0,3,0.08,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Spain,Europe
933,Theodor Gebre Selassie,CZE,Werder Bremen,Bundesliga,2019,32.0,1986.0,27.0,35,1.3,30,1,0,1,2,1,4,0.15,3,0,0,1,0,0,"DF,MF",30-34,Defender,Czech Republic,Europe
950,Bryan Gil,ESP,Leganés,La Liga,2019,18.0,2001.0,6.2,26,4.19,20,3,0,1,2,0,1,0.16,0,1,0,0,0,0,"MF,FW",Under 20,Midfielder,Spain,Europe
951,Bryan Gil,ESP,Sevilla,La Liga,2019,18.0,2001.0,0.7,1,1.38,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,FW,Under 20,Forward,Spain,Europe
958,Kamil Glik,POL,Monaco,Ligue 1,2019,31.0,1988.0,23.0,11,0.48,8,0,0,3,0,0,1,0.04,1,0,0,0,0,0,DF,30-34,Defender,Poland,Europe
972,Ibai Gómez,ESP,Athletic Club,La Liga,2019,29.0,1989.0,7.7,29,3.76,11,14,3,1,0,0,3,0.39,2,0,0,1,0,0,FW,25-29,Forward,Spain,Europe
975,Moi Gómez,ESP,Villarreal,La Liga,2019,25.0,1994.0,25.8,78,3.02,62,1,3,7,5,0,10,0.39,4,0,2,1,3,0,"FW,MF",25-29,Forward,Spain,Europe
977,Sergi Gómez,ESP,Sevilla,La Liga,2019,27.0,1992.0,8.0,4,0.5,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
983,Álvaro González,ESP,Marseille,Ligue 1,2019,29.0,1990.0,18.1,14,0.77,11,0,1,0,1,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
983,Álvaro González,ESP,Marseille,Ligue 1,2019,29.0,1990.0,18.1,14,0.77,11,0,1,0,1,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
983,Álvaro González,ESP,Marseille,Ligue 1,2019,29.0,1990.0,18.1,14,0.77,11,0,1,0,1,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
983,Álvaro González,ESP,Marseille,Ligue 1,2019,29.0,1990.0,18.1,14,0.77,11,0,1,0,1,1,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
984,Bruno González,ESP,Getafe,La Liga,2019,29.0,1990.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
985,Bruno González,ESP,Levante,La Liga,2019,29.0,1990.0,5.1,2,0.39,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,25-29,Defender,Spain,Europe
990,Andoni Gorosabel,ESP,Real Sociedad,La Liga,2019,22.0,1996.0,7.9,14,1.76,11,1,0,0,2,0,1,0.13,1,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
999,Esteban Granero,ESP,Espanyol,La Liga,2019,32.0,1987.0,5.3,22,4.19,9,7,2,3,1,0,0,0.0,0,0,0,0,0,0,MF,30-34,Midfielder,Spain,Europe
1017,Vicente Guaita,ESP,Crystal Palace,Premier League,2019,32.0,1987.0,35.0,4,0.11,3,1,0,0,0,0,1,0.03,1,0,0,0,0,0,GK,30-34,Goalkeeper,Spain,Europe
1019,Sergi Guardiola,ESP,Valladolid,La Liga,2019,28.0,1991.0,29.5,55,1.86,38,0,6,3,8,0,6,0.2,3,0,2,1,0,0,FW,25-29,Forward,Spain,Europe
1020,Nemanja Gudelj,SRB,Sevilla,La Liga,2019,27.0,1991.0,13.5,13,0.96,12,0,0,0,1,0,0,0.0,0,0,0,0,0,0,"MF,DF",25-29,Midfielder,Serbia,Europe
1024,Adrián Guerrero,ESP,Valencia,La Liga,2019,21.0,1998.0,1.4,2,1.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
1025,Ander Guevara,ESP,Real Sociedad,La Liga,2019,22.0,1997.0,10.4,12,1.15,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,MF,20-24,Midfielder,Spain,Europe
1030,Hugo Guillamón,ESP,Valencia,La Liga,2019,19.0,2000.0,5.5,2,0.36,2,0,0,0,0,0,1,0.18,1,0,0,0,0,0,DF,Under 20,Defender,Spain,Europe
1044,Erling Haaland,NOR,Dortmund,Bundesliga,2019,19.0,2000.0,11.8,26,2.2,15,0,5,4,2,0,6,0.51,3,0,1,1,1,0,FW,Under 20,Forward,Norway,Europe
1078,Mario Hermoso,ESP,Atlético Madrid,La Liga,2019,24.0,1995.0,13.5,11,0.81,8,0,0,2,0,1,0,0.0,0,0,0,0,0,0,DF,20-24,Defender,Spain,Europe
