rk,player,nation,squad,comp,season,age,born,ninety_mins_played,yellow_cards,red_cards,second_yellow_cards,fouls,fouls_drawn,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,position,age_range,general_position,country,continent
1868,Ambroise Oyongo,CMR,Montpellier,Ligue 1,2019,28.0,1991.0,20.2,3,0,0,14,22,2,64,17,10,0,0,0,114,24,24,50.0,"DF,FW",25-29,Defender,Cameroon,Africa
1874,Gonçalo Paciência,POR,Eint Frankfurt,Bundesliga,2019,24.0,1994.0,14.3,4,0,0,28,24,10,20,1,5,0,0,0,36,49,61,44.5,FW,20-24,Forward,Portugal,Europe
1875,Daniele Padelli,ITA,Inter,Serie A,2019,33.0,1985.0,3.0,0,1,0,0,3,0,0,0,0,0,0,0,4,1,0,100.0,GK,30-34,Goalkeeper,Italy,Europe
1877,Vincent Pajot,FRA,Angers,Ligue 1,2019,28.0,1990.0,1.3,0,0,0,2,0,0,1,5,2,0,0,0,6,4,2,66.7,MF,25-29,Midfielder,France,Europe
1878,Vincent Pajot,FRA,Metz,Ligue 1,2019,28.0,1990.0,5.8,0,1,0,13,4,1,12,9,11,0,0,0,26,6,9,40.0,MF,25-29,Midfielder,France,Europe
1879,Rodrigo Palacio,ARG,Bologna,Serie A,2019,37.0,1982.0,28.0,5,0,0,30,53,29,96,5,11,0,1,0,76,62,82,43.1,FW,35-39,Forward,Argentina,South America
1880,Exequiel Palacios,ARG,Leverkusen,Bundesliga,2019,20.0,1998.0,2.0,0,0,0,1,5,0,0,1,7,0,0,0,11,0,0,,MF,20-24,Midfielder,Argentina,South America
1882,Nicolas Pallois,FRA,Nantes,Ligue 1,2019,31.0,1987.0,21.0,10,0,0,20,19,2,2,40,36,0,0,0,175,44,30,59.5,DF,30-34,Defender,France,Europe
1884,Alberto Paloschi,ITA,SPAL,Serie A,2019,29.0,1990.0,4.9,0,0,0,8,8,5,0,0,0,1,0,0,17,4,7,36.4,FW,25-29,Forward,Italy,Europe
1885,Alberto Paloschi,ITA,Cagliari,Serie A,2019,29.0,1990.0,2.3,0,0,0,3,2,3,2,1,0,0,0,0,11,2,8,20.0,"FW,MF",25-29,Forward,Italy,Europe
1887,Goran Pandev,MKD,Genoa,Serie A,2019,36.0,1983.0,18.7,6,1,1,17,46,7,12,0,8,2,0,0,79,15,24,38.5,"FW,MF",35-39,Forward,North Macedonia,Europe
1889,Sokratis Papastathopoulos,GRE,Arsenal,Premier League,2019,31.0,1988.0,18.8,6,0,0,19,12,1,1,17,16,0,0,0,71,58,27,68.2,DF,30-34,Defender,Greece,Europe
1891,Lucas Paquetá,BRA,Milan,Serie A,2019,21.0,1997.0,12.3,7,0,0,25,25,3,10,8,19,0,0,0,98,21,34,38.2,"MF,FW",20-24,Midfielder,Brazil,South America
1892,Gaëtan Paquiez,FRA,Nîmes,Ligue 1,2019,25.0,1994.0,17.0,6,1,1,23,17,1,27,33,25,0,0,0,82,17,25,40.5,DF,25-29,Defender,France,Europe
1894,Leandro Paredes,ARG,Paris S-G,Ligue 1,2019,25.0,1994.0,9.0,2,0,0,20,13,0,4,15,14,0,0,1,72,7,6,53.8,MF,25-29,Midfielder,Argentina,South America
1896,Michael Parensen,GER,Union Berlin,Bundesliga,2019,33.0,1986.0,7.0,4,0,0,16,11,0,3,12,6,0,0,0,37,23,17,57.5,DF,30-34,Defender,Germany,Europe
1898,Marco Parolo,ITA,Lazio,Serie A,2019,34.0,1985.0,18.9,8,0,0,43,5,0,5,26,26,0,1,0,103,30,39,43.5,MF,30-34,Midfielder,Italy,Europe
1900,Thomas Partey,GHA,Atlético Madrid,La Liga,2019,26.0,1993.0,28.3,13,0,0,48,32,0,26,48,41,0,1,0,223,66,28,70.2,MF,25-29,Midfielder,Ghana,Africa
1902,Javier Pastore,ARG,Roma,Serie A,2019,30.0,1989.0,5.7,0,0,0,10,9,1,5,5,10,0,0,0,40,0,7,0.0,MF,30-34,Midfielder,Argentina,South America
1904,Rui Patrício,POR,Wolves,Premier League,2019,31.0,1988.0,38.0,0,0,0,0,7,0,0,2,0,0,0,0,39,8,1,88.9,GK,30-34,Goalkeeper,Portugal,Europe
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
1905,Paulinho,BRA,Leverkusen,Bundesliga,2019,19.0,2000.0,3.4,1,0,0,5,6,1,8,1,3,0,0,0,28,2,7,22.2,"MF,FW",Under 20,Midfielder,Brazil,South America
