rk,player,nation,squad,comp,season,age,born,ninety_mins_played,tackles,tackles_won,def_third_tackles,mid_third_tackles,att_third_tackles,dribblers_tackled,dribblers_challenged,tackle_pct,challenges_lost,blocks,shots_blocked,passes_blocked,interceptions,tackles_interceptions,clearances,errors,position,age_range,general_position,country,continent
81,Jordan Amavi,FRA,Nice,Ligue 1,2021,27.0,1994.0,4.6,16,10,8,7,1,10,17,58.8,7,3,1,2,15,31,7,0,DF,25-29,Defender,France,Europe
82,Jordan Amavi,FRA,Marseille,Ligue 1,2021,27.0,1994.0,1.4,6,5,3,1,2,5,10,50.0,5,1,0,1,1,7,3,0,"DF,FW",25-29,Defender,France,Europe
84,Kelvin Amian,FRA,Spezia,Serie A,2021,23.0,1998.0,29.4,66,42,43,18,5,30,41,73.2,11,39,21,18,32,98,75,0,DF,20-24,Defender,France,Europe
85,Nadiem Amiri,GER,Genoa,Serie A,2021,24.0,1996.0,7.6,6,4,2,2,2,2,9,22.2,7,7,0,7,0,6,0,0,"MF,FW",20-24,Midfielder,Germany,Europe
86,Nadiem Amiri,GER,Leverkusen,Bundesliga,2021,24.0,1996.0,4.1,8,4,3,2,3,4,8,50.0,4,4,2,2,5,13,0,0,"MF,FW",20-24,Midfielder,Germany,Europe
87,Ethan Ampadu,WAL,Venezia,Serie A,2021,20.0,2000.0,25.4,67,43,37,27,3,24,58,41.4,34,49,19,30,51,118,76,0,"MF,DF",20-24,Midfielder,Wales,Europe
89,Joachim Andersen,DEN,Crystal Palace,Premier League,2021,25.0,1996.0,32.4,30,23,21,9,0,16,27,59.3,11,29,19,10,37,67,125,3,DF,25-29,Defender,Denmark,Europe
90,Felipe Anderson,BRA,Lazio,Serie A,2021,28.0,1993.0,32.1,71,45,30,33,8,27,99,27.3,72,65,6,59,20,91,16,0,FW,25-29,Forward,Brazil,South America
91,Sebastian Andersson,SWE,Köln,Bundesliga,2021,30.0,1991.0,14.0,11,7,0,3,8,3,9,33.3,6,8,0,8,3,14,14,0,FW,30-34,Forward,Sweden,Europe
92,Florin Andone,ROU,Cádiz,La Liga,2021,28.0,1993.0,2.0,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0,FW,25-29,Forward,Romania,Europe
94,Benjamin André,FRA,Lille,Ligue 1,2021,30.0,1990.0,30.6,123,69,49,65,9,51,113,45.1,62,49,11,38,50,173,56,0,MF,30-34,Midfielder,France,Europe
96,Marcos André,BRA,Valencia,La Liga,2021,24.0,1996.0,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0,"FW,MF",20-24,Forward,Brazil,South America
96,Marcos André,BRA,Valencia,La Liga,2021,24.0,1996.0,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0,"FW,MF",20-24,Forward,Brazil,South America
96,Marcos André,BRA,Valencia,La Liga,2021,24.0,1996.0,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0,"FW,MF",20-24,Forward,Brazil,South America
96,Marcos André,BRA,Valencia,La Liga,2021,24.0,1996.0,10.8,15,11,4,6,5,5,16,31.3,11,15,0,15,7,22,13,0,"FW,MF",20-24,Forward,Brazil,South America
97,Robert Andrich,GER,Leverkusen,Bundesliga,2021,26.0,1994.0,20.2,33,17,18,14,1,14,28,50.0,14,19,7,12,31,64,46,0,MF,25-29,Midfielder,Germany,Europe
100,Ebenezer Annan,GHA,Bologna,Serie A,2021,18.0,2002.0,0.3,1,1,1,0,0,0,0,,0,0,0,0,1,2,1,0,DF,Under 20,Defender,Ghana,Africa
101,Cristian Ansaldi,ARG,Torino,Serie A,2021,34.0,1986.0,7.7,20,9,11,7,2,10,13,76.9,3,9,1,8,6,26,10,0,DF,30-34,Defender,Argentina,South America
102,Janis Antiste,FRA,Spezia,Serie A,2021,18.0,2002.0,8.8,18,11,6,6,6,5,13,38.5,8,7,1,6,4,22,6,0,FW,Under 20,Forward,France,Europe
103,Waldemar Anton,GER,Stuttgart,Bundesliga,2021,25.0,1996.0,28.8,40,26,22,15,3,19,32,59.4,13,27,16,11,32,72,116,1,DF,25-29,Defender,Germany,Europe
105,Michail Antonio,JAM,West Ham,Premier League,2021,31.0,1990.0,33.0,23,17,5,9,9,7,18,38.9,11,19,1,18,3,26,13,0,FW,30-34,Forward,Jamaica,North America
106,Christopher Antwi-Adjei,GHA,Bochum,Bundesliga,2021,27.0,1994.0,12.6,21,18,7,8,6,6,26,23.1,20,12,0,12,1,22,8,0,"FW,MF",25-29,Forward,Ghana,Africa
107,Houssem Aouar,ALG,Lyon,Ligue 1,2021,23.0,1998.0,27.8,46,30,9,25,12,27,54,50.0,27,26,1,25,20,66,5,0,"MF,FW",20-24,Midfielder,Algeria,Africa
108,Adil Aouchiche,FRA,Saint-Étienne,Ligue 1,2021,19.0,2002.0,12.0,13,6,5,5,3,5,33,15.2,28,18,1,17,17,30,4,0,"MF,FW",Under 20,Midfielder,France,Europe
109,Dennis Appiah,FRA,Nantes,Ligue 1,2021,29.0,1992.0,23.3,55,34,35,18,2,28,48,58.3,20,30,13,17,27,82,74,0,DF,25-29,Defender,France,Europe
110,Mauro Arambarri,URU,Getafe,La Liga,2021,25.0,1995.0,29.6,62,37,19,32,11,20,68,29.4,48,35,5,30,32,94,18,0,MF,25-29,Midfielder,Uruguay,South America
111,Mattia Aramu,ITA,Venezia,Serie A,2021,26.0,1995.0,23.3,20,15,5,9,6,8,33,24.2,25,20,2,18,8,28,19,0,"MF,FW",25-29,Midfielder,Italy,Europe
112,Charles Aránguiz,CHI,Leverkusen,Bundesliga,2021,32.0,1989.0,17.5,45,25,18,21,6,22,52,42.3,30,24,4,20,33,78,21,0,MF,30-34,Midfielder,Chile,South America
115,Cameron Archer,ENG,Aston Villa,Premier League,2021,20.0,2001.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"FW,MF",20-24,Forward,England,Europe
116,Alphonse Areola,FRA,West Ham,Premier League,2021,28.0,1993.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,GK,25-29,Goalkeeper,France,Europe
119,Santiago Arias,COL,Granada,La Liga,2021,29.0,1992.0,4.9,12,5,8,3,1,4,9,44.4,5,8,4,4,5,17,10,0,DF,25-29,Defender,Colombia,South America
120,Adam Armstrong,ENG,Southampton,Premier League,2021,24.0,1997.0,15.7,10,4,2,2,6,0,6,0.0,6,13,1,12,3,13,6,0,FW,20-24,Forward,England,Europe
121,Stuart Armstrong,SCO,Southampton,Premier League,2021,29.0,1992.0,16.4,27,19,15,6,6,9,23,39.1,14,10,1,9,8,35,15,0,MF,25-29,Midfielder,Scotland,Europe
123,Maximilian Arnold,GER,Wolfsburg,Bundesliga,2021,27.0,1994.0,33.3,37,20,19,16,2,20,50,40.0,30,43,15,28,37,74,55,0,MF,25-29,Midfielder,Germany,Europe
125,Tolgay Arslan,GER,Udinese,Serie A,2021,30.0,1990.0,18.4,35,20,15,16,4,19,50,38.0,31,17,4,13,13,48,23,1,MF,30-34,Midfielder,Germany,Europe
126,Santiago Arzamendia,PAR,Cádiz,La Liga,2021,23.0,1998.0,5.2,14,6,6,5,3,6,13,46.2,7,6,0,6,4,18,7,0,MF,20-24,Midfielder,Paraguay,South America
127,Takuma Asano,JPN,Bochum,Bundesliga,2021,26.0,1994.0,17.9,11,6,3,6,2,5,19,26.3,14,14,1,13,7,18,7,0,"FW,MF",25-29,Forward,Japan,Asia
128,Santiago Ascacíbar,ARG,Hertha BSC,Bundesliga,2021,24.0,1997.0,26.4,93,54,50,37,6,38,89,42.7,51,31,6,25,41,134,42,0,MF,20-24,Midfielder,Argentina,South America
132,Harrison Ashby,SCO,West Ham,Premier League,2021,19.0,2001.0,0.1,0,0,0,0,0,0,0,,0,1,0,1,1,1,1,0,DF,Under 20,Defender,Scotland,Europe
135,Kristjan Asllani,ALB,Empoli,Serie A,2021,19.0,2002.0,15.0,18,9,9,8,1,11,29,37.9,18,16,7,9,19,37,15,1,MF,Under 20,Midfielder,Albania,Europe
138,Simon Asta,GER,Greuther Fürth,Bundesliga,2021,20.0,2001.0,8.7,13,6,4,5,4,4,8,50.0,4,14,2,12,8,21,16,0,DF,20-24,Defender,Germany,Europe
140,Pierre-Emerick Aubameyang,GAB,Arsenal,Premier League,2021,32.0,1989.0,11.5,11,5,6,4,1,3,10,30.0,7,12,1,11,0,11,4,0,FW,30-34,Forward,Gabon,Africa
141,Pierre-Emerick Aubameyang,GAB,Barcelona,La Liga,2021,32.0,1989.0,12.0,2,2,0,1,1,0,5,0.0,5,9,1,8,2,4,4,0,FW,30-34,Forward,Gabon,Africa
142,Emil Audero,ITA,Sampdoria,Serie A,2021,24.0,1997.0,28.4,3,1,3,0,0,3,5,60.0,2,0,0,0,2,5,17,2,GK,20-24,Goalkeeper,Italy,Europe
143,Tommaso Augello,ITA,Sampdoria,Serie A,2021,26.0,1994.0,26.6,36,20,22,8,6,17,29,58.6,12,19,4,15,29,65,68,1,DF,25-29,Defender,Italy,Europe
144,Jean-Kévin Augustin,FRA,Nantes,Ligue 1,2021,24.0,1997.0,0.9,1,0,0,0,1,0,3,0.0,3,1,0,1,0,1,0,0,"FW,MF",20-24,Forward,France,Europe
146,Serge Aurier,CIV,Villarreal,La Liga,2021,28.0,1992.0,11.2,14,9,11,2,1,4,7,57.1,3,14,7,7,11,25,25,0,DF,25-29,Defender,Ivory Coast,Africa
148,Taiwo Awoniyi,NGA,Union Berlin,Bundesliga,2021,23.0,1997.0,24.2,11,7,3,6,2,1,9,11.1,8,11,2,9,2,13,29,0,FW,20-24,Forward,Nigeria,Africa
149,Ramzi Aya,ITA,Salernitana,Serie A,2021,30.0,1990.0,1.5,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,4,0,DF,30-34,Defender,Italy,Europe
150,Jordan Ayew,GHA,Crystal Palace,Premier League,2021,29.0,1991.0,22.4,47,30,20,20,7,17,31,54.8,14,33,3,30,15,62,15,0,FW,25-29,Forward,Ghana,Africa
152,Luke Ayling,ENG,Leeds United,Premier League,2021,29.0,1991.0,25.2,74,42,46,23,5,51,97,52.6,46,46,25,21,28,102,52,1,DF,25-29,Defender,England,Europe
153,Karim Azamoum,FRA,Troyes,Ligue 1,2021,31.0,1990.0,4.3,6,5,4,2,0,3,5,60.0,2,4,2,2,1,7,10,0,DF,30-34,Defender,France,Europe
154,Sardar Azmoun,IRN,Leverkusen,Bundesliga,2021,26.0,1995.0,4.0,3,1,0,2,1,0,5,0.0,5,2,0,2,0,3,8,0,"FW,MF",25-29,Forward,Iran,Asia
156,Iddrisu Baba,GHA,Mallorca,La Liga,2021,25.0,1996.0,21.5,57,30,31,23,3,25,43,58.1,18,19,5,14,24,81,34,1,MF,25-29,Midfielder,Ghana,Africa
157,Carlos Bacca,COL,Granada,La Liga,2021,34.0,1986.0,5.7,4,4,2,0,2,0,3,0.0,3,5,0,5,1,5,5,0,FW,30-34,Forward,Colombia,South America
158,Daniel Bachmann,AUT,Watford,Premier League,2021,27.0,1994.0,12.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,5,0,GK,25-29,Goalkeeper,Austria,Europe
160,Milan Badelj,CRO,Genoa,Serie A,2021,32.0,1989.0,31.6,64,37,25,30,9,34,80,42.5,46,39,7,32,85,149,43,0,MF,30-34,Midfielder,Croatia,Europe
162,Benoît Badiashile,FRA,Monaco,Ligue 1,2021,20.0,2001.0,20.4,36,19,21,15,0,14,23,60.9,9,18,12,6,28,64,68,1,DF,20-24,Defender,France,Europe
166,Issa Bah,LUX,Venezia,Serie A,2021,19.0,2002.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,FW,Under 20,Forward,Luxembourg,Europe
168,Leon Bailey,JAM,Aston Villa,Premier League,2021,23.0,1997.0,8.5,17,11,6,8,3,6,13,46.2,7,10,1,9,1,18,2,0,"FW,MF",20-24,Forward,Jamaica,North America
169,Eric Bailly,CIV,Manchester Utd,Premier League,2021,27.0,1994.0,2.4,5,4,4,0,1,3,4,75.0,1,4,2,2,3,8,11,0,DF,25-29,Defender,Ivory Coast,Africa
171,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2021,19.0,2001.0,5.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,GK,Under 20,Goalkeeper,France,Europe
173,Cédric Bakambu,COD,Marseille,Ligue 1,2021,30.0,1991.0,4.0,2,0,1,0,1,0,3,0.0,3,2,0,2,0,2,1,0,FW,30-34,Forward,DR Congo,Africa
174,Abdoulaye Bakayoko,FRA,Saint-Étienne,Ligue 1,2021,18.0,2002.0,3.4,15,9,13,2,0,8,12,66.7,4,5,4,1,12,27,15,0,DF,Under 20,Defender,France,Europe
176,Mitchel Bakker,NED,Leverkusen,Bundesliga,2021,21.0,2000.0,20.2,33,22,16,12,5,20,34,58.8,14,13,2,11,23,56,42,3,DF,20-24,Defender,Netherlands,Europe
177,Ridle Baku,GER,Wolfsburg,Bundesliga,2021,23.0,1998.0,27.2,62,37,30,24,8,25,65,38.5,40,43,1,42,21,83,52,1,"DF,FW",20-24,Defender,Germany,Europe
178,Dilane Bakwa,FRA,Bordeaux,Ligue 1,2021,18.0,2002.0,0.5,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0,"FW,MF",Under 20,Forward,France,Europe
179,Tommaso Baldanzi,ITA,Empoli,Serie A,2021,18.0,2003.0,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,FW,Under 20,Forward,Italy,Europe
181,Ibrahima Baldé,FRA,Lens,Ligue 1,2021,18.0,2003.0,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,"FW,MF",Under 20,Forward,France,Europe
182,Keita Baldé,SEN,Cagliari,Serie A,2021,26.0,1995.0,13.7,8,4,1,5,2,1,10,10.0,9,6,0,6,4,12,6,0,FW,25-29,Forward,Senegal,Africa
183,Gareth Bale,WAL,Real Madrid,La Liga,2021,32.0,1989.0,3.1,2,1,1,0,1,1,4,25.0,3,2,0,2,2,4,1,0,FW,30-34,Forward,Wales,Europe
185,Leonardo Balerdi,ARG,Marseille,Ligue 1,2021,22.0,1999.0,10.6,9,6,9,0,0,5,14,35.7,9,11,4,7,19,28,30,0,DF,20-24,Defender,Argentina,South America
186,Iván Balliu,ALB,Rayo Vallecano,La Liga,2021,29.0,1992.0,35.0,45,22,25,11,9,19,31,61.3,12,24,5,19,39,84,64,0,DF,25-29,Defender,Albania,Europe
187,Fodé Ballo-Touré,SEN,Milan,Serie A,2021,24.0,1997.0,5.0,18,14,5,13,0,4,9,44.4,5,6,2,4,3,21,5,0,DF,20-24,Defender,Senegal,Africa
188,Folarin Balogun,USA,Arsenal,Premier League,2021,20.0,2001.0,0.8,1,1,0,0,1,0,0,,0,1,0,1,0,1,1,0,FW,20-24,Forward,United States,North America
189,Abdoulaye Bamba,CIV,Angers,Ligue 1,2021,31.0,1990.0,5.1,6,5,6,0,0,4,11,36.4,7,5,1,4,9,15,13,0,"DF,FW",30-34,Defender,Ivory Coast,Africa
190,Jonathan Bamba,CIV,Lille,Ligue 1,2021,25.0,1996.0,27.0,30,12,13,9,8,13,36,36.1,23,24,1,23,21,51,10,0,"MF,FW",25-29,Midfielder,Ivory Coast,Africa
191,Patrick Bamford,ENG,Leeds United,Premier League,2021,27.0,1993.0,6.2,1,0,0,1,0,0,3,0.0,3,8,2,6,2,3,8,0,FW,25-29,Forward,England,Europe
192,Filippo Bandinelli,ITA,Empoli,Serie A,2021,26.0,1995.0,21.7,33,20,10,17,6,15,31,48.4,16,22,5,17,10,43,37,2,MF,25-29,Midfielder,Italy,Europe
193,Mattia Bani,ITA,Genoa,Serie A,2021,27.0,1993.0,13.5,23,13,17,6,0,14,18,77.8,4,19,11,8,20,43,76,0,DF,25-29,Defender,Italy,Europe
195,Shandon Baptiste,GRN,Brentford,Premier League,2021,23.0,1998.0,10.1,14,4,9,4,1,6,15,40.0,9,10,0,10,11,25,12,0,MF,20-24,Midfielder,Grenada,North America
198,Danilo Barbosa,BRA,Nice,Ligue 1,2021,25.0,1996.0,1.0,0,0,0,0,0,0,0,,0,1,1,0,2,2,10,0,DF,25-29,Defender,Brazil,South America
201,Melvin Bard,FRA,Nice,Ligue 1,2021,20.0,2000.0,28.8,59,37,38,17,4,41,63,65.1,22,33,10,23,51,110,56,0,DF,20-24,Defender,France,Europe
203,Francesco Bardi,ITA,Bologna,Serie A,2021,29.0,1992.0,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,GK,25-29,Goalkeeper,Italy,Europe
204,Keidi Bare,ALB,Espanyol,La Liga,2021,23.0,1997.0,16.5,27,17,14,12,1,11,31,35.5,20,20,10,10,15,42,26,1,MF,20-24,Midfielder,Albania,Europe
205,Nicolò Barella,ITA,Inter,Serie A,2021,24.0,1997.0,32.4,63,42,17,35,11,29,55,52.7,26,26,2,24,21,84,8,2,MF,20-24,Midfielder,Italy,Europe
207,Ross Barkley,ENG,Chelsea,Premier League,2021,27.0,1993.0,2.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,"MF,FW",25-29,Midfielder,England,Europe
208,Aymen Barkok,MAR,Eint Frankfurt,Bundesliga,2021,23.0,1998.0,1.8,6,2,2,3,1,2,7,28.6,5,4,1,3,5,11,6,0,"MF,DF",20-24,Midfielder,Morocco,Africa
209,Ashley Barnes,ENG,Burnley,Premier League,2021,31.0,1989.0,9.0,11,2,2,7,2,2,9,22.2,7,8,1,7,2,13,5,0,FW,30-34,Forward,England,Europe
210,Harvey Barnes,ENG,Leicester City,Premier League,2021,23.0,1997.0,23.3,31,16,9,11,11,7,23,30.4,16,24,1,23,5,36,7,0,"FW,MF",20-24,Forward,England,Europe
215,Musa Barrow,GAM,Bologna,Serie A,2021,22.0,1998.0,23.7,12,4,4,4,4,6,20,30.0,14,20,1,19,6,18,8,0,"FW,MF",20-24,Forward,Gambia,Africa
216,Abdourahmane Barry,GUI,Greuther Fürth,Bundesliga,2021,21.0,2000.0,2.3,6,4,3,3,0,5,7,71.4,2,5,2,3,4,10,1,0,DF,20-24,Defender,Guinea,Africa
218,Daniele Baselli,ITA,Torino,Serie A,2021,29.0,1992.0,1.7,3,3,2,0,1,2,6,33.3,4,0,0,0,1,4,2,0,"MF,FW",25-29,Midfielder,Italy,Europe
219,Daniele Baselli,ITA,Cagliari,Serie A,2021,29.0,1992.0,3.2,6,5,3,1,2,1,5,20.0,4,2,0,2,2,8,5,0,MF,25-29,Midfielder,Italy,Europe
220,Toma Bašić,CRO,Lazio,Serie A,2021,24.0,1996.0,10.9,12,8,3,9,0,5,17,29.4,12,13,4,9,4,16,21,0,MF,20-24,Midfielder,Croatia,Europe
221,Toma Bašić,CRO,Bordeaux,Ligue 1,2021,24.0,1996.0,2.3,2,2,1,0,1,0,4,0.0,4,4,1,3,2,4,0,0,MF,20-24,Midfielder,Croatia,Europe
222,Amine Bassi,FRA,Metz,Ligue 1,2021,23.0,1997.0,2.0,6,3,2,3,1,1,3,33.3,2,5,0,5,0,6,0,0,"MF,FW",20-24,Midfielder,France,Europe
224,Alessandro Bastoni,ITA,Inter,Serie A,2021,22.0,1999.0,25.7,44,25,28,13,3,17,34,50.0,17,22,12,10,35,79,59,1,DF,20-24,Defender,Italy,Europe
225,Simone Bastoni,ITA,Spezia,Serie A,2021,24.0,1996.0,25.4,52,34,28,17,7,21,65,32.3,44,38,11,27,30,82,31,0,"MF,DF",20-24,Midfielder,Italy,Europe
226,Lewis Bate,ENG,Leeds United,Premier League,2021,18.0,2002.0,1.6,1,0,0,0,1,0,8,0.0,8,1,0,1,1,2,1,0,MF,Under 20,Midfielder,England,Europe
227,Rodrigo Battaglia,ARG,Mallorca,La Liga,2021,30.0,1991.0,13.1,32,16,13,19,0,15,30,50.0,15,21,10,11,10,42,36,0,MF,30-34,Midfielder,Argentina,South America
228,Maximilian Bauer,GER,Greuther Fürth,Bundesliga,2021,21.0,2000.0,18.8,28,15,17,10,1,11,28,39.3,17,24,14,10,29,57,99,0,DF,20-24,Defender,Germany,Europe
229,Oliver Baumann,GER,Hoffenheim,Bundesliga,2021,31.0,1990.0,33.0,0,0,0,0,0,0,3,0.0,3,0,0,0,0,0,19,1,GK,30-34,Goalkeeper,Germany,Europe
230,Timo Baumgartl,GER,Union Berlin,Bundesliga,2021,25.0,1996.0,24.1,59,28,34,21,4,31,47,66.0,16,27,11,16,37,96,58,0,DF,25-29,Defender,Germany,Europe
231,Julian Baumgartlinger,AUT,Leverkusen,Bundesliga,2021,33.0,1988.0,1.0,3,1,2,1,0,1,2,50.0,1,1,0,1,2,5,0,0,"MF,FW",30-34,Midfielder,Austria,Europe
232,Christoph Baumgartner,AUT,Hoffenheim,Bundesliga,2021,21.0,1999.0,21.0,28,15,14,7,7,13,32,40.6,19,24,3,21,8,36,16,0,"MF,FW",20-24,Midfielder,Austria,Europe
234,Paul Baysse,FRA,Bordeaux,Ligue 1,2021,33.0,1988.0,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,"MF,DF",30-34,Midfielder,France,Europe
235,Noah Joel Sarenren Bazee,NGA,Augsburg,Bundesliga,2021,24.0,1996.0,2.7,5,2,2,2,1,3,4,75.0,1,8,2,6,1,6,4,0,"MF,FW",20-24,Midfielder,Nigeria,Africa
236,Bebé,CPV,Rayo Vallecano,La Liga,2021,31.0,1990.0,9.6,6,5,1,3,2,4,16,25.0,12,18,0,18,3,9,6,0,FW,30-34,Forward,Cape Verde,Africa
240,Sheraldo Becker,SUR,Union Berlin,Bundesliga,2021,26.0,1995.0,19.5,9,6,3,4,2,6,18,33.3,12,11,0,11,2,11,4,0,"FW,MF",25-29,Forward,Suriname,South America
242,Donny van de Beek,NED,Manchester Utd,Premier League,2021,24.0,1997.0,0.8,6,4,4,1,1,1,2,50.0,1,5,1,4,2,8,1,0,MF,20-24,Midfielder,Netherlands,Europe
243,Donny van de Beek,NED,Everton,Premier League,2021,24.0,1997.0,5.4,15,7,8,6,1,6,13,46.2,7,6,2,4,6,21,4,0,MF,20-24,Midfielder,Netherlands,Europe
245,Valon Behrami,SUI,Genoa,Serie A,2021,36.0,1985.0,3.5,3,1,0,2,1,0,7,0.0,7,4,1,3,1,4,4,0,"MF,FW",35-39,Midfielder,Switzerland,Europe
246,Kevin Behrens,GER,Union Berlin,Bundesliga,2021,30.0,1991.0,5.5,3,2,1,1,1,0,4,0.0,4,3,0,3,3,6,7,0,FW,30-34,Forward,Germany,Europe
247,Youcef Belaïli,ALG,Brest,Ligue 1,2021,29.0,1992.0,9.2,2,1,0,0,2,2,9,22.2,7,5,1,4,7,9,4,0,"MF,FW",25-29,Midfielder,Algeria,Africa
249,Ishak Belfodil,ALG,Hertha BSC,Bundesliga,2021,29.0,1992.0,18.2,9,6,4,4,1,4,8,50.0,4,9,1,8,5,14,16,0,FW,25-29,Forward,Algeria,Africa
250,Haris Belkebla,ALG,Brest,Ligue 1,2021,27.0,1994.0,25.7,46,23,21,21,4,18,39,46.2,21,26,6,20,48,94,30,1,MF,25-29,Midfielder,Algeria,Africa
251,Stefan Bell,GER,Mainz 05,Bundesliga,2021,29.0,1991.0,31.8,54,23,37,16,1,30,63,47.6,33,26,15,11,41,95,112,1,DF,25-29,Defender,Germany,Europe
253,Raoul Bellanova,ITA,Cagliari,Serie A,2021,21.0,2000.0,27.7,29,15,14,12,3,6,27,22.2,21,39,8,31,21,50,51,0,"DF,FW",20-24,Defender,Italy,Europe
254,Karim Bellarabi,GER,Leverkusen,Bundesliga,2021,31.0,1990.0,7.6,9,4,4,4,1,3,13,23.1,10,5,0,5,9,18,4,0,"FW,MF",30-34,Forward,Germany,Europe
255,Jean-Ricner Bellegarde,FRA,Strasbourg,Ligue 1,2021,23.0,1998.0,25.9,51,32,21,21,9,17,41,41.5,24,29,4,25,27,78,19,0,MF,20-24,Midfielder,France,Europe
257,Jude Bellingham,ENG,Dortmund,Bundesliga,2021,18.0,2003.0,31.0,52,34,15,31,6,21,53,39.6,32,50,4,46,42,94,32,0,MF,Under 20,Midfielder,England,Europe
258,George Bello,USA,Arminia,Bundesliga,2021,19.0,2002.0,4.8,7,7,7,0,0,4,4,100.0,0,5,4,1,6,13,11,0,DF,Under 20,Defender,United States,North America
262,Hatem Ben Arfa,FRA,Lille,Ligue 1,2021,34.0,1987.0,3.5,4,2,2,1,1,2,4,50.0,2,3,0,3,0,4,1,0,"FW,MF",30-34,Forward,France,Europe
263,Salim Ben Seghir,FRA,Marseille,Ligue 1,2021,18.0,2003.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,MF,Under 20,Midfielder,France,Europe
264,Wissam Ben Yedder,FRA,Monaco,Ligue 1,2021,30.0,1990.0,28.1,18,8,1,11,6,6,15,40.0,9,12,1,11,0,18,1,0,FW,30-34,Forward,France,Europe
265,Marco Benassi,ITA,Fiorentina,Serie A,2021,26.0,1994.0,1.8,1,0,1,0,0,1,2,50.0,1,3,0,3,3,4,3,0,"DF,MF",25-29,Defender,Italy,Europe
266,Marco Benassi,ITA,Empoli,Serie A,2021,26.0,1994.0,4.2,6,3,3,2,1,1,10,10.0,9,4,0,4,3,9,6,0,MF,25-29,Midfielder,Italy,Europe
267,Darío Benedetto,ARG,Elche,La Liga,2021,31.0,1990.0,6.6,5,1,2,2,1,3,6,50.0,3,4,0,4,1,6,1,0,"FW,MF",30-34,Forward,Argentina,South America
268,Darío Benedetto,ARG,Marseille,Ligue 1,2021,31.0,1990.0,0.6,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,"FW,MF",30-34,Forward,Argentina,South America
269,László Bénes,SVK,Gladbach,Bundesliga,2021,23.0,1997.0,2.7,5,3,1,3,1,1,6,16.7,5,5,2,3,2,7,5,0,MF,20-24,Midfielder,Slovakia,Europe
272,Loris Benito,SUI,Bordeaux,Ligue 1,2021,29.0,1992.0,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,1,DF,25-29,Defender,Switzerland,Europe
275,Ismaël Bennacer,ALG,Milan,Serie A,2021,23.0,1997.0,16.9,44,30,22,15,7,21,50,42.0,29,20,4,16,25,69,15,0,MF,20-24,Midfielder,Algeria,Africa
276,Keanan Bennetts,ENG,Gladbach,Bundesliga,2021,22.0,1999.0,0.6,2,0,1,1,0,1,1,100.0,0,1,0,1,0,2,0,0,"FW,DF",20-24,Forward,England,Europe
277,Saïd Benrahma,ALG,West Ham,Premier League,2021,25.0,1995.0,24.1,28,17,16,9,3,15,38,39.5,23,17,1,16,9,37,8,0,"FW,MF",25-29,Forward,Algeria,Africa
278,Ramy Bensebaini,ALG,Gladbach,Bundesliga,2021,26.0,1995.0,22.4,42,30,24,15,3,27,44,61.4,17,33,7,26,39,81,77,1,DF,25-29,Defender,Algeria,Africa
279,Nabil Bentaleb,ALG,Angers,Ligue 1,2021,26.0,1994.0,16.8,42,24,15,20,7,16,29,55.2,13,24,9,15,28,70,13,0,MF,25-29,Midfielder,Algeria,Africa
280,Rodrigo Bentancur,URU,Tottenham,Premier League,2021,24.0,1997.0,15.1,36,18,14,14,8,16,32,50.0,16,24,9,15,20,56,35,0,MF,20-24,Midfielder,Uruguay,South America
281,Rodrigo Bentancur,URU,Juventus,Serie A,2021,24.0,1997.0,12.8,32,18,11,18,3,7,20,35.0,13,15,2,13,26,58,15,1,MF,20-24,Midfielder,Uruguay,South America
282,Christian Benteke,BEL,Crystal Palace,Premier League,2021,30.0,1990.0,12.7,3,2,1,2,0,2,6,33.3,4,7,3,4,2,5,33,0,FW,30-34,Forward,Belgium,Europe
283,Karim Benzema,FRA,Real Madrid,La Liga,2021,33.0,1987.0,28.8,11,9,5,3,3,2,9,22.2,7,10,0,10,4,15,13,0,FW,30-34,Forward,France,Europe
