"fact_id","player_id","age_id","position_id","club_id","season_id","market_id","Goals","Goals_per90","Assists","Assists_per90","Goals_Assists","Non_Penalty_xG","xG","xG_per90","Shots_per90","Shot_Creating_Actions","Passes_Completed","Progressive_Passes","Progressive_Carries","Key_Passes","Carries_into_Final_Third","Through_Balls","Dribblers_Tackled","Dribblers_Challenged","Tackles","Clearances","Interceptions","Blocks","Fouls","Errors","Aerials_Won","Yellow_Cards","Red_Cards","Market_Value"
3655,234803,12,1,21,4,31,3,"0.11",10,"0.35",13,"1.4","1.4","0.05","0.64",112,1885,186,96,55,85,3,20,35,36,61,23,24,19,0,26,5,1,"70000000.00"
3656,234803,13,1,21,5,66,0,"0.0",8,"0.28",8,"1.3","1.3","0.05","0.45",95,1803,166,80,52,60,2,21,41,38,50,18,32,22,3,22,3,0,"65000000.00"
3657,234803,14,1,21,6,113,3,"0.16",2,"0.11",5,"1.9","1.9","0.1","0.64",97,1248,140,63,62,40,0,26,43,35,40,13,20,9,0,14,2,0,"48000000.00"
3658,234803,15,1,21,7,43,0,"0.0",0,"0.0",0,"0.5","0.5","0.04","0.32",32,744,75,25,20,19,3,16,26,21,19,7,2,5,0,2,1,1,"30000000.00"
3659,235412,13,1,109,3,86,0,"0.0",1,"0.07",1,"0.6","0.6","0.04","0.52",10,494,41,6,2,9,0,8,11,21,100,46,15,13,0,47,6,0,"650000.00"
3660,235412,15,1,109,5,74,1,"0.06",0,"0.0",1,"1.1","1.1","0.06","0.95",12,745,55,21,5,9,1,6,11,17,101,37,27,13,0,42,1,1,"1200000.00"
3661,235931,7,2,23,1,63,0,"0.0",0,"0.0",0,"0.8","0.8","0.16","1.6",9,121,11,6,1,6,1,3,13,7,8,6,14,5,0,5,2,0,"1300000.00"
3662,235931,7,2,23,1,63,0,"0.0",0,"0.0",0,"0.8","0.8","0.16","1.6",9,121,11,6,1,6,1,3,13,7,8,6,14,5,0,5,2,0,"1300000.00"
3663,235931,9,2,11,3,119,0,"0.0",0,"0.0",0,"0.2","0.2","0.06","1.25",10,117,12,3,8,2,0,5,13,6,1,3,3,6,0,3,1,0,"950000.00"
3664,235931,10,2,23,4,13,4,"0.17",1,"0.04",5,"2.5","2.5","0.11","1.1",37,590,70,12,13,10,0,23,58,47,45,26,28,45,0,40,5,0,"1000000.00"
3665,235931,12,2,23,6,40,1,"0.06",0,"0.0",1,"2.5","2.5","0.14","1.4",28,364,64,9,10,5,2,18,47,33,37,9,16,25,0,35,7,0,"1800000.00"
3666,236041,6,2,101,1,20,1,"0.05",1,"0.05",2,"0.4","0.4","0.02","0.32",25,759,93,8,7,8,0,35,89,77,48,33,39,30,1,48,4,0,"8000000.00"
3667,236041,10,2,115,5,73,1,"0.04",0,"0.0",1,"2.8","2.8","0.11","0.83",42,766,101,13,15,17,1,38,73,69,74,34,55,47,0,55,8,0,"2200000.00"
3668,236041,11,2,115,6,28,0,"0.0",2,"0.11",2,"1.1","1.1","0.06","0.71",31,671,60,7,7,8,1,15,43,33,39,22,16,25,0,28,4,0,"2500000.00"
3669,236045,8,4,102,1,60,8,"0.27",2,"0.07",10,"7.8","7.8","0.27","2.94",75,434,47,102,31,60,3,13,61,52,16,20,24,41,0,27,5,0,"1750000.00"
3670,236045,9,5,35,2,6,10,"0.44",3,"0.13",13,"7.9","10.3","0.45","3.31",63,410,33,75,18,51,1,20,55,45,15,10,30,52,0,39,4,0,"6000000.00"
3671,236045,10,4,35,3,20,7,"0.23",4,"0.13",11,"9.6","12.8","0.42","3.21",81,506,51,85,24,43,0,16,58,52,36,20,32,60,0,65,7,0,"8000000.00"
3672,236045,11,5,35,4,41,9,"0.33",6,"0.22",15,"8.0","8.0","0.29","3.1",87,539,66,79,33,46,3,22,63,46,34,8,30,50,1,67,4,1,"10000000.00"
3673,236490,6,1,16,1,14,1,"0.04",3,"0.12",4,"1.4","1.4","0.06","1.0",57,861,97,62,25,56,2,23,48,54,59,39,30,31,2,41,5,1,"4000000.00"
3674,236490,6,1,16,1,14,1,"0.04",3,"0.12",4,"1.4","1.4","0.06","1.0",57,861,97,62,25,56,2,23,48,54,59,39,30,31,2,41,5,1,"4000000.00"
3675,236490,7,1,16,2,57,0,"0.0",2,"0.09",2,"0.4","0.4","0.02","0.52",55,862,80,86,22,51,1,17,37,45,61,41,24,25,0,28,8,0,"8500000.00"
3676,236490,8,1,116,3,20,2,"0.07",1,"0.03",3,"1.2","1.2","0.04","0.47",27,1352,106,63,15,40,0,21,43,37,94,45,22,32,2,31,3,0,"8000000.00"
3677,236490,8,1,116,3,20,2,"0.07",1,"0.03",3,"1.2","1.2","0.04","0.47",27,1352,106,63,15,40,0,21,43,37,94,45,22,32,2,31,3,0,"8000000.00"
3678,236490,9,1,16,4,25,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.63",37,535,68,42,16,34,1,15,23,27,30,28,17,18,0,17,4,0,"7000000.00"
3679,236490,10,1,16,5,14,1,"0.1",1,"0.1",2,"0.8","0.8","0.08","0.82",27,402,43,35,12,26,0,9,15,17,26,11,12,16,0,12,5,0,"4000000.00"
3680,236490,11,1,131,6,33,1,"0.05",1,"0.05",2,"0.3","0.3","0.01","0.59",38,603,68,53,11,29,2,29,41,47,51,18,19,18,1,16,3,0,"3500000.00"
3681,236490,13,1,131,7,41,2,"0.12",0,"0.0",2,"0.3","0.3","0.02","0.37",33,537,61,37,7,27,0,23,35,36,45,23,17,9,1,6,2,0,"10000000.00"
3682,236953,10,1,78,2,33,0,"0.0",0,"0.0",0,"1.4","1.4","0.1","1.04",21,609,41,21,6,18,0,18,37,40,73,26,16,16,0,43,4,0,"3500000.00"
3683,236953,12,1,78,4,3,0,"0.0",0,"0.0",0,"0.6","0.6","0.06","0.61",11,393,23,11,4,7,0,19,27,24,48,22,21,12,0,28,3,0,"2000000.00"
3684,236981,10,1,30,4,17,1,"0.05",0,"0.0",1,"1.3","1.3","0.07","0.52",12,1043,77,8,0,13,0,27,45,45,95,52,31,26,0,51,7,0,"1500000.00"
3685,236981,11,1,30,5,23,3,"0.11",0,"0.0",3,"1.8","1.8","0.06","0.53",13,1400,84,10,2,7,1,24,52,43,153,58,27,31,0,94,8,0,"3000000.00"
3686,236981,12,1,30,6,57,0,"0.0",0,"0.0",0,"1.8","1.8","0.06","0.71",22,1473,104,19,6,14,1,49,80,68,168,63,54,44,1,99,6,0,"8500000.00"
3687,237164,9,4,121,1,32,4,"0.34",3,"0.25",7,"3.8","4.6","0.39","2.2",51,293,48,48,16,39,2,4,9,15,9,9,18,9,0,20,1,0,"7500000.00"
3688,237164,10,5,8,2,5,6,"0.26",1,"0.04",7,"4.5","4.5","0.19","1.5",67,429,48,77,30,46,4,8,23,27,25,11,25,25,0,58,1,0,"12000000.00"
3689,237164,11,5,8,3,41,9,"0.37",7,"0.29",16,"9.9","9.9","0.4","1.96",74,466,52,70,39,34,0,8,14,24,16,17,18,24,0,55,3,0,"10000000.00"
3690,237164,12,9,8,4,21,7,"0.3",2,"0.09",9,"9.4","9.4","0.41","1.98",57,431,55,48,20,27,0,7,21,22,25,12,20,26,0,37,0,0,"9000000.00"
3691,237164,13,9,8,5,37,7,"0.44",0,"0.0",7,"3.8","4.6","0.29","1.78",45,246,23,27,15,19,0,11,17,19,15,7,9,22,0,28,2,0,"16000000.00"
3692,237164,14,9,8,6,25,7,"0.39",5,"0.28",12,"4.9","4.9","0.27","2.09",48,360,38,42,15,36,2,8,16,22,15,14,13,24,0,32,3,0,"7000000.00"
3693,237499,12,1,47,2,29,0,"0.0",0,"0.0",0,"0.1","0.1","0.01","0.11",6,325,27,4,1,2,0,7,11,13,31,16,17,11,0,18,3,1,"400000.00"
3694,237499,16,1,95,6,2,1,"0.1",0,"0.0",1,"0.3","0.3","0.03","0.38",9,343,26,6,2,4,0,10,16,14,43,13,8,14,0,17,2,0,"500000.00"
3695,237617,17,5,136,6,27,1,"0.54",0,"0.0",1,"0.9","0.9","0.48","0.54",5,92,8,2,1,3,0,1,2,1,2,0,1,3,0,0,1,0,"600000.00"
3696,237662,6,3,112,1,10,5,"0.33",1,"0.07",6,"4.2","4.2","0.28","1.74",48,165,23,31,19,22,5,1,9,22,6,4,11,30,0,29,4,0,"18000000.00"
3697,237662,7,5,65,2,5,8,"0.46",5,"0.29",13,"9.6","10.4","0.6","2.61",53,288,43,35,21,33,4,4,15,22,5,8,12,42,0,21,4,0,"12000000.00"
3698,237662,8,5,65,3,47,5,"0.31",2,"0.12",7,"7.7","7.7","0.48","2.56",54,324,31,37,16,20,2,0,6,15,8,8,16,34,0,36,4,0,"13000000.00"
3699,237662,9,3,65,4,37,9,"0.37",3,"0.12",12,"8.4","8.4","0.36","1.99",82,398,64,38,34,35,10,3,8,16,7,6,14,41,0,35,3,0,"16000000.00"
3700,237662,10,3,13,5,24,12,"0.58",2,"0.1",14,"7.6","8.5","0.41","1.94",63,307,52,24,28,27,3,5,10,15,12,5,14,50,0,33,3,0,"14000000.00"
3701,237662,11,3,13,6,42,1,"0.49",0,"0.0",1,"0.7","0.7","0.35","2.97",10,37,7,8,3,5,0,1,4,3,2,1,1,3,0,1,0,0,"22000000.00"
3702,237662,12,3,13,7,5,3,"0.33",2,"0.22",5,"6.3","6.3","0.69","3.08",19,120,21,10,15,7,4,1,8,5,3,1,4,12,0,17,2,0,"12000000.00"
3703,237666,8,1,27,4,33,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.35",22,393,39,30,10,23,1,32,58,50,34,20,20,13,1,6,1,0,"3500000.00"
3704,238407,7,3,29,1,25,0,"0.0",0,"0.0",0,"0.5","0.5","0.23","1.95",7,38,9,4,3,4,0,1,2,2,3,0,0,4,0,18,0,0,"7000000.00"
3705,238407,9,3,93,3,41,5,"0.31",3,"0.19",8,"5.6","6.4","0.4","2.87",58,330,34,43,29,33,1,2,14,7,13,3,13,27,0,80,2,0,"10000000.00"
3706,238407,9,3,93,3,41,5,"0.31",3,"0.19",8,"5.6","6.4","0.4","2.87",58,330,34,43,29,33,1,2,14,7,13,3,13,27,0,80,2,0,"10000000.00"
3707,238407,10,3,96,4,10,4,"0.2",0,"0.0",4,"5.9","5.9","0.3","1.79",45,331,33,55,23,39,1,7,17,20,15,4,14,29,0,51,2,0,"18000000.00"
3708,238407,10,3,96,4,10,4,"0.2",0,"0.0",4,"5.9","5.9","0.3","1.79",45,331,33,55,23,39,1,7,17,20,15,4,14,29,0,51,2,0,"18000000.00"
3709,238407,12,3,43,6,5,23,"0.83",6,"0.22",29,"12.3","12.3","0.44","2.82",68,357,40,48,34,35,2,2,6,6,26,0,9,34,0,80,3,0,"12000000.00"
3710,238407,14,3,79,7,16,8,"0.92",2,"0.23",10,"6.5","6.5","0.76","3.92",21,122,15,15,8,8,1,1,2,4,14,0,4,11,0,51,0,0,"15000000.00"
3711,238626,12,2,3,3,59,3,"0.09",1,"0.03",4,"1.5","1.5","0.05","0.88",59,1288,138,32,20,32,1,54,162,145,12,46,64,44,0,9,5,0,"900000.00"
3712,238626,13,2,3,4,3,0,"0.0",2,"0.06",2,"1.5","1.5","0.04","0.88",83,1342,171,30,35,39,7,71,166,110,13,55,58,41,0,11,9,0,"2000000.00"
3713,238626,14,2,3,5,23,0,"0.0",1,"0.04",1,"0.5","0.5","0.02","0.5",33,1308,143,13,14,29,10,39,92,92,39,34,47,28,0,8,7,1,"3000000.00"
3714,238626,15,2,3,6,23,2,"0.06",1,"0.03",3,"1.1","1.1","0.04","0.82",81,1551,194,38,30,49,6,38,96,85,61,61,29,36,3,15,4,0,"3000000.00"
3715,238639,8,3,128,1,41,2,"0.1",3,"0.15",5,"5.8","5.8","0.3","3.09",33,361,34,22,18,22,0,2,12,9,15,5,10,32,0,210,1,1,"10000000.00"
3716,238639,10,3,61,3,20,9,"0.3",4,"0.13",13,"10.5","12.1","0.41","2.62",49,428,49,27,19,17,1,3,28,15,40,12,18,68,0,257,6,0,"8000000.00"
3717,238639,11,3,61,4,25,9,"0.35",2,"0.08",11,"10.2","11.8","0.46","2.8",50,429,65,29,18,28,2,4,27,17,12,6,13,43,0,223,2,0,"7000000.00"
3718,238639,12,3,61,5,25,6,"0.33",0,"0.0",6,"6.5","7.3","0.4","3.15",37,253,32,23,13,9,0,5,14,13,20,3,18,37,0,150,2,0,"7000000.00"
3719,238639,13,3,61,6,9,6,"0.31",2,"0.1",8,"8.9","8.9","0.45","3.05",32,282,25,22,21,23,0,3,11,8,18,2,13,43,0,137,2,1,"5000000.00"
3720,238639,15,5,59,7,6,0,"0.0",0,"0.0",0,"1.2","1.2","0.46","5.02",5,41,6,7,0,4,0,0,1,3,4,0,1,9,0,16,2,0,"6000000.00"
3721,238654,13,5,122,6,74,1,"0.18",0,"0.0",1,"0.5","0.5","0.08","1.62",16,141,29,12,8,6,0,0,7,4,1,4,5,6,0,4,1,0,"1200000.00"
3722,238716,9,1,66,1,3,0,"0.0",0,"0.0",0,"0.0","0.0","0.01","0.18",7,260,28,20,4,14,0,5,8,11,16,5,6,11,0,10,0,0,"2000000.00"
3723,238752,8,3,54,1,43,5,"0.51",2,"0.2",7,"3.9","3.9","0.39","3.04",43,256,27,57,22,25,1,2,9,10,1,3,8,18,0,4,2,1,"30000000.00"
3724,238752,8,3,54,1,43,5,"0.51",2,"0.2",7,"3.9","3.9","0.39","3.04",43,256,27,57,22,25,1,2,9,10,1,3,8,18,0,4,2,1,"30000000.00"
3725,238752,9,5,13,2,26,4,"0.42",1,"0.1",5,"4.0","4.0","0.42","2.94",30,191,23,27,6,14,0,3,9,6,7,2,4,12,1,25,4,0,"25000000.00"
3726,238752,10,3,42,3,37,7,"0.53",1,"0.08",8,"5.7","5.7","0.42","3.31",45,230,26,40,21,26,0,4,10,9,3,0,10,32,0,20,4,1,"16000000.00"
3727,238752,10,3,42,3,37,7,"0.53",1,"0.08",8,"5.7","5.7","0.42","3.31",45,230,26,40,21,26,0,4,10,9,3,0,10,32,0,20,4,1,"16000000.00"
3728,238752,11,3,23,4,20,3,"0.22",1,"0.07",4,"3.5","3.5","0.26","1.98",23,187,22,14,10,12,1,1,10,8,6,4,6,27,0,20,2,0,"8000000.00"
3729,238868,12,1,113,1,13,1,"0.03",2,"0.07",3,"0.8","0.8","0.03","0.74",100,1308,211,114,44,97,1,24,53,63,57,35,37,24,0,21,4,0,"1000000.00"
3730,238868,13,1,43,2,41,2,"0.09",2,"0.09",4,"1.1","1.1","0.05","0.28",38,1015,90,55,18,39,1,17,50,42,58,35,25,39,2,20,5,0,"10000000.00"
3731,238868,14,1,43,3,38,1,"0.08",1,"0.08",2,"0.8","0.8","0.06","0.48",18,443,34,40,6,24,0,19,33,25,19,13,20,22,0,16,1,0,"6500000.00"
3732,238868,15,4,43,4,14,0,"0.0",0,"0.0",0,"0.2","0.2","0.16","2.05",8,38,3,5,2,4,0,2,6,2,2,5,1,8,0,3,1,0,"4000000.00"
3733,238868,16,7,77,5,28,0,"0.0",1,"0.07",1,"1.2","1.2","0.08","0.85",21,432,61,32,10,28,0,20,41,32,31,17,23,26,0,14,2,1,"2500000.00"
3734,238868,17,6,77,6,28,0,"0.0",2,"0.09",2,"0.9","0.9","0.04","0.73",61,626,78,62,28,43,2,20,49,47,39,30,37,28,3,14,3,0,"2500000.00"
3735,238868,18,5,77,7,73,0,"0.0",0,"0.0",0,"0.6","0.6","0.12","1.61",8,60,12,11,6,4,0,1,12,6,7,4,8,9,0,4,1,0,"2200000.00"
3736,238977,9,5,118,3,62,0,"0.0",0,"0.0",0,"0.7","0.7","0.18","2.02",7,52,5,3,3,1,0,0,1,2,4,2,2,9,0,10,0,0,"1400000.00"
3737,238981,7,8,16,1,79,0,"0.0",0,"0.0",0,"0.7","0.7","0.16","1.91",15,86,7,25,8,19,0,6,9,11,5,1,3,8,0,5,2,0,"1100000.00"
3738,238981,9,8,27,3,74,0,"0.0",0,"0.0",0,"0.0","0.0","0.03","1.61",1,14,0,5,0,1,0,0,1,5,0,0,0,0,0,2,0,0,"1200000.00"
3739,239099,10,1,28,4,79,2,"0.06",1,"0.03",3,"2.3","2.3","0.07","0.55",17,1414,87,37,6,17,0,25,36,55,143,30,45,26,0,38,7,1,"1100000.00"
3740,239962,13,1,74,7,14,1,"0.1",0,"0.0",1,"0.9","0.9","0.09","1.0",15,514,45,4,5,7,0,3,8,4,80,10,13,5,1,37,2,0,"4000000.00"
3741,239962,13,1,74,7,14,1,"0.1",0,"0.0",1,"0.9","0.9","0.09","1.0",15,514,45,4,5,7,0,3,8,4,80,10,13,5,1,37,2,0,"4000000.00"
3742,240158,8,1,114,1,3,2,"0.08",1,"0.04",3,"0.5","0.5","0.02","0.31",11,897,56,9,2,5,1,18,28,28,139,34,31,14,1,48,6,0,"2000000.00"
3743,240158,9,1,114,2,9,0,"0.0",0,"0.0",0,"0.5","0.5","0.01","0.31",14,1118,66,8,2,6,0,12,25,27,145,38,48,31,1,49,4,0,"5000000.00"
3744,240219,9,7,70,2,17,0,"0.0",1,"0.1",1,"0.2","0.2","0.02","0.42",21,393,40,28,8,22,0,13,19,20,15,11,5,18,0,8,4,0,"1500000.00"
3745,240219,11,1,70,4,23,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.4",19,909,68,28,8,21,0,14,24,25,27,5,13,15,0,9,4,0,"3000000.00"
3746,240219,12,1,70,5,23,0,"0.0",1,"0.1",1,"0.4","0.4","0.04","0.68",24,497,44,24,8,19,0,11,18,18,17,5,7,7,2,10,2,0,"3000000.00"
3747,240219,13,1,115,6,3,0,"0.0",0,"0.0",0,"0.1","0.1","0.02","0.74",8,174,16,7,4,6,0,6,10,6,14,5,4,5,0,2,1,0,"2000000.00"
3748,240274,8,1,81,3,29,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.45",27,472,45,18,6,16,0,20,40,40,53,27,30,27,0,25,5,0,"400000.00"
3749,240274,9,1,62,4,71,1,"0.12",0,"0.0",1,"0.7","0.7","0.09","0.97",14,147,15,9,6,6,0,11,22,22,10,11,15,17,0,7,2,0,"700000.00"
3750,240306,9,2,60,2,43,8,"0.61",7,"0.53",15,"3.0","6.2","0.47","3.04",53,607,110,34,30,32,8,5,38,22,16,11,6,9,0,3,2,0,"30000000.00"
3751,240306,10,2,60,3,113,18,"0.52",12,"0.35",30,"8.2","16.1","0.47","3.22",184,1733,285,80,95,76,12,26,100,57,29,26,38,43,0,15,6,0,"48000000.00"
3752,240306,11,2,60,4,51,10,"0.29",6,"0.17",16,"8.1","9.7","0.28","2.52",155,1549,237,78,88,65,22,26,91,54,42,17,36,33,2,19,10,0,"90000000.00"
3753,240306,12,4,60,5,19,8,"0.22",8,"0.22",16,"7.7","9.3","0.25","2.44",219,1498,263,89,119,68,35,30,71,68,40,25,37,42,1,18,6,0,"85000000.00"
3754,240306,13,4,60,6,18,10,"0.29",8,"0.23",18,"6.1","10.0","0.29","2.6",210,1590,297,86,114,61,30,30,88,68,50,27,49,41,2,21,9,0,"75000000.00"
3755,240306,15,4,60,7,31,4,"0.25",5,"0.31",9,"4.6","6.2","0.39","3.02",77,716,122,37,38,28,9,13,38,38,18,13,15,14,1,10,1,1,"70000000.00"
3756,240360,15,1,50,4,27,0,"0.0",0,"0.0",0,"0.6","0.6","0.03","0.48",10,498,20,2,1,1,0,9,15,18,69,16,20,23,0,56,4,0,"600000.00"
3757,240897,7,1,58,1,71,1,"0.06",0,"0.0",1,"0.4","0.4","0.03","0.06",20,564,63,13,10,12,0,22,40,46,60,34,18,18,0,15,8,0,"700000.00"
3758,240897,8,1,101,2,40,1,"0.05",1,"0.05",2,"0.8","0.8","0.04","0.29",22,723,68,20,6,16,0,33,75,53,60,29,24,28,0,30,5,0,"1800000.00"
3759,240934,11,2,40,4,30,2,"0.09",3,"0.14",5,"2.2","2.2","0.1","1.61",58,537,104,57,32,42,4,15,31,33,37,10,22,53,2,12,10,0,"800000.00"
3760,240934,12,2,40,5,23,2,"0.08",0,"0.0",2,"1.7","1.7","0.07","0.95",61,773,101,40,31,41,3,17,45,55,40,18,20,53,0,10,10,0,"3000000.00"
3761,241076,11,3,11,3,121,4,"0.13",6,"0.19",10,"5.1","5.1","0.16","0.92",65,775,69,70,27,37,1,9,31,30,8,14,13,65,0,27,4,0,"475000.00"
3762,241076,12,5,11,4,28,6,"0.18",0,"0.0",6,"5.6","5.6","0.17","1.13",59,765,42,44,22,38,2,21,41,47,43,16,22,48,1,33,10,0,"2500000.00"
3763,241076,13,9,11,5,28,2,"0.06",0,"0.0",2,"4.0","4.0","0.13","1.09",53,646,52,35,22,33,1,9,36,24,26,8,24,47,0,18,10,0,"2500000.00"
3764,241076,14,6,40,6,3,1,"0.05",2,"0.1",3,"3.5","3.5","0.17","0.77",27,412,41,15,10,14,1,15,32,34,27,5,30,40,1,17,8,0,"2000000.00"
3765,241076,15,6,40,7,40,2,"0.12",0,"0.0",2,"2.2","2.2","0.13","0.53",16,441,23,12,7,3,1,13,21,27,46,4,14,19,0,18,2,0,"1800000.00"
3766,241229,9,1,49,1,16,0,"0.0",2,"0.08",2,"0.8","0.8","0.03","0.99",53,961,82,74,26,66,1,35,56,74,93,46,24,46,4,71,7,2,"15000000.00"
3767,241229,10,1,49,2,5,1,"0.04",1,"0.04",2,"0.7","0.7","0.03","0.67",36,974,72,62,12,54,0,31,64,55,97,56,27,41,0,63,9,0,"12000000.00"
3768,241229,11,1,49,3,5,1,"0.11",0,"0.0",1,"0.2","0.2","0.03","0.44",17,343,25,17,5,19,0,9,12,11,33,27,12,13,1,23,3,1,"12000000.00"
3769,241229,14,1,61,6,3,1,"0.99",0,"0.0",1,"0.1","0.1","0.1","0.99",0,47,2,0,0,1,0,1,3,1,2,3,2,2,0,1,1,0,"2000000.00"
3770,241229,14,1,61,6,3,1,"0.99",0,"0.0",1,"0.1","0.1","0.1","0.99",0,47,2,0,0,1,0,1,3,1,2,3,2,2,0,1,1,0,"2000000.00"
3771,241229,15,1,61,7,74,0,"0.0",0,"0.0",0,"0.3","0.3","0.03","0.97",11,368,32,21,6,18,0,15,21,24,16,7,8,15,0,15,2,0,"1200000.00"
3772,241307,12,7,142,7,13,0,"0.0",2,"0.17",2,"0.4","0.5","0.04","0.77",33,240,32,23,11,16,0,18,34,30,29,11,19,17,0,14,2,0,"1000000.00"
3773,241527,7,3,42,2,17,6,"0.73",0,"0.0",6,"3.6","3.6","0.43","5.2",37,147,19,24,11,18,1,0,7,7,2,5,3,17,0,3,1,0,"1500000.00"
3774,241527,9,5,73,4,52,10,"0.48",0,"0.0",10,"5.9","7.5","0.36","2.65",41,407,46,25,10,23,1,6,25,24,7,6,17,31,0,11,6,0,"4500000.00"
3775,241527,9,5,73,4,52,10,"0.48",0,"0.0",10,"5.9","7.5","0.36","2.65",41,407,46,25,10,23,1,6,25,24,7,6,17,31,0,11,6,0,"4500000.00"
3776,241527,10,5,73,5,9,2,"0.16",1,"0.08",3,"2.4","2.4","0.19","2.57",26,264,43,11,8,10,3,0,9,5,0,3,9,18,0,6,1,0,"5000000.00"
3777,241527,11,5,69,6,52,3,"0.27",1,"0.09",4,"2.9","2.9","0.25","2.39",26,242,26,13,8,10,3,1,8,4,3,3,9,10,0,6,2,0,"4500000.00"
3778,241527,11,5,69,6,52,3,"0.27",1,"0.09",4,"2.9","2.9","0.25","2.39",26,242,26,13,8,10,3,1,8,4,3,3,9,10,0,6,2,0,"4500000.00"
3779,241641,8,4,18,1,7,7,"0.22",7,"0.22",14,"7.4","7.4","0.23","1.96",138,1515,156,152,71,103,10,16,67,52,26,25,47,31,1,11,3,0,"40000000.00"
3780,241641,9,5,18,2,15,6,"0.27",7,"0.31",13,"6.0","6.0","0.26","2.31",110,1284,122,117,51,63,1,13,44,36,13,24,25,23,0,14,5,0,"80000000.00"
3781,241641,10,4,18,3,15,2,"0.09",6,"0.26",8,"2.8","2.8","0.12","1.22",84,1287,116,123,26,104,1,11,52,26,8,17,17,17,0,13,5,0,"80000000.00"
3782,241641,11,4,18,4,31,8,"0.25",4,"0.13",12,"6.7","6.7","0.21","1.48",137,1728,170,146,59,102,6,31,67,57,19,20,24,30,0,7,6,0,"70000000.00"
3783,241641,12,4,18,5,15,4,"0.16",5,"0.2",9,"2.2","2.2","0.09","1.02",75,1317,130,90,31,73,3,18,45,44,6,16,23,31,0,4,5,0,"80000000.00"
3784,241641,13,4,18,6,15,6,"0.21",9,"0.31",15,"3.7","3.7","0.13","1.19",130,1671,177,140,64,74,2,25,57,51,15,17,32,22,1,2,8,0,"80000000.00"
3785,241641,15,4,18,7,31,1,"0.07",4,"0.26",5,"2.4","2.4","0.16","1.37",59,742,71,60,34,33,3,7,23,16,12,11,19,13,3,3,4,0,"70000000.00"
3786,241889,9,6,27,2,25,0,"0.0",1,"0.08",1,"0.2","0.2","0.02","0.49",15,260,25,33,4,21,0,4,5,10,22,1,12,13,0,8,0,0,"7000000.00"
3787,242086,7,5,5,1,11,3,"0.21",0,"0.0",3,"5.4","5.4","0.37","2.33",34,199,21,13,18,5,1,1,19,11,15,3,19,27,1,50,4,0,"20000000.00"
3788,242086,8,3,93,2,16,10,"0.69",2,"0.14",12,"7.2","7.2","0.5","3.67",38,218,20,14,20,8,3,2,9,7,17,2,8,16,0,58,3,0,"15000000.00"
3789,242086,8,3,93,2,16,10,"0.69",2,"0.14",12,"7.2","7.2","0.5","3.67",38,218,20,14,20,8,3,2,9,7,17,2,8,16,0,58,3,0,"15000000.00"
3790,242086,9,3,9,3,26,9,"0.43",1,"0.05",10,"9.2","9.2","0.44","2.7",43,296,19,19,27,13,0,1,4,7,20,3,5,29,0,68,4,0,"25000000.00"
3791,242086,10,3,9,4,26,24,"1.04",3,"0.13",27,"16.5","18.1","0.78","3.82",50,282,25,21,16,11,0,1,9,5,28,3,6,13,0,55,0,0,"25000000.00"
3792,242086,11,3,9,5,8,3,"0.29",1,"0.1",4,"4.6","4.6","0.44","3.25",28,176,11,8,10,9,1,0,1,0,7,1,4,5,0,30,0,0,"50000000.00"
3793,242086,12,3,9,6,43,7,"0.59",0,"0.0",7,"5.3","6.0","0.51","3.3",30,184,17,7,8,4,1,1,5,6,7,1,2,11,0,24,1,0,"30000000.00"
3794,242497,10,2,129,1,9,1,"0.03",2,"0.06",3,"1.6","1.6","0.05","0.61",50,932,117,46,17,41,3,30,82,83,39,35,48,70,0,48,4,0,"5000000.00"
3795,242497,11,2,95,2,14,1,"0.08",1,"0.08",2,"0.2","0.2","0.02","0.33",11,284,23,7,6,14,1,12,26,28,8,12,16,23,1,16,3,0,"4000000.00"
3796,242497,12,2,95,3,108,2,"0.15",0,"0.0",2,"0.9","0.9","0.07","0.68",24,270,36,17,8,13,1,5,16,20,10,7,15,17,0,13,1,0,"3200000.00"
3797,242497,13,2,95,4,80,1,"0.07",0,"0.0",1,"1.5","1.5","0.1","0.99",22,267,37,20,12,14,0,7,21,26,11,6,10,25,0,17,2,0,"2800000.00"
3798,242606,12,2,56,6,41,2,"0.09",3,"0.13",5,"0.6","0.6","0.03","0.7",66,1173,123,22,26,21,5,26,46,42,26,15,31,24,1,19,9,0,"10000000.00"
3799,242631,7,5,41,1,41,3,"0.14",6,"0.27",9,"3.5","3.5","0.16","1.6",84,767,141,132,40,82,3,6,25,28,13,12,21,8,1,4,0,0,"10000000.00"
3800,242631,8,4,22,2,26,1,"0.06",0,"0.0",1,"2.5","2.5","0.14","1.3",54,457,106,60,24,55,9,12,33,25,10,14,18,12,1,8,0,0,"25000000.00"
3801,242631,9,5,22,3,117,1,"0.06",2,"0.12",3,"0.9","0.9","0.05","0.88",45,528,65,72,16,49,2,13,25,27,14,16,20,13,0,3,0,0,"25500000.00"
