"fact_id","player_id","age_id","position_id","club_id","season_id","market_id","Goals","Goals_per90","Assists","Assists_per90","Goals_Assists","Non_Penalty_xG","xG","xG_per90","Shots_per90","Shot_Creating_Actions","Passes_Completed","Progressive_Passes","Progressive_Carries","Key_Passes","Carries_into_Final_Third","Through_Balls","Dribblers_Tackled","Dribblers_Challenged","Tackles","Clearances","Interceptions","Blocks","Fouls","Errors","Aerials_Won","Yellow_Cards","Red_Cards","Market_Value"
150,22068,20,4,86,1,14,6,"0.46",3,"0.23",9,"3.9","3.9","0.3","1.99",57,600,91,112,21,61,0,4,10,15,1,7,9,17,0,1,3,0,"4000000.00"
151,22068,21,3,70,2,14,3,"0.19",3,"0.19",6,"2.6","2.6","0.16","1.53",78,614,109,99,35,71,5,4,20,20,3,3,9,21,0,6,3,0,"4000000.00"
152,22068,22,3,70,3,108,2,"0.08",6,"0.25",8,"2.6","2.6","0.11","0.88",83,768,109,96,35,69,6,5,29,24,1,3,11,36,0,6,6,1,"3200000.00"
153,22068,23,4,73,4,23,0,"0.0",2,"0.13",2,"0.9","0.9","0.06","0.76",62,510,71,65,30,48,0,8,13,17,1,3,12,31,0,4,3,1,"3000000.00"
154,22140,20,1,40,1,29,0,"0.0",0,"0.0",0,"0.3","0.3","0.02","0.37",17,850,77,18,4,20,0,16,36,33,78,24,19,18,2,30,5,0,"400000.00"
155,22210,18,2,110,1,13,2,"0.1",1,"0.05",3,"3.0","3.0","0.15","0.82",22,432,65,17,10,12,0,9,26,42,39,18,19,24,0,19,5,0,"1000000.00"
156,22328,20,3,42,1,3,26,"0.73",8,"0.23",34,"14.7","21.9","0.62","3.69",97,598,66,24,37,17,1,2,15,14,17,8,32,32,0,23,1,0,"2000000.00"
157,22328,21,3,42,2,28,11,"0.44",3,"0.12",14,"7.4","12.9","0.51","3.76",76,355,50,21,37,11,7,2,30,9,15,8,13,20,0,30,2,0,"2500000.00"
158,22328,22,3,42,3,82,13,"0.53",1,"0.04",14,"9.4","11.8","0.48","3.23",48,362,46,20,19,13,0,2,19,12,10,7,14,27,0,34,1,0,"1600000.00"
159,22328,23,3,42,4,13,4,"0.22",2,"0.11",6,"3.5","4.3","0.23","3.08",49,320,39,17,19,12,3,2,15,6,12,3,14,20,0,18,2,0,"1000000.00"
160,22328,24,3,42,5,13,1,"0.11",1,"0.11",2,"2.8","2.8","0.31","4.05",23,159,25,5,7,4,2,1,7,2,9,0,5,4,0,9,2,0,"1000000.00"
161,22386,18,1,82,1,13,2,"0.05",2,"0.05",4,"2.3","2.3","0.06","0.41",26,1264,169,22,9,8,2,38,65,75,106,67,35,38,1,76,5,1,"1000000.00"
162,22386,19,1,82,2,61,0,"0.0",1,"0.05",1,"1.2","1.2","0.06","0.42",21,747,87,21,3,8,0,18,38,37,66,47,8,16,1,49,4,0,"750000.00"
163,22386,20,1,82,3,29,2,"0.05",0,"0.0",2,"1.3","1.3","0.03","0.36",19,1314,101,26,4,6,0,36,70,59,144,69,50,29,3,71,4,0,"400000.00"
164,22390,17,1,35,1,14,1,"0.03",1,"0.03",2,"1.4","1.4","0.05","0.43",19,1388,102,15,9,10,1,20,33,53,118,44,37,26,2,91,2,0,"4000000.00"
165,23960,20,1,12,2,46,1,"0.05",0,"0.0",1,"1.3","1.3","0.07","0.65",22,858,61,16,8,12,1,9,20,15,59,17,21,10,1,36,2,0,"250000.00"
166,23960,21,1,3,3,29,0,"0.0",0,"0.0",0,"0.4","0.4","0.02","0.22",19,1056,50,22,7,13,0,20,39,31,81,44,26,19,1,42,1,0,"400000.00"
167,25488,16,5,54,1,70,1,"0.18",0,"0.0",1,"2.0","2.0","0.35","3.76",31,203,17,41,17,22,0,1,8,1,9,4,0,8,0,1,0,0,"17500000.00"
168,25488,17,1,54,2,9,5,"0.23",7,"0.32",12,"2.3","2.3","0.1","1.9",89,1041,104,80,47,39,0,7,29,11,33,14,26,15,1,5,5,0,"5000000.00"
169,25488,18,2,42,3,67,5,"0.18",8,"0.29",13,"3.4","4.9","0.18","1.98",118,1093,196,122,63,80,2,21,53,28,27,9,24,15,1,3,1,0,"5500000.00"
170,25488,18,2,42,3,67,5,"0.18",8,"0.29",13,"3.4","4.9","0.18","1.98",118,1093,196,122,63,80,2,21,53,28,27,9,24,15,1,3,1,0,"5500000.00"
171,25488,19,4,42,4,28,7,"0.2",10,"0.29",17,"4.2","5.8","0.17","2.08",139,1296,201,105,78,97,11,19,55,27,19,33,23,19,0,2,6,1,"2500000.00"
172,25488,20,8,73,5,28,7,"0.23",4,"0.13",11,"3.7","3.7","0.12","1.52",99,1165,135,71,57,50,5,11,38,17,32,17,7,7,0,2,3,1,"2500000.00"
173,25488,20,8,73,5,28,7,"0.23",4,"0.13",11,"3.7","3.7","0.12","1.52",99,1165,135,71,57,50,5,11,38,17,32,17,7,7,0,2,3,1,"2500000.00"
174,25488,21,4,73,6,17,6,"0.2",6,"0.2",12,"4.1","4.9","0.16","2.09",119,1019,149,67,60,48,4,9,25,18,23,7,9,11,0,0,5,0,"1500000.00"
175,25557,17,1,19,1,7,6,"0.22",1,"0.04",7,"3.2","7.1","0.26","0.95",29,1777,135,27,8,22,3,22,39,41,90,37,29,29,2,59,7,1,"40000000.00"
176,25557,18,1,19,2,26,11,"0.33",0,"0.0",11,"5.4","10.2","0.3","0.99",23,1963,166,21,5,18,1,20,42,46,102,49,22,52,4,67,10,0,"25000000.00"
177,25557,19,1,19,3,109,2,"0.14",0,"0.0",2,"2.6","4.2","0.3","1.06",10,1019,98,21,4,5,0,6,10,15,39,19,9,17,1,30,3,0,"14500000.00"
178,25557,20,1,90,4,24,2,"0.22",0,"0.0",2,"1.8","1.8","0.2","1.35",7,776,61,8,1,7,0,8,15,12,27,8,4,11,0,14,3,1,"14000000.00"
179,25557,21,1,90,5,6,2,"0.07",1,"0.03",3,"1.7","1.7","0.06","0.63",21,2394,163,15,4,20,2,23,44,34,93,34,29,36,3,55,3,1,"6000000.00"
180,25557,22,1,87,6,52,3,"0.11",0,"0.0",3,"1.9","1.9","0.07","1.0",21,1356,81,11,4,10,1,27,40,45,156,41,35,27,0,80,7,1,"4500000.00"
181,26066,18,1,113,1,2,0,"0.0",0,"0.0",0,"1.3","1.3","0.07","0.91",9,644,75,10,1,6,0,17,23,23,65,18,10,10,2,62,4,0,"500000.00"
182,26066,19,1,113,2,13,1,"0.2",0,"0.0",1,"0.3","0.3","0.07","0.79",1,174,14,2,1,1,1,1,4,3,23,4,2,4,2,21,1,0,"1000000.00"
183,26105,16,4,23,1,14,0,"0.0",0,"0.0",0,"0.5","0.5","0.12","2.8",14,189,20,14,9,7,1,4,8,5,3,4,5,4,0,0,0,0,"4000000.00"
184,26148,22,8,120,1,1,0,"0.0",0,"0.0",0,"0.1","0.1","0.31","7.3",1,12,2,0,2,2,0,1,1,1,1,0,0,0,0,1,0,0,"100000.00"
185,26399,15,3,18,1,18,21,"0.77",8,"0.29",29,"16.5","18.1","0.66","4.25",91,661,76,81,34,60,6,5,9,17,3,9,15,21,0,17,4,0,"75000000.00"
186,26399,16,3,18,2,66,16,"0.99",3,"0.19",19,"12.1","14.5","0.9","4.52",57,286,34,35,18,26,1,1,8,7,2,3,9,9,0,3,1,0,"65000000.00"
187,26399,17,3,18,3,110,4,"0.64",1,"0.16",5,"1.9","3.5","0.56","2.74",18,140,12,12,7,10,0,2,11,4,0,2,2,2,0,2,0,0,"52000000.00"
188,26485,14,1,86,1,65,0,"0.0",2,"0.11",2,"0.6","0.6","0.03","0.74",30,1426,168,10,11,18,4,10,22,21,49,25,8,15,0,30,1,0,"45000000.00"
189,26485,16,1,86,3,5,1,"0.04",1,"0.04",2,"0.4","0.4","0.01","0.34",20,1775,184,8,5,18,1,14,32,26,63,40,24,23,1,42,6,0,"12000000.00"
190,26485,17,1,34,4,41,0,"0.0",1,"0.06",1,"0.3","0.3","0.02","0.28",23,991,85,4,8,1,2,9,17,20,73,20,20,13,0,18,6,0,"10000000.00"
191,27374,13,1,80,1,6,1,"0.05",0,"0.0",1,"1.1","1.1","0.06","0.46",16,1130,67,34,2,34,1,18,34,48,57,41,21,14,0,32,4,0,"6000000.00"
192,27374,14,1,80,2,41,1,"0.08",0,"0.0",1,"0.3","0.3","0.02","0.38",11,772,30,15,1,11,1,9,14,23,57,21,15,8,0,31,1,0,"10000000.00"
193,27389,16,3,20,1,11,6,"0.33",1,"0.06",7,"8.8","8.8","0.49","2.01",52,332,36,53,25,28,2,1,6,14,3,5,12,11,0,11,1,0,"20000000.00"
194,27389,17,3,20,2,21,6,"0.34",2,"0.11",8,"4.5","5.3","0.3","1.02",28,324,26,44,12,19,0,5,21,17,5,5,10,14,0,6,0,0,"9000000.00"
195,27389,18,3,20,3,38,4,"0.33",1,"0.08",5,"3.8","3.8","0.32","1.34",16,206,19,7,5,8,0,3,11,7,3,0,10,9,0,10,0,0,"6500000.00"
196,27389,19,3,14,4,33,11,"0.42",3,"0.11",14,"10.9","13.3","0.5","2.45",67,628,62,69,28,43,3,6,18,19,1,6,22,16,0,10,0,0,"3500000.00"
197,27389,20,3,14,5,3,10,"0.43",0,"0.0",10,"6.5","8.2","0.35","1.89",58,591,69,48,25,51,8,8,28,20,0,9,10,15,0,12,1,1,"2000000.00"
198,27389,21,5,14,6,74,4,"0.27",2,"0.13",6,"1.9","3.4","0.23","1.81",52,373,44,26,24,25,4,2,17,10,7,3,9,3,0,4,0,0,"1200000.00"
199,27511,18,1,29,2,20,0,"0.0",1,"0.04",1,"1.6","1.6","0.06","0.87",12,857,48,5,3,7,0,7,15,15,114,18,34,14,1,84,1,0,"8000000.00"
200,27511,19,1,29,3,14,1,"0.05",1,"0.05",2,"0.7","0.7","0.04","0.55",15,615,46,3,8,0,0,7,11,13,88,13,27,12,0,69,3,0,"4000000.00"
201,28003,16,3,24,1,12,36,"1.19",13,"0.43",49,"19.9","23.8","0.79","5.47",243,1504,328,153,89,168,70,1,17,12,1,3,10,22,0,7,3,0,"180000000.00"
202,28003,17,3,24,2,96,25,"0.78",21,"0.66",46,"15.4","19.4","0.61","4.81",232,1675,323,220,88,203,36,3,21,21,1,7,9,20,0,10,4,0,"150000000.00"
203,28003,18,5,24,3,111,30,"0.89",9,"0.27",39,"17.8","22.1","0.66","5.69",241,1954,335,215,77,222,20,6,17,18,0,6,12,22,2,7,4,0,"112000000.00"
204,28003,19,5,90,4,15,6,"0.25",14,"0.59",20,"10.0","10.0","0.42","3.72",156,1400,291,113,63,120,28,3,13,10,0,4,5,6,0,4,0,0,"80000000.00"
205,28003,20,5,90,5,8,16,"0.51",16,"0.51",32,"15.5","15.5","0.49","4.09",197,1641,300,114,93,126,58,11,27,26,0,2,11,8,0,1,0,0,"50000000.00"
206,28335,19,1,75,1,13,1,"0.1",0,"0.0",1,"0.5","0.5","0.05","0.41",11,528,83,10,3,10,0,16,27,29,32,14,21,8,0,9,3,0,"1000000.00"
207,28335,20,1,101,2,2,1,"0.11",1,"0.11",2,"0.1","0.1","0.01","0.32",19,433,51,12,12,10,0,14,37,24,29,18,8,7,0,10,0,0,"500000.00"
208,28947,16,2,32,1,41,2,"0.11",4,"0.21",6,"1.2","1.2","0.06","0.69",54,663,92,24,29,21,1,19,43,50,22,29,23,30,1,13,4,0,"10000000.00"
209,28947,18,2,32,3,74,4,"0.21",2,"0.1",6,"3.3","3.3","0.17","1.56",79,661,119,55,42,41,2,8,23,21,12,8,16,15,0,10,9,0,"1200000.00"
210,28947,19,4,81,4,62,1,"0.21",1,"0.21",2,"0.8","0.8","0.17","1.65",13,112,13,7,4,4,2,1,5,8,3,3,3,7,0,3,0,0,"1400000.00"
211,28984,18,1,124,1,13,4,"0.15",1,"0.04",5,"4.0","4.0","0.14","0.8",18,385,48,6,4,5,1,31,55,74,181,82,72,35,3,93,7,0,"1000000.00"
212,29124,22,3,98,1,13,2,"0.19",0,"0.0",2,"1.8","3.3","0.32","1.62",19,146,15,8,8,5,0,1,7,4,4,0,2,28,0,52,5,0,"1000000.00"
213,29260,18,1,68,1,41,1,"0.05",1,"0.05",2,"1.5","1.5","0.07","0.59",28,1145,91,21,8,13,0,5,8,24,96,30,22,14,1,50,3,0,"10000000.00"
214,29260,19,1,68,2,32,1,"0.45",0,"0.0",1,"0.2","0.2","0.09","0.45",3,97,3,6,0,1,0,1,1,3,9,1,2,4,0,4,0,0,"7500000.00"
215,29401,16,2,68,1,72,2,"0.25",1,"0.13",3,"3.0","3.0","0.38","2.17",13,307,25,9,6,10,1,5,9,10,6,5,8,5,0,5,0,0,"26000000.00"
216,29401,17,2,68,2,16,0,"0.0",1,"0.13",1,"1.2","1.2","0.16","1.59",19,283,23,6,8,9,2,4,19,14,13,3,12,15,0,4,3,0,"15000000.00"
217,29434,18,2,35,2,3,0,"0.0",1,"0.1",1,"0.5","0.5","0.05","1.15",21,410,59,11,8,15,2,14,25,29,7,22,10,21,1,8,3,0,"2000000.00"
218,29594,20,3,110,3,112,1,"0.15",2,"0.29",3,"1.6","1.6","0.23","2.05",18,150,9,3,12,4,1,1,8,2,8,2,3,19,0,45,1,0,"2400000.00"
219,29605,18,3,122,1,59,5,"0.28",2,"0.11",7,"4.3","5.9","0.32","2.84",32,227,20,8,15,8,1,3,7,8,9,3,4,27,0,101,1,0,"900000.00"
220,29605,22,3,138,5,34,8,"0.68",0,"0.0",8,"2.3","5.5","0.47","2.38",24,120,10,5,10,11,2,4,7,6,10,2,7,9,0,35,1,0,"200000.00"
221,29962,16,2,23,1,71,0,"0.0",0,"0.0",0,"0.5","0.5","0.12","1.28",5,132,14,7,1,5,0,1,3,2,5,3,3,6,0,8,3,0,"700000.00"
222,29962,17,2,106,2,2,2,"0.1",0,"0.0",2,"1.9","1.9","0.09","0.87",25,545,96,21,3,14,2,6,25,21,21,11,11,26,0,22,7,1,"500000.00"
223,29975,16,2,100,1,28,0,"0.0",0,"0.0",0,"0.3","0.3","0.02","0.56",23,731,89,3,10,11,2,3,13,11,34,10,20,7,1,19,2,0,"2500000.00"
224,29993,14,1,9,1,16,0,"0.0",0,"0.0",0,"0.9","0.9","0.04","0.63",14,1515,94,12,3,7,0,18,30,40,98,52,31,21,0,73,3,0,"15000000.00"
225,29993,15,1,9,2,21,2,"0.07",1,"0.03",3,"1.7","1.7","0.06","0.56",14,2333,91,4,4,6,1,23,48,53,88,67,42,25,2,109,3,0,"9000000.00"
226,29993,16,1,9,3,25,0,"0.0",0,"0.0",0,"0.2","0.2","0.01","0.23",12,916,42,1,5,1,0,7,20,17,41,21,20,11,1,33,1,0,"7000000.00"
227,30059,14,8,9,1,47,1,"0.07",4,"0.26",5,"1.1","1.1","0.07","1.06",30,773,95,16,14,24,1,18,35,43,26,21,26,27,0,35,2,0,"13000000.00"
228,30059,15,7,9,2,21,2,"0.13",1,"0.07",3,"0.9","0.9","0.06","0.98",36,907,109,38,18,36,0,19,38,42,30,24,32,18,0,24,3,0,"9000000.00"
229,30638,21,3,114,1,44,3,"0.28",1,"0.09",4,"2.2","2.2","0.2","2.21",17,184,18,14,5,9,0,1,7,13,6,2,6,14,0,22,3,0,"300000.00"
230,30638,22,3,114,2,44,1,"0.1",0,"0.0",1,"1.3","1.3","0.13","1.72",28,201,16,12,9,10,1,0,13,8,1,5,9,21,0,30,3,0,"300000.00"
231,30677,17,1,15,1,14,0,"0.0",0,"0.0",0,"1.6","1.6","0.08","0.81",15,793,44,4,5,4,0,17,27,37,102,33,31,19,1,70,6,2,"4000000.00"
232,31041,15,6,65,1,52,1,"0.09",0,"0.0",1,"1.1","1.1","0.09","0.27",13,448,43,20,4,18,0,6,8,13,16,10,8,4,0,8,1,0,"4500000.00"
233,31599,21,8,134,6,44,0,"0.0",1,"0.07",1,"0.4","0.4","0.03","0.5",27,462,46,15,13,12,0,13,22,24,21,14,16,13,0,12,3,0,"300000.00"
234,31909,13,2,19,1,15,0,"0.0",4,"0.16",4,"1.4","1.4","0.06","1.22",117,1980,269,56,64,61,5,14,57,51,13,14,25,22,1,20,2,0,"80000000.00"
235,31909,14,2,19,2,55,4,"0.14",5,"0.17",9,"3.3","3.3","0.11","1.93",121,2224,298,61,61,61,4,18,70,56,15,23,27,28,0,12,2,0,"60000000.00"
236,31909,15,2,19,3,113,3,"0.13",10,"0.43",13,"2.3","2.3","0.1","1.45",120,1934,269,43,67,57,8,11,44,42,10,15,26,27,3,12,6,0,"48000000.00"
237,31909,16,2,19,4,8,1,"0.04",3,"0.13",4,"2.2","2.2","0.09","1.97",88,2068,277,40,51,46,4,14,36,34,13,12,16,20,1,8,4,0,"50000000.00"
238,31909,17,2,19,5,11,2,"0.08",4,"0.17",6,"1.4","1.4","0.06","1.29",103,2255,319,51,55,41,4,23,69,51,11,24,23,28,0,7,2,1,"20000000.00"
239,31909,18,2,19,6,10,1,"0.04",8,"0.34",9,"1.6","1.6","0.07","1.48",100,2291,290,32,62,51,6,24,59,53,11,17,22,17,1,8,3,0,"18000000.00"
240,32113,11,1,16,1,57,4,"0.11",1,"0.03",5,"2.9","2.9","0.08","0.69",34,1452,165,55,11,29,0,33,53,76,149,88,52,56,2,111,6,0,"8500000.00"
241,32113,12,1,16,2,16,1,"0.03",0,"0.0",1,"1.7","1.7","0.06","0.4",36,1115,111,34,16,31,0,17,35,42,121,71,44,48,1,76,7,2,"15000000.00"
242,32113,13,1,16,3,11,2,"0.09",0,"0.0",2,"1.5","1.5","0.07","0.76",35,973,103,35,5,22,0,13,33,30,62,53,22,43,0,48,3,0,"20000000.00"
243,32113,15,1,135,5,23,1,"0.04",0,"0.0",1,"2.1","2.1","0.08","0.58",26,1389,96,22,15,10,1,29,45,73,87,50,29,44,1,40,10,0,"3000000.00"
244,32113,15,1,135,5,23,1,"0.04",0,"0.0",1,"2.1","2.1","0.08","0.58",26,1389,96,22,15,10,1,29,45,73,87,50,29,44,1,40,10,0,"3000000.00"
245,32113,16,1,135,6,23,0,"0.0",0,"0.0",0,"0.7","0.7","0.04","0.27",18,1122,59,15,7,7,0,16,27,27,49,27,20,32,1,19,9,0,"3000000.00"
246,32113,17,1,135,7,28,0,"0.0",1,"0.07",1,"0.2","0.2","0.01","0.3",12,673,46,10,7,12,2,10,22,23,37,23,21,35,0,21,6,0,"2500000.00"
247,32711,12,9,65,1,52,3,"0.25",2,"0.17",5,"1.5","1.5","0.12","1.58",42,393,43,42,25,21,0,6,17,20,12,6,6,16,0,7,1,0,"4500000.00"
248,32711,13,5,65,2,52,6,"0.37",6,"0.37",12,"6.9","6.9","0.42","2.48",54,367,35,38,27,22,2,5,16,24,8,11,21,33,0,10,4,0,"4500000.00"
249,32711,14,5,65,3,114,0,"0.0",3,"0.31",3,"2.3","2.3","0.24","1.95",45,235,24,23,22,9,1,2,14,9,8,10,16,13,0,4,3,0,"5200000.00"
250,32711,15,6,65,4,9,0,"0.0",4,"0.48",4,"1.1","1.1","0.13","1.55",36,254,19,19,18,11,2,9,24,15,8,6,10,7,0,4,1,0,"5000000.00"
251,32711,16,5,65,5,147,1,"0.55",0,"0.0",1,"0.4","0.4","0.19","3.29",6,85,6,7,4,8,1,2,4,6,1,2,2,4,0,2,2,0,"2300000.00"
252,33218,17,2,23,1,17,0,"0.0",2,"0.11",2,"0.6","0.6","0.03","1.02",60,1064,149,24,31,25,5,28,63,54,41,26,28,33,0,16,9,0,"1500000.00"
253,33218,18,2,23,2,30,0,"0.0",4,"0.23",4,"0.4","0.4","0.02","0.39",74,991,144,17,43,18,1,16,40,37,29,20,28,37,0,9,8,1,"800000.00"
254,33218,19,2,119,3,30,0,"0.0",0,"0.0",0,"0.6","0.6","0.06","1.45",41,628,90,14,16,7,0,12,28,26,9,12,10,27,0,9,5,1,"800000.00"
255,33571,15,1,16,1,14,2,"0.07",4,"0.15",6,"2.8","2.8","0.11","1.08",60,782,102,59,28,37,0,7,24,15,69,22,53,31,2,73,3,0,"4000000.00"
256,33571,16,1,16,2,14,0,"0.0",0,"0.0",0,"2.3","2.3","0.09","0.88",35,698,82,49,19,24,0,11,27,15,72,19,20,34,0,59,2,0,"4000000.00"
257,33571,17,1,58,3,80,2,"0.08",0,"0.0",2,"2.1","2.1","0.09","0.46",26,954,104,28,13,21,0,16,37,34,62,30,37,42,3,49,4,0,"2800000.00"
258,33571,18,1,58,4,17,3,"0.12",2,"0.08",5,"1.8","1.8","0.07","0.63",46,990,121,47,21,29,0,9,31,23,52,26,25,28,0,75,7,0,"1500000.00"
259,33571,19,1,58,5,17,1,"0.13",0,"0.0",1,"0.6","0.6","0.09","0.67",11,330,31,18,6,12,1,3,7,3,20,3,6,6,0,14,1,0,"1500000.00"
260,33713,14,5,22,1,11,5,"0.21",2,"0.08",7,"5.7","5.7","0.24","1.83",57,433,52,50,21,33,1,10,22,27,8,22,17,11,0,14,1,0,"20000000.00"
261,33713,15,4,22,2,10,2,"0.14",3,"0.21",5,"3.1","3.1","0.22","2.17",41,263,34,34,19,23,5,3,15,13,1,8,13,9,0,7,1,0,"18000000.00"
262,33713,18,5,37,5,40,2,"0.16",2,"0.16",4,"2.2","2.2","0.18","1.59",28,180,14,21,15,12,1,8,27,13,7,9,8,7,0,9,1,0,"1800000.00"
263,33923,16,2,68,1,43,3,"0.11",2,"0.07",5,"1.4","1.4","0.05","0.71",66,1091,157,23,23,26,2,20,36,59,21,26,33,34,1,24,5,0,"30000000.00"
264,33923,17,2,68,2,42,0,"0.0",2,"0.08",2,"0.9","0.9","0.04","0.56",54,951,95,22,19,14,2,13,34,48,16,22,35,40,0,25,2,0,"22000000.00"
265,34322,15,1,41,1,11,1,"0.04",2,"0.08",3,"0.8","0.8","0.03","0.45",13,1244,43,14,5,8,1,15,28,42,112,26,34,37,1,54,12,0,"20000000.00"
266,34322,16,1,41,2,11,2,"0.11",0,"0.0",2,"1.1","1.1","0.06","0.37",6,914,27,5,2,3,1,10,21,25,68,17,30,19,1,58,6,0,"20000000.00"
267,34322,20,1,80,6,13,0,"0.0",0,"0.0",0,"0.3","0.3","0.02","0.16",5,507,13,1,1,0,0,13,17,21,60,6,15,13,0,25,6,0,"1000000.00"
268,34344,16,1,51,1,28,0,"0.0",0,"0.0",0,"0.2","0.2","0.02","0.26",6,586,39,6,4,6,0,9,10,23,59,8,18,8,0,30,4,0,"2500000.00"
269,34344,17,1,27,2,3,1,"0.05",0,"0.0",1,"0.8","0.8","0.04","0.63",13,814,38,9,6,4,0,8,16,23,75,24,29,16,0,58,4,0,"2000000.00"
270,34344,18,1,27,3,82,0,"0.0",0,"0.0",0,"0.2","0.2","0.02","0.28",4,429,10,2,1,1,0,10,14,18,56,15,15,6,0,27,2,0,"1600000.00"
271,34691,17,1,56,1,23,0,"0.0",0,"0.0",0,"0.1","0.1","0.02","0.39",3,105,10,8,1,5,0,1,4,4,14,4,3,2,0,4,1,0,"3000000.00"
272,34787,16,2,9,2,33,2,"0.1",2,"0.1",4,"2.0","2.0","0.1","0.85",34,1013,77,9,17,11,2,18,42,42,16,20,37,29,1,20,4,0,"3500000.00"
273,34787,17,2,9,3,112,2,"0.17",0,"0.0",2,"1.0","1.0","0.08","0.59",20,557,51,3,5,8,2,16,31,43,10,12,12,11,1,22,1,0,"2400000.00"
274,35047,14,2,63,1,10,4,"0.13",1,"0.03",5,"2.5","2.5","0.08","1.13",56,2248,221,55,16,48,2,17,28,47,49,47,33,26,0,47,2,0,"18000000.00"
275,35047,15,2,63,2,50,4,"0.16",5,"0.2",9,"2.6","2.6","0.1","1.24",32,1690,148,26,15,28,3,14,33,28,19,31,26,38,1,21,4,0,"32000000.00"
276,35047,16,2,63,3,115,0,"0.0",0,"0.0",0,"0.6","0.6","0.05","0.96",21,745,72,10,4,16,2,8,16,18,13,22,13,16,0,16,4,0,"21500000.00"
277,35047,17,8,63,4,5,2,"0.09",0,"0.0",2,"0.8","0.8","0.04","0.37",25,1217,86,10,6,11,1,18,30,42,38,27,24,26,0,31,4,0,"12000000.00"
278,35047,19,1,79,6,9,2,"0.06",0,"0.0",2,"1.0","1.0","0.03","0.23",16,1687,89,17,3,16,0,17,24,35,119,16,40,24,0,55,5,0,"5000000.00"
279,35416,16,3,108,2,17,2,"0.1",2,"0.1",4,"8.0","8.0","0.4","2.28",42,461,43,29,17,18,2,5,20,41,23,3,14,30,0,85,2,0,"1500000.00"
280,35416,17,5,108,3,82,8,"0.3",1,"0.04",9,"6.9","6.9","0.26","2.67",58,697,94,42,17,36,1,13,31,33,25,2,19,45,0,88,7,0,"1600000.00"
281,35564,18,3,88,1,20,1,"0.13",4,"0.52",5,"3.4","3.4","0.44","3.11",21,148,10,3,14,1,1,2,3,4,10,1,7,12,0,53,2,0,"8000000.00"
282,35564,19,3,89,2,33,3,"0.54",1,"0.18",4,"4.8","4.8","0.85","5.93",20,124,7,5,10,4,0,0,1,0,3,1,4,11,0,27,1,0,"3500000.00"
283,35743,16,3,110,1,3,2,"0.15",0,"0.0",2,"2.1","3.6","0.28","1.37",29,189,17,20,10,11,0,1,11,5,19,2,9,22,0,22,1,0,"2000000.00"
284,35747,17,2,114,1,73,0,"0.0",0,"0.0",0,"0.6","0.6","0.02","0.49",68,1254,171,71,27,75,0,25,49,58,46,46,44,30,0,67,9,0,"2200000.00"
285,35747,18,2,114,2,3,1,"0.03",0,"0.0",1,"0.7","0.7","0.02","0.39",46,1219,153,31,17,26,1,13,43,42,62,54,42,26,1,55,7,0,"2000000.00"
286,35939,16,1,20,1,16,2,"0.08",0,"0.0",2,"1.6","1.6","0.07","0.55",12,896,82,16,4,10,1,9,18,20,140,16,30,19,0,70,4,0,"15000000.00"
287,36207,17,4,111,2,17,0,"0.0",0,"0.0",0,"0.3","0.3","0.08","1.85",11,110,20,9,4,7,0,3,12,9,1,1,3,8,0,4,2,0,"1500000.00"
288,36284,16,3,30,2,33,3,"0.33",1,"0.11",4,"6.1","6.1","0.68","3.87",17,100,9,9,7,3,0,3,13,8,14,2,14,25,0,36,4,0,"3500000.00"
289,36284,19,3,112,5,13,5,"0.25",0,"0.0",5,"5.5","6.3","0.31","2.12",57,212,19,5,22,2,1,3,14,15,9,6,6,37,0,71,5,0,"1000000.00"
290,37304,16,5,37,1,20,5,"0.35",1,"0.07",6,"4.6","4.6","0.33","2.12",30,198,18,13,12,10,0,3,16,15,18,7,10,26,0,72,3,0,"8000000.00"
291,37304,17,3,37,2,25,2,"0.13",2,"0.13",4,"4.8","4.8","0.31","2.13",35,210,20,23,20,12,0,7,19,19,16,4,12,32,0,111,0,0,"7000000.00"
292,37304,19,3,37,4,17,1,"0.29",0,"0.0",1,"0.9","0.9","0.25","2.63",5,43,3,5,2,3,0,1,1,9,2,0,4,9,0,24,1,0,"1500000.00"
293,37647,16,4,49,1,42,4,"0.19",6,"0.28",10,"3.2","5.6","0.26","1.75",137,842,119,55,83,55,19,5,22,11,8,8,14,13,0,4,3,0,"22000000.00"
294,37647,17,5,49,2,84,9,"0.42",4,"0.19",13,"4.1","6.4","0.3","2.8",146,766,128,95,87,66,16,10,26,22,12,8,8,15,0,8,6,1,"12500000.00"
295,37647,18,5,49,3,41,7,"0.26",10,"0.37",17,"5.1","5.9","0.22","1.64",116,1027,150,78,66,51,6,17,40,27,10,8,19,16,0,4,4,2,"10000000.00"
296,37647,19,5,49,4,25,12,"0.42",10,"0.35",22,"5.1","10.6","0.37","2.12",191,1241,187,76,99,86,20,7,31,16,3,9,9,9,0,3,3,0,"7000000.00"
297,37647,20,4,49,5,9,4,"0.43",3,"0.32",7,"2.2","3.0","0.33","2.91",53,386,71,22,31,17,7,3,11,6,4,0,4,5,0,5,0,0,"5000000.00"
298,37666,16,2,24,1,22,3,"0.14",7,"0.33",10,"3.4","3.4","0.16","1.12",49,1342,104,17,22,34,5,30,69,78,23,29,46,58,1,39,7,0,"35000000.00"
