player_id,player,nation,squad,comp,season,age,born,ninety_mins_played,passes_completed,passes_attempted,pass_completion_pct,total_pass_distance,progressive_pass_distance,short_passes_completed,short_passes_attempted,short_pass_completion_pct,medium_passes_completed,medium_passes_attempted,medium_pass_completion_pct,long_passes_completed,long_passes_attempted,long_pass_completion_pct,assists,xag,xa,assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,position,age_range,general_position,country,continent
57420,Lamine Kon,CIV,Strasbourg,Ligue 1,2019,30.0,1989.0,16.4,598,741,80.7,12214,4180,195,231,84.4,281,319,88.1,103,154,66.9,0,0.4,0.6,-0.4,4,39,6,2,49,DF,30-34,Defender,Ivory Coast,Africa
413403,Ezri Konsa,ENG,Aston Villa,Premier League,2019,21.0,1997.0,22.7,677,877,77.2,12291,4688,280,320,87.5,331,400,82.8,58,129,45.0,2,1.0,0.3,1.0,11,42,5,5,53,DF,20-24,Defender,England,Europe
337725,Christian Kouam,CIV,Fiorentina,Serie A,2019,21.0,1997.0,3.3,73,102,71.6,1061,238,47,57,82.5,18,24,75.0,6,10,60.0,1,0.2,0.1,0.8,5,6,3,1,7,"FW,MF",20-24,Forward,Ivory Coast,Africa
93128,Kalidou Koulibaly,SEN,Napoli,Serie A,2019,28.0,1991.0,23.4,1551,1702,91.1,28407,11880,631,666,94.7,721,760,94.9,170,227,74.9,0,0.5,0.7,-0.5,10,124,8,1,132,DF,25-29,Defender,Senegal,Africa
411975,Jules Kound,FRA,Sevilla,La Liga,2019,20.0,1998.0,25.7,1279,1511,84.6,24144,8245,470,520,90.4,661,728,90.8,132,215,61.4,1,1.0,0.8,0.0,4,78,3,2,82,DF,20-24,Defender,France,Europe
66934,Cheikhou Kouyat,SEN,Crystal Palace,Premier League,2019,29.0,1989.0,28.1,636,876,72.6,9359,2974,352,429,82.1,213,291,73.2,37,70,52.9,1,0.9,1.1,0.1,10,41,7,1,64,"MF,DF",25-29,Midfielder,Senegal,Africa
31909,Toni Kroos,GER,Real Madrid,La Liga,2019,29.0,1990.0,29.5,2224,2501,88.9,40946,11544,1088,1136,95.8,715,776,92.1,353,486,72.6,5,5.1,4.5,-0.1,61,277,32,7,298,MF,25-29,Midfielder,Germany,Europe
93604,Lukas Kbler,GER,Freiburg,Bundesliga,2019,26.0,1992.0,2.3,76,99,76.8,1610,623,25,33,75.8,36,42,85.7,15,22,68.2,0,0.0,0.0,0.0,0,10,1,0,8,DF,25-29,Defender,Germany,Europe
405398,Takefusa Kubo,JPN,Mallorca,La Liga,2019,18.0,2001.0,25.7,526,766,68.7,6991,2079,329,404,81.4,146,203,71.9,15,58,25.9,4,2.7,3.5,1.3,34,36,36,6,94,"MF,FW",Under 20,Midfielder,Japan,Asia
74943,Juraj Kucka,SVK,Parma,Serie A,2019,32.0,1987.0,21.5,495,723,68.5,7712,2569,269,352,76.4,151,211,71.6,43,84,51.2,3,2.9,1.3,0.1,19,37,12,3,63,"MF,FW",30-34,Midfielder,Slovakia,Europe
431755,Dejan Kulusevski,SWE,Parma,Serie A,2019,19.0,2000.0,32.6,865,1138,76.0,12281,3476,490,586,83.6,277,343,80.8,47,93,50.5,8,8.6,5.0,-0.6,77,65,46,6,128,"FW,MF",Under 20,Forward,Sweden,Europe
134983,Andrea La Mantia,ITA,Lecce,Serie A,2019,28.0,1991.0,6.1,85,117,72.6,1216,211,55,72,76.4,20,25,80.0,6,7,85.7,0,0.3,0.3,-0.3,6,6,0,0,10,FW,25-29,Forward,Italy,Europe
181378,Gatan Laborde,FRA,Montpellier,Ligue 1,2019,25.0,1994.0,24.9,428,661,64.8,5547,1336,269,351,76.6,120,181,66.3,13,34,38.2,5,3.8,2.9,1.2,24,32,23,3,77,FW,25-29,Forward,France,Europe
93720,Alexandre Lacazette,FRA,Arsenal,Premier League,2019,28.0,1991.0,20.8,391,521,75.0,5362,1084,225,262,85.9,105,140,75.0,22,41,53.7,4,2.9,1.6,1.1,24,25,23,4,49,FW,25-29,Forward,France,Europe
223967,Konrad Laimer,AUT,RB Leipzig,Bundesliga,2019,22.0,1997.0,23.5,1045,1296,80.6,16053,5175,543,615,88.3,355,415,85.5,81,142,57.0,6,2.2,2.8,3.8,14,111,26,1,143,MF,20-24,Midfielder,Austria,Europe
85791,Stefan Lainer,AUT,Gladbach,Bundesliga,2019,26.0,1992.0,30.1,1086,1561,69.6,18622,8085,514,630,81.6,436,600,72.7,108,217,49.8,3,3.4,4.6,-0.4,36,92,46,22,123,DF,25-29,Defender,Austria,Europe
174196,Kenny Lala,MAD,Strasbourg,Ligue 1,2019,27.0,1991.0,22.7,1009,1362,74.1,20450,6692,379,443,85.6,403,513,78.6,199,325,61.2,1,2.6,2.3,-1.6,30,89,28,14,97,"DF,MF",25-29,Defender,Madagascar,Africa
43530,Adam Lallana,ENG,Liverpool,Premier League,2019,31.0,1988.0,4.2,229,272,84.2,2865,728,152,166,91.6,57,66,86.4,6,13,46.2,1,0.6,0.3,0.4,4,24,3,0,23,"MF,FW",30-34,Midfielder,England,Europe
130394,Gianluca Lapadula,PER,Lecce,Serie A,2019,29.0,1990.0,19.8,243,329,73.9,3380,460,151,189,79.9,69,88,78.4,13,18,72.2,0,1.5,1.3,-1.5,22,13,1,0,22,FW,25-29,Forward,Peru,South America
183318,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,2019,25.0,1993.0,23.1,676,851,79.4,13098,3863,223,270,82.6,358,421,85.0,79,119,66.4,0,0.2,0.1,-0.2,2,24,1,0,21,DF,25-29,Defender,England,Europe
93726,Paul Lasne,FRA,Brest,Ligue 1,2019,30.0,1989.0,13.6,546,665,82.1,8574,2122,302,342,88.3,193,227,85.0,39,63,61.9,1,1.9,1.2,-0.9,16,48,13,4,54,"MF,FW",30-34,Midfielder,France,Europe
39025,Danny Latza,GER,Mainz 05,Bundesliga,2019,29.0,1989.0,15.3,495,626,79.1,8881,2671,200,246,81.3,225,258,87.2,56,87,64.4,2,2.1,1.2,-0.1,20,46,12,2,72,MF,25-29,Midfielder,Germany,Europe
357164,Rafael Leo,POR,Milan,Serie A,2019,20.0,1999.0,15.6,349,465,75.1,5287,1118,197,249,79.1,113,139,81.3,24,36,66.7,1,2.6,2.4,-1.6,31,12,26,10,39,FW,20-24,Forward,Portugal,Europe
377393,Pierre Lees-Melou,FRA,Nice,Ligue 1,2019,26.0,1993.0,25.0,1019,1221,83.5,17481,4875,499,550,90.7,392,451,86.9,98,144,68.1,6,3.9,3.5,2.1,33,98,27,6,157,MF,25-29,Midfielder,France,Europe
192492,Jordan Lefort,FRA,Amiens,Ligue 1,2019,25.0,1993.0,9.4,407,503,80.9,7496,3603,176,188,93.6,170,206,82.5,51,93,54.8,1,0.2,0.2,0.8,3,21,1,1,28,DF,25-29,Defender,France,Europe
41414,Lucas Leiva,BRA,Lazio,Serie A,2019,32.0,1987.0,20.1,978,1142,85.6,17528,5923,425,473,89.9,406,460,88.3,124,148,83.8,1,1.7,1.1,-0.7,19,95,10,0,124,MF,30-34,Midfielder,Brazil,South America
127108,Florian Lejeune,FRA,Newcastle Utd,Premier League,2019,28.0,1991.0,4.9,148,216,68.5,2641,1074,66,82,80.5,67,81,82.7,12,41,29.3,0,0.0,0.0,0.0,1,3,0,0,7,DF,25-29,Defender,France,Europe
205562,Thomas Lemar,FRA,Atltico Madrid,La Liga,2019,23.0,1995.0,10.3,314,400,78.5,5091,1534,156,181,86.2,117,135,86.7,24,47,51.1,0,0.5,1.2,-0.5,8,19,10,1,49,MF,20-24,Midfielder,France,Europe
182904,Clment Lenglet,FRA,Barcelona,La Liga,2019,24.0,1995.0,26.9,1985,2153,92.2,36904,12890,743,788,94.3,1027,1078,95.3,187,242,77.3,1,0.5,0.4,0.5,6,146,1,0,125,DF,20-24,Defender,France,Europe
159844,Christopher Lenz,GER,Union Berlin,Bundesliga,2019,24.0,1994.0,25.2,836,1177,71.0,13553,6060,433,498,86.9,288,398,72.4,82,180,45.6,3,2.9,3.2,0.1,24,53,20,10,79,"DF,MF",20-24,Defender,Germany,Europe
262980,Jefferson Lerma,COL,Bournemouth,Premier League,2019,24.0,1994.0,30.0,1104,1415,78.0,19745,6712,498,591,84.3,445,528,84.3,132,220,60.0,2,1.4,1.4,0.6,12,136,15,0,137,MF,20-24,Midfielder,Colombia,South America
314940,Dimitri Linard,FRA,Strasbourg,Ligue 1,2019,31.0,1988.0,16.5,791,1037,76.3,16884,4238,280,317,88.3,295,361,81.7,187,308,60.7,3,3.4,3.3,-0.4,33,88,21,11,98,MF,30-34,Midfielder,France,Europe
225657,Philipp Lienhart,AUT,Freiburg,Bundesliga,2019,23.0,1996.0,20.2,892,1045,85.4,18409,5759,235,254,92.5,553,592,93.4,102,180,56.7,1,0.5,0.2,0.5,2,41,3,0,55,DF,20-24,Defender,Austria,Europe
184573,Victor Lindelf,SWE,Manchester Utd,Premier League,2019,25.0,1994.0,34.4,1824,2114,86.3,33116,11930,692,752,92.0,954,1038,91.9,145,256,56.6,0,0.3,0.5,-0.3,4,84,2,0,111,DF,25-29,Defender,Sweden,Europe
141660,Jesse Lingard,ENG,Manchester Utd,Premier League,2019,26.0,1992.0,10.4,350,408,85.8,4646,903,203,224,90.6,109,125,87.2,12,17,70.6,0,1.0,0.6,-1.0,20,38,7,0,45,"MF,FW",25-29,Midfielder,England,Europe
348795,Giovani Lo Celso,ARG,Tottenham,Premier League,2019,23.0,1996.0,16.6,839,1034,81.1,13215,3649,428,479,89.4,287,341,84.2,72,123,58.5,2,1.6,1.5,0.4,29,81,22,0,112,"MF,FW",20-24,Midfielder,Argentina,South America
581781,Enzo Loiodice,FRA,Dijon,Ligue 1,2019,18.0,2000.0,2.1,94,118,79.7,1710,379,42,53,79.2,43,47,91.5,9,15,60.0,0,0.0,0.1,0.0,0,8,1,0,9,MF,Under 20,Midfielder,France,Europe
37304,Shane Long,IRL,Southampton,Premier League,2019,32.0,1987.0,15.5,210,402,52.2,2470,652,152,241,63.1,35,82,42.7,6,19,31.6,2,2.4,1.3,-0.4,20,17,10,2,20,FW,30-34,Forward,Republic of Ireland,Europe
346707,Sean Longstaff,ENG,Newcastle Utd,Premier League,2019,21.0,1997.0,15.3,509,666,76.4,8654,2264,239,282,84.8,186,221,84.2,56,106,52.8,1,1.2,0.7,-0.2,15,37,5,1,33,MF,20-24,Midfielder,England,Europe
406040,Ademola Lookman,NGA,RB Leipzig,Bundesliga,2019,21.0,1997.0,3.4,110,149,73.8,1352,398,74,83,89.2,22,35,62.9,2,10,20.0,0,1.0,0.4,-1.0,7,9,7,0,22,"FW,MF",20-24,Forward,Nigeria,Africa
316889,Hirving Lozano,MEX,Napoli,Serie A,2019,24.0,1995.0,11.4,247,343,72.0,2959,510,162,188,86.2,53,80,66.3,6,17,35.3,1,2.0,1.0,-1.0,20,5,12,1,23,"FW,MF",20-24,Forward,Mexico,North America
578872,Jean Lucas,BRA,Lyon,Ligue 1,2019,21.0,1998.0,2.2,131,149,87.9,1877,417,67,73,91.8,47,53,88.7,6,9,66.7,0,0.1,0.3,-0.1,2,8,0,0,10,MF,20-24,Midfielder,Brazil,South America
160561,Fabio Lucioni,ITA,Lecce,Serie A,2019,31.0,1987.0,34.8,1349,1598,84.4,31293,12846,281,315,89.2,808,871,92.8,253,383,66.1,0,0.1,0.3,-0.1,3,65,4,0,82,DF,30-34,Defender,Italy,Europe
125020,Jos Luis Palomino,ARG,Atalanta,Serie A,2019,29.0,1990.0,27.6,1162,1384,84.0,21602,7273,411,462,89.0,594,652,91.1,126,200,63.0,1,1.4,1.2,-0.4,6,60,6,3,77,DF,25-29,Defender,Argentina,South America
46741,David Luiz,BRA,Arsenal,Premier League,2019,32.0,1987.0,31.2,1537,1816,84.6,33337,11723,379,421,90.0,889,938,94.8,254,413,61.5,1,0.9,1.2,0.1,4,100,9,2,106,DF,30-34,Defender,Brazil,South America
447661,Douglas Luiz,BRA,Aston Villa,Premier League,2019,21.0,1998.0,29.0,1010,1243,81.3,19047,5278,400,460,87.0,454,536,84.7,131,191,68.6,2,1.7,1.6,0.3,17,106,17,5,143,MF,20-24,Midfielder,Brazil,South America
96341,Romelu Lukaku,BEL,Inter,Serie A,2019,26.0,1993.0,33.1,554,807,68.6,7224,1429,338,455,74.3,118,177,66.7,33,44,75.0,2,4.5,3.1,-2.5,53,33,26,4,76,FW,25-29,Forward,Belgium,Europe
534033,Alexis Mac Allister,ARG,Brighton,Premier League,2019,20.0,1998.0,3.9,77,121,63.6,1144,294,41,51,80.4,25,35,71.4,5,23,21.7,0,0.3,0.2,-0.3,5,6,1,1,6,"MF,FW",20-24,Midfielder,Argentina,South America
211251,Darwin Machs,VEN,Granada,La Liga,2019,26.0,1993.0,23.7,350,584,59.9,5763,2022,174,226,77.0,117,197,59.4,41,101,40.6,5,4.5,4.4,0.5,40,34,20,8,47,"FW,MF",25-29,Forward,Venezuela,South America
294057,James Maddison,ENG,Leicester City,Premier League,2019,22.0,1996.0,29.2,1288,1709,75.4,23620,7098,561,640,87.7,512,611,83.8,170,346,49.1,3,6.4,6.5,-3.4,78,157,43,6,192,MF,20-24,Midfielder,England,Europe
435338,Gabriel Magalhes,BRA,Lille,Ligue 1,2019,21.0,1997.0,23.2,1236,1510,81.9,24124,8741,379,428,88.6,707,777,91.0,125,251,49.8,0,0.1,0.4,-0.1,3,88,2,0,107,DF,20-24,Defender,Brazil,South America
66736,Lisandro Magalln,ARG,Alavs,La Liga,2019,25.0,1993.0,13.3,343,446,76.9,7241,3397,92,110,83.6,190,222,85.6,55,100,55.0,1,0.3,0.1,0.7,4,21,1,0,28,DF,25-29,Defender,Argentina,South America
474662,Hugo Magnetti,FRA,Brest,Ligue 1,2019,21.0,1998.0,2.6,127,163,77.9,2306,720,48,61,78.7,62,75,82.7,12,20,60.0,0,0.2,0.1,-0.2,4,19,1,0,18,MF,20-24,Midfielder,France,Europe
177907,Harry Maguire,ENG,Manchester Utd,Premier League,2019,26.0,1993.0,38.0,2192,2535,86.5,43932,13715,690,777,88.8,1193,1298,91.9,286,408,70.1,1,1.4,0.8,-0.4,16,163,0,0,171,DF,25-29,Defender,England,Europe
296397,Arne Maier,GER,Hertha BSC,Bundesliga,2019,20.0,1999.0,5.9,267,328,81.4,5333,1361,92,107,86.0,120,139,86.3,47,62,75.8,0,0.5,0.5,-0.5,10,26,5,0,36,MF,20-24,Midfielder,Germany,Europe
293944,Habib Maga,CIV,Metz,Ligue 1,2019,23.0,1996.0,25.2,1044,1298,80.4,17745,4650,488,545,89.5,416,504,82.5,94,153,61.4,2,1.3,1.6,0.7,12,98,15,4,120,MF,20-24,Midfielder,Ivory Coast,Africa
285845,Ainsley Maitland-Niles,ENG,Arsenal,Premier League,2019,21.0,1997.0,15.4,841,1025,82.0,12850,4193,446,502,88.8,311,370,84.1,53,95,55.8,2,1.5,1.4,0.5,11,44,13,5,61,DF,20-24,Defender,England,Europe
453824,Josh Maja,NGA,Bordeaux,Ligue 1,2019,20.0,1998.0,8.2,171,207,82.6,1994,275,118,127,92.9,36,48,75.0,4,5,80.0,2,1.4,0.5,0.6,11,6,0,0,8,FW,20-24,Forward,Nigeria,Africa
322305,Jean-Victor Makengo,FRA,Toulouse,Ligue 1,2019,21.0,1998.0,11.0,364,442,82.4,5145,1436,224,260,86.2,98,120,81.7,22,31,71.0,0,0.7,0.8,-0.7,11,43,6,1,63,MF,20-24,Midfielder,France,Europe
207877,Ruslan Malinovskyi,UKR,Atalanta,Serie A,2019,26.0,1993.0,17.1,773,999,77.4,13795,3653,336,392,85.7,320,382,83.8,84,145,57.9,3,5.0,4.4,-2.0,46,68,40,6,124,"MF,FW",25-29,Midfielder,Ukraine,Europe
161060,Streli Mamba,GER,Paderborn 07,Bundesliga,2019,25.0,1994.0,16.9,203,274,74.1,2469,369,125,153,81.7,53,68,77.9,2,8,25.0,2,1.1,0.8,0.9,9,12,1,0,14,FW,25-29,Forward,Germany,Europe
83132,Vincent Manceau,FRA,Angers,Ligue 1,2019,30.0,1989.0,22.0,1069,1347,79.4,16999,7469,565,612,92.3,380,462,82.3,87,190,45.8,0,1.1,1.2,-1.1,13,63,21,4,120,DF,30-34,Defender,France,Europe
256448,Gianluca Mancini,ITA,Roma,Serie A,2019,23.0,1996.0,30.4,1479,1678,88.1,28320,10612,503,548,91.8,825,882,93.5,138,209,66.0,0,0.8,1.3,-0.8,12,88,9,0,114,"DF,MF",20-24,Defender,Italy,Europe
80293,Assa Mandi,ALG,Betis,La Liga,2019,27.0,1991.0,28.6,1628,1820,89.5,31756,12100,596,632,94.3,781,837,93.3,226,303,74.6,0,1.1,0.8,-1.1,7,94,5,1,93,DF,25-29,Defender,Algeria,Africa
308279,Rolando Mandragora,ITA,Udinese,Serie A,2019,22.0,1997.0,22.8,789,971,81.3,12596,3779,396,442,89.6,258,308,83.8,83,130,63.8,2,3.6,2.3,-1.6,34,69,13,5,93,MF,20-24,Midfielder,Italy,Europe
200512,Sadio Man,SEN,Liverpool,Premier League,2019,27.0,1992.0,30.5,923,1170,78.9,13179,3117,536,628,85.4,260,327,79.5,64,90,71.1,7,6.6,5.2,0.4,59,67,72,7,128,FW,25-29,Forward,Senegal,Africa
18934,Thomas Mangani,FRA,Angers,Ligue 1,2019,32.0,1987.0,20.8,1083,1387,78.1,18294,7622,510,568,89.8,400,484,82.6,121,246,49.2,2,3.5,3.3,-1.5,50,93,30,14,157,MF,30-34,Midfielder,France,Europe
357072,Faitout Maouassa,FRA,Rennes,Ligue 1,2019,21.0,1998.0,20.0,757,1011,74.9,11937,4473,430,484,88.8,271,352,77.0,51,137,37.2,1,0.9,1.2,0.1,13,49,13,10,53,DF,20-24,Defender,France,Europe
209212,Solly March,ENG,Brighton,Premier League,2019,25.0,1994.0,12.7,451,622,72.5,7809,2100,223,258,86.4,174,233,74.7,45,98,45.9,1,0.9,1.7,0.1,13,21,23,8,55,"FW,MF",25-29,Forward,England,Europe
277167,Gian Marco Ferrari,ITA,Sassuolo,Serie A,2019,27.0,1992.0,21.1,1384,1492,92.8,24056,8785,551,574,96.0,739,771,95.8,82,123,66.7,1,1.0,0.9,0.0,8,64,3,0,89,DF,25-29,Defender,Italy,Europe
250845,Jos Mara Gimnez,URU,Atltico Madrid,La Liga,2019,24.0,1995.0,19.5,784,920,85.2,15380,5841,277,301,92.0,391,430,90.9,97,150,64.7,0,0.0,0.1,0.0,0,32,0,0,39,DF,20-24,Defender,Uruguay,South America
441385,Gonzalo Maroni,ARG,Sampdoria,Serie A,2019,20.0,1999.0,2.0,72,93,77.4,1131,454,39,43,90.7,20,24,83.3,8,14,57.1,1,0.6,0.4,0.4,10,11,7,3,14,"MF,FW",20-24,Midfielder,Argentina,South America
164108,Bruno Martella,ITA,Brescia,Serie A,2019,26.0,1992.0,14.1,406,577,70.4,7214,2996,201,235,85.5,155,218,71.1,42,88,47.7,0,1.5,1.0,-1.5,15,35,17,13,54,DF,25-29,Defender,Italy,Europe
655488,Gabriel Martinelli,BRA,Arsenal,Premier League,2019,18.0,2001.0,7.4,82,140,58.6,1073,283,54,79,68.4,20,37,54.1,4,7,57.1,0,0.1,0.2,-0.1,2,3,5,0,12,FW,Under 20,Forward,Brazil,South America
406625,Lautaro Martnez,ARG,Inter,Serie A,2019,21.0,1997.0,27.2,305,504,60.5,4345,1113,167,241,69.3,83,136,61.0,26,39,66.7,3,2.5,1.9,0.5,30,25,17,0,59,FW,20-24,Forward,Argentina,South America
142031,Omar Mascarell,EQG,Schalke 04,Bundesliga,2019,26.0,1993.0,22.5,1119,1326,84.4,22588,5995,327,365,89.6,620,679,91.3,151,221,68.3,1,1.2,1.6,-0.2,10,80,8,0,80,MF,25-29,Midfielder,Equatorial Guinea,Africa
286949,Adam Masina,MAR,Watford,Premier League,2019,25.0,1994.0,20.2,574,962,59.7,10202,5055,276,342,80.7,223,367,60.8,65,198,32.8,0,0.6,0.7,-0.6,11,53,13,11,73,DF,25-29,Defender,Morocco,Africa
420002,Jean-Philippe Mateta,FRA,Mainz 05,Bundesliga,2019,22.0,1997.0,11.7,129,206,62.6,1622,200,78,108,72.2,38,62,61.3,2,6,33.3,1,1.2,0.2,-0.2,6,4,2,0,10,FW,20-24,Forward,France,Europe
33923,Blaise Matuidi,FRA,Juventus,Serie A,2019,32.0,1987.0,24.9,951,1100,86.5,12793,3375,573,616,93.0,284,326,87.1,37,57,64.9,2,1.6,1.0,0.4,19,71,18,5,95,MF,30-34,Midfielder,France,Europe
217115,Neal Maupay,FRA,Brighton,Premier League,2019,22.0,1996.0,30.7,543,699,77.7,7725,1302,314,364,86.3,174,212,82.1,27,36,75.0,3,2.1,1.9,0.9,25,35,23,1,66,FW,20-24,Forward,France,Europe
340328,Stephy Mavididi,ENG,Dijon,Ligue 1,2019,21.0,1998.0,15.5,275,348,79.0,3711,771,175,204,85.8,72,94,76.6,14,18,77.8,1,0.8,1.2,0.2,8,15,11,2,30,"FW,MF",20-24,Forward,England,Europe
342229,Kylian Mbapp,FRA,Paris S-G,Ligue 1,2019,20.0,1998.0,16.8,501,661,75.8,6435,1454,325,390,83.3,120,165,72.7,22,34,64.7,5,9.5,8.8,-4.5,39,25,29,5,59,FW,20-24,Forward,France,Europe
207715,Ibrahima Mbaye,SEN,Bologna,Serie A,2019,24.0,1994.0,16.7,705,842,83.7,10993,4407,369,404,91.3,277,318,87.1,38,72,52.8,3,1.1,0.4,1.9,8,49,4,2,68,DF,20-24,Defender,Senegal,Africa
41416,James McArthur,SCO,Crystal Palace,Premier League,2019,31.0,1987.0,34.3,1166,1513,77.1,18242,5976,624,706,88.4,415,511,81.2,84,157,53.5,3,2.4,2.4,0.6,34,124,23,5,174,MF,30-34,Midfielder,Scotland,Europe
193116,John McGinn,SCO,Aston Villa,Premier League,2019,24.0,1994.0,25.7,600,794,75.6,12378,3698,219,258,84.9,252,305,82.6,112,172,65.1,3,2.5,2.4,0.5,37,80,31,7,113,MF,20-24,Midfielder,Scotland,Europe
35416,David McGoldrick,IRL,Sheffield Utd,Premier League,2019,31.0,1987.0,20.2,461,629,73.3,6828,1106,269,327,82.3,151,202,74.8,25,44,56.8,2,2.3,1.3,-0.3,17,29,11,3,43,FW,30-34,Forward,Republic of Ireland,Europe
332697,Weston McKennie,USA,Schalke 04,Bundesliga,2019,20.0,1998.0,23.0,844,1067,79.1,14343,4048,380,468,81.2,332,384,86.5,87,132,65.9,0,2.9,1.4,-2.9,17,65,12,0,94,"MF,DF",20-24,Midfielder,United States,North America
126600,Kenny McLean,SCO,Norwich City,Premier League,2019,27.0,1992.0,33.0,1362,1760,77.4,21339,7602,736,850,86.6,443,542,81.7,117,228,51.3,1,2.6,2.1,-1.6,24,158,16,3,173,MF,25-29,Midfielder,Scotland,Europe
584769,Dwight McNeil,ENG,Burnley,Premier League,2019,19.0,1999.0,37.1,894,1305,68.5,15517,4923,470,537,87.5,257,369,69.6,133,265,50.2,6,7.7,6.8,-1.7,55,97,42,34,97,MF,Under 20,Midfielder,England,Europe
315969,Scott McTominay,SCO,Manchester Utd,Premier League,2019,22.0,1996.0,19.7,822,1028,80.0,14868,4007,352,422,83.4,340,401,84.8,103,143,72.0,1,1.0,1.3,0.0,16,92,11,3,95,MF,20-24,Midfielder,Scotland,Europe
124002,Biagio Meccariello,ITA,Lecce,Serie A,2019,28.0,1991.0,8.5,324,396,81.8,6233,2438,119,135,88.1,164,189,86.8,36,59,61.0,0,0.2,0.1,-0.2,5,14,1,1,18,DF,25-29,Defender,Italy,Europe
60889,Gary Medel,CHI,Bologna,Serie A,2019,31.0,1987.0,19.8,998,1113,89.7,17137,5158,454,499,91.0,440,467,94.2,85,107,79.4,0,0.3,0.4,-0.3,10,95,3,0,102,MF,30-34,Midfielder,Chile,South America
74810,Ben Mee,ENG,Burnley,Premier League,2019,29.0,1989.0,32.0,906,1272,71.2,18544,7882,284,343,82.8,497,595,83.5,117,296,39.5,1,1.6,1.2,-0.6,9,54,1,0,56,DF,25-29,Defender,England,Europe
196815,Joshua Mees,GER,Union Berlin,Bundesliga,2019,23.0,1996.0,3.6,59,85,69.4,840,292,42,48,87.5,10,17,58.8,4,5,80.0,1,0.5,0.2,0.5,4,5,3,0,7,"MF,FW",20-24,Midfielder,Germany,Europe
425400,Farid El Melali,ALG,Angers,Ligue 1,2019,22.0,1997.0,3.4,65,98,66.3,1105,280,25,39,64.1,31,32,96.9,4,9,44.4,0,0.1,0.2,-0.1,1,2,3,2,4,"MF,FW",20-24,Midfielder,Algeria,Africa
362842,Arthur Melo,BRA,Barcelona,La Liga,2019,22.0,1996.0,13.1,942,1043,90.3,14431,3176,476,509,93.5,349,371,94.1,61,80,76.3,3,1.7,1.4,1.3,11,94,15,0,88,MF,20-24,Midfielder,Brazil,South America
135617,Thiago Mendes,BRA,Lyon,Ligue 1,2019,27.0,1992.0,20.1,1004,1174,85.5,17149,4963,504,541,93.2,367,416,88.2,102,154,66.2,6,1.4,1.2,4.6,23,120,18,3,129,MF,25-29,Midfielder,Brazil,South America
290561,Alexandre Mendy,GNB,Brest,Ligue 1,2019,25.0,1994.0,10.0,115,163,70.6,1607,182,72,91,79.1,35,51,68.6,5,8,62.5,1,0.4,0.4,0.6,6,4,3,1,10,FW,25-29,Forward,Guinea-Bissau,Africa
157495,Benjamin Mendy,FRA,Manchester City,Premier League,2019,25.0,1994.0,16.6,1107,1309,84.6,16971,4228,595,648,91.8,403,465,86.7,68,109,62.4,2,1.4,1.4,0.6,20,53,32,13,87,DF,25-29,Defender,France,Europe
291417,Ferland Mendy,FRA,Real Madrid,La Liga,2019,24.0,1995.0,20.1,1060,1252,84.7,15809,4180,635,681,93.2,311,382,81.4,76,113,67.3,3,2.4,1.6,0.6,20,46,21,9,64,DF,20-24,Defender,France,Europe
111051,Nampalys Mendy,SEN,Leicester City,Premier League,2019,27.0,1992.0,3.2,192,212,90.6,3013,684,95,102,93.1,74,80,92.5,13,17,76.5,0,0.1,0.1,-0.1,3,16,1,1,13,MF,25-29,Midfielder,Senegal,Africa
480987,Chris Mepham,WAL,Bournemouth,Premier League,2019,21.0,1997.0,10.1,434,505,85.9,8003,2922,161,173,93.1,236,261,90.4,30,53,56.6,0,0.1,0.1,-0.1,1,14,0,0,28,DF,20-24,Defender,Wales,Europe
28003,Lionel Messi,ARG,Barcelona,La Liga,2019,32.0,1987.0,32.0,1675,2130,78.6,24251,8742,961,1077,89.2,486,602,80.7,124,225,55.1,21,15.4,14.0,5.6,88,228,122,4,323,FW,30-34,Forward,Argentina,South America
100986,Thomas Meunier,BEL,Paris S-G,Ligue 1,2019,27.0,1991.0,13.8,768,930,82.6,12624,2822,401,446,89.9,276,324,85.2,66,94,70.2,1,2.5,2.8,-1.5,18,39,22,8,62,DF,25-29,Defender,Belgium,Europe
186988,Sven Michel,GER,Paderborn 07,Bundesliga,2019,29.0,1990.0,15.3,231,372,62.1,3297,726,127,178,71.3,68,108,63.0,15,27,55.6,1,1.7,2.1,-0.7,22,14,5,2,25,FW,25-29,Forward,Germany,Europe
401530,der Milito,BRA,Real Madrid,La Liga,2019,21.0,1998.0,11.4,602,694,86.7,11847,3620,205,218,94.0,320,354,90.4,70,102,68.6,0,0.1,0.1,-0.1,2,19,1,1,26,DF,20-24,Defender,Brazil,South America
3333,James Milner,ENG,Liverpool,Premier League,2019,33.0,1986.0,10.4,682,804,84.8,11931,3146,317,341,93.0,282,318,88.7,73,109,67.0,2,0.7,1.1,1.3,10,65,8,1,71,"MF,DF",30-34,Midfielder,England,Europe
289446,Yerry Mina,COL,Everton,Premier League,2019,24.0,1994.0,25.4,1141,1371,83.2,23926,8014,328,381,86.1,614,692,88.7,182,256,71.1,1,1.4,0.4,-0.4,7,51,0,0,83,DF,20-24,Defender,Colombia,South America
