rk,player,nation,squad,comp,season,age,born,ninety_mins_played,ga,penalties_allowed,free_kick_goals_allowed,corner_goals_allowed,own_goals,post_shot_xg,post_shot_xg_on_target,post_shot_xg_minus_ga,post_shot_xg_minus_ga_per_90,passes_completed_plus_40_yards,passes_attempted_plus_40_yards,passes_pct_plus_40_yards,total_passes_attempted,throws_attempted,launch_pct,avg_pass_length,goal_kicks_attempted,goal_kick_launch_pct,avg_goal_kick_length,crosses_faced,crosses_stopped,crosses_stopped_pct,defensive_actions_outside_penalty_area,defensive_opa_per_90,avg_defensive_action_distance,position,age_range,general_position,country,continent
148,Predrag Rajković,SRB,Reims,Ligue 1,2019,23,1995,27.0,18,1,1,2,0,25.0,0.23,+7.0,+0.26,115,354,32.5,802,133,31.9,33.1,202,48.5,42.3,399,27,6.8,20,0.74,12.4,GK,20-24,Goalkeeper,Serbia,Europe
151,Manolo Reina,ESP,Mallorca,La Liga,2019,34,1985,36.0,60,14,2,6,1,60.9,0.26,+1.9,+0.05,241,644,37.4,888,176,52.4,39.6,306,58.5,47.9,520,26,5.0,28,0.78,13.7,GK,30-34,Goalkeeper,Spain,Europe
152,Pepe Reina,ESP,Aston Villa,Premier League,2019,36,1982,12.0,20,2,0,2,0,14.7,0.22,-5.3,-0.44,95,202,47.0,302,51,48.3,37.2,94,59.6,42.6,168,8,4.8,14,1.17,16.1,GK,35-39,Goalkeeper,Spain,Europe
153,Pepe Reina,ESP,Milan,Serie A,2019,36,1982,1.0,1,0,1,0,0,1.8,0.14,+0.8,+0.83,8,14,57.1,28,6,32.1,34.9,7,71.4,45.0,17,2,11.8,2,2.00,12.0,GK,35-39,Goalkeeper,Spain,Europe
154,Álex Remiro,ESP,Real Sociedad,La Liga,2019,24,1995,25.0,32,7,2,3,0,30.0,0.24,-2.0,-0.08,139,351,39.6,767,76,32.6,32.8,146,69.2,50.6,297,6,2.0,42,1.68,17.4,GK,20-24,Goalkeeper,Spain,Europe
156,Sergio Rico,ESP,Paris S-G,Ligue 1,2019,25,1993,2.0,4,0,0,1,0,2.6,0.26,-1.4,-0.72,1,9,11.1,35,5,17.1,21.6,13,23.1,23.8,33,1,3.0,2,1.00,17.4,GK,25-29,Goalkeeper,Spain,Europe
157,Roberto,ESP,West Ham,Premier League,2019,33,1986,7.6,17,1,1,2,1,17.9,0.34,+1.9,+0.25,46,158,29.1,188,26,64.4,44.6,41,90.2,58.8,101,0,0.0,10,1.31,15.0,GK,30-34,Goalkeeper,Spain,Europe
158,Roberto,ESP,Alavés,La Liga,2019,33,1986,8.8,19,3,0,1,0,20.1,0.33,+1.1,+0.13,84,195,43.1,170,9,78.8,52.6,66,92.4,65.9,107,3,2.8,3,0.34,11.5,GK,30-34,Goalkeeper,Spain,Europe
159,Joel Robles,ESP,Betis,La Liga,2019,29,1990,32.1,48,11,1,3,1,46.9,0.28,-0.1,0.00,135,406,33.3,905,137,34.6,33.0,241,38.6,35.5,455,10,2.2,51,1.59,17.8,GK,25-29,Goalkeeper,Spain,Europe
162,Rubén,ESP,Osasuna,La Liga,2019,35,1984,17.6,24,3,1,1,0,21.2,0.35,-2.8,-0.16,128,367,34.9,376,61,66.5,47.0,142,82.4,58.0,226,5,2.2,13,0.74,15.4,GK,35-39,Goalkeeper,Spain,Europe
175,Unai Simón,ESP,Athletic Club,La Liga,2019,22,1997,33.2,29,5,1,2,2,34.6,0.28,+7.6,+0.23,304,716,42.5,838,145,56.6,42.2,268,90.3,61.6,495,20,4.0,20,0.60,13.1,GK,20-24,Goalkeeper,Spain,Europe
177,Antonio Sivera,ESP,Alavés,La Liga,2019,22,1996,3.0,3,1,0,0,0,2.2,0.25,-0.8,-0.28,29,61,47.5,56,9,67.9,46.1,27,85.2,57.9,34,1,2.9,1,0.33,9.1,GK,20-24,Goalkeeper,Spain,Europe
178,Łukasz Skorupski,POL,Bologna,Serie A,2019,28,1991,37.0,64,6,2,6,1,53.9,0.26,-9.1,-0.25,161,364,44.2,848,218,29.7,31.5,291,38.5,33.6,474,44,9.3,29,0.78,12.7,GK,25-29,Goalkeeper,Poland,Europe
181,David Soria,ESP,Getafe,La Liga,2019,26,1993,38.0,37,5,0,2,2,38.3,0.30,+3.3,+0.09,359,970,37.0,880,46,83.4,52.7,259,91.1,58.5,383,20,5.2,69,1.82,18.1,GK,25-29,Goalkeeper,Spain,Europe
182,Juan Soriano,ESP,Leganés,La Liga,2019,21,1997,11.0,18,5,1,0,1,15.8,0.28,-1.2,-0.11,47,175,26.9,223,58,51.6,41.8,74,81.1,60.4,117,7,6.0,4,0.36,14.5,GK,20-24,Goalkeeper,Spain,Europe
187,Wojciech Szczęsny,POL,Juventus,Serie A,2019,29,1990,28.8,33,8,1,3,0,37.1,0.23,+4.1,+0.14,82,165,49.7,560,155,23.4,29.4,195,17.4,25.8,355,11,3.1,37,1.29,16.9,GK,25-29,Goalkeeper,Poland,Europe
198,Tomáš Vaclík,CZE,Sevilla,La Liga,2019,30,1989,32.5,31,2,3,2,1,27.3,0.25,-2.7,-0.08,145,375,38.7,692,155,34.8,34.2,234,57.3,44.9,405,18,4.4,28,0.86,15.0,GK,30-34,Goalkeeper,Czech Republic,Europe
199,Koke Vegas,ESP,Levante,La Liga,2019,23,1995,2.0,2,0,0,1,0,1.6,0.16,-0.4,-0.22,9,24,37.5,43,13,39.5,36.7,19,36.8,31.5,46,0,0.0,4,2.00,16.1,GK,20-24,Goalkeeper,Spain,Europe
201,Iván Villar,ESP,Celta Vigo,La Liga,2019,22,1997,3.1,5,0,0,0,0,3.7,0.34,-1.3,-0.41,13,40,32.5,58,8,36.2,31.7,28,67.9,50.9,44,1,2.3,4,1.29,12.8,GK,20-24,Goalkeeper,Spain,Europe
203,Yoel,ESP,Eibar,La Liga,2019,30,1988,3.0,5,0,0,0,0,6.4,0.34,+1.4,+0.48,31,74,41.9,67,5,74.6,52.9,24,100.0,67.0,52,2,3.8,2,0.67,10.2,GK,30-34,Goalkeeper,Spain,Europe
2,Rúnar Alex Rúnarsson,ISL,Arsenal,Premier League,2020,25,1995,0.2,0,0,0,0,0,0.1,0.05,+0.1,+0.50,0,3,0.0,10,2,30.0,28.2,1,0.0,15.0,3,0,0.0,0,0.00,,GK,25-29,Goalkeeper,Iceland,Europe
3,Alisson,BRA,Liverpool,Premier League,2020,27,1992,33.0,32,4,1,4,0,35.0,0.27,+3.0,+0.09,74,194,38.1,980,165,14.9,25.7,173,27.7,30.4,341,20,5.9,87,2.64,18.6,GK,25-29,Goalkeeper,Brazil,South America
4,Saturnin Allagbé,BEN,Dijon,Ligue 1,2020,26,1993,12.0,30,1,1,2,1,20.3,0.28,-8.7,-0.72,66,187,35.3,297,70,40.7,35.2,105,62.9,45.2,166,5,3.0,17,1.42,16.2,GK,25-29,Goalkeeper,Benin,Africa
5,Nícolas Andrade,BRA,Udinese,Serie A,2020,32,1988,2.0,5,0,0,0,0,3.7,0.62,-1.3,-0.64,7,13,53.8,31,6,25.8,29.4,9,55.6,43.1,23,0,0.0,0,0.00,11.0,GK,30-34,Goalkeeper,Brazil,South America
7,Alphonse Areola,FRA,Fulham,Premier League,2020,27,1993,36.0,48,6,0,2,1,50.5,0.28,+3.5,+0.10,144,389,37.0,760,173,32.8,30.0,251,55.8,39.8,501,26,5.2,31,0.86,13.0,GK,25-29,Goalkeeper,France,Europe
10,Emil Audero,ITA,Sampdoria,Serie A,2020,23,1997,37.0,54,7,1,6,1,51.9,0.25,-1.1,-0.03,213,543,39.2,986,180,38.2,35.0,259,64.1,45.3,563,12,2.1,34,0.92,14.8,GK,20-24,Goalkeeper,Italy,Europe
12,Stefan Bajic,FRA,Saint-Étienne,Ligue 1,2020,18,2001,1.0,4,0,0,0,0,1.6,0.39,-2.4,-2.42,4,16,25.0,30,9,33.3,35.0,7,85.7,47.1,17,0,0.0,0,0.00,7.7,GK,Under 20,Goalkeeper,France,Europe
13,Oliver Baumann,GER,Hoffenheim,Bundesliga,2020,30,1990,31.0,51,6,0,4,2,49.4,0.32,+0.4,+0.01,134,407,32.9,1143,176,29.2,29.9,204,35.8,32.0,417,14,3.4,53,1.71,18.3,GK,30-34,Goalkeeper,Germany,Europe
14,Walter Benítez,ARG,Nice,Ligue 1,2020,27,1993,38.0,53,7,1,11,0,50.8,0.25,-2.2,-0.06,91,286,31.8,919,180,21.1,27.2,300,30.7,32.4,572,24,4.2,20,0.53,13.1,GK,25-29,Goalkeeper,Argentina,South America
15,Alessandro Berardi,ITA,Hellas Verona,Serie A,2020,29,1991,0.3,0,0,0,0,0,0.0,0.02,0.0,+0.06,5,9,55.6,7,0,71.4,43.0,4,100.0,66.5,6,0,0.0,0,0.00,9.0,GK,25-29,Goalkeeper,Italy,Europe
16,Paul Bernardoni,FRA,Angers,Ligue 1,2020,23,1997,38.0,58,7,0,5,1,53.5,0.33,-3.5,-0.09,143,456,31.4,712,214,37.5,35.2,269,70.3,50.9,516,19,3.7,17,0.45,11.3,GK,20-24,Goalkeeper,France,Europe
17,Dimitry Bertaud,COD,Montpellier,Ligue 1,2020,22,1998,8.3,11,1,0,1,0,14.0,0.32,+3.0,+0.36,94,180,52.2,230,46,47.8,39.3,82,85.4,55.4,145,7,4.8,2,0.24,10.5,GK,20-24,Goalkeeper,DR Congo,Africa
19,Elias Bördner,GER,Eint Frankfurt,Bundesliga,2020,18,2002,1.0,1,0,0,0,0,0.8,0.13,-0.2,-0.21,4,17,23.5,33,9,45.5,35.3,10,20.0,25.4,14,1,7.1,2,2.00,10.3,GK,Under 20,Goalkeeper,Germany,Europe
20,Yassine Bounou,MAR,Sevilla,La Liga,2020,29,1991,33.0,28,4,0,4,2,27.8,0.21,+1.8,+0.05,166,381,43.6,895,147,30.5,32.0,200,54.0,40.7,450,26,5.8,34,1.03,15.0,GK,25-29,Goalkeeper,Morocco,Africa
21,Claudio Bravo,CHI,Betis,La Liga,2020,37,1983,20.0,25,4,0,0,1,24.0,0.26,0.0,0.00,117,328,35.7,518,82,47.3,38.1,129,64.3,48.5,287,11,3.8,16,0.80,13.0,GK,35-39,Goalkeeper,Chile,South America
22,Fabian Bredlow,GER,Stuttgart,Bundesliga,2020,25,1995,1.0,1,0,0,0,0,2.8,0.31,+1.8,+1.77,2,10,20.0,30,6,30.0,29.4,9,11.1,25.0,31,1,3.2,0,0.00,8.8,GK,25-29,Goalkeeper,Germany,Europe
23,Gianluigi Buffon,ITA,Juventus,Serie A,2020,42,1978,8.0,5,2,1,0,0,5.5,0.13,+0.5,+0.07,25,62,40.3,245,45,20.4,27.4,61,19.7,25.0,122,1,0.8,9,1.13,15.2,GK,Over 40,Goalkeeper,Italy,Europe
24,Roman Bürki,SUI,Dortmund,Bundesliga,2020,29,1990,18.5,30,4,0,6,0,28.4,0.27,-1.6,-0.09,62,166,37.3,519,108,24.7,29.5,110,34.5,34.9,187,4,2.1,13,0.70,16.3,GK,25-29,Goalkeeper,Switzerland,Europe
25,Jack Butland,ENG,Crystal Palace,Premier League,2020,27,1993,1.0,2,0,0,0,0,1.0,0.20,-1.0,-1.02,3,18,16.7,13,2,76.9,48.9,8,100.0,68.1,18,1,5.6,2,2.00,23.3,GK,25-29,Goalkeeper,England,Europe
26,David Button,ENG,West Brom,Premier League,2020,31,1989,1.0,2,0,0,1,0,0.8,0.14,-1.2,-1.18,8,27,29.6,25,1,60.0,41.8,12,100.0,64.4,25,0,0.0,0,0.00,7.0,GK,30-34,Goalkeeper,England,Europe
28,Willy Caballero,ARG,Chelsea,Premier League,2020,38,1981,1.0,3,0,0,1,0,1.5,0.50,-1.5,-1.49,1,3,33.3,20,2,15.0,21.6,6,0.0,19.2,9,0,0.0,3,3.00,28.0,GK,35-39,Goalkeeper,Argentina,South America
29,Marc-Aurèle Caillard,FRA,Metz,Ligue 1,2020,26,1994,4.0,10,3,1,0,0,8.5,0.24,-1.5,-0.38,13,40,32.5,71,26,25.4,30.0,30,73.3,55.5,55,2,3.6,2,0.50,13.4,GK,25-29,Goalkeeper,France,Europe
31,Scott Carson,ENG,Manchester City,Premier League,2020,34,1985,1.0,3,1,0,1,0,2.4,0.09,-0.6,-0.56,0,1,0.0,14,6,0.0,18.9,2,50.0,29.5,10,0,0.0,0,0.00,16.5,GK,30-34,Goalkeeper,England,Europe
33,Koen Casteels,BEL,Wolfsburg,Bundesliga,2020,28,1992,32.0,33,3,1,2,1,32.7,0.26,+0.7,+0.02,191,462,41.3,1048,166,31.9,32.6,203,63.1,48.4,450,25,5.6,57,1.78,17.3,GK,25-29,Goalkeeper,Belgium,Europe
34,Sébastien Cibois,FRA,Brest,Ligue 1,2020,22,1998,3.0,4,1,0,0,0,3.9,0.26,-0.1,-0.04,14,36,38.9,69,12,39.1,35.8,22,40.9,37.5,51,1,2.0,3,1.00,17.4,GK,20-24,Goalkeeper,France,Europe
36,Jasper Cillessen,NED,Valencia,La Liga,2020,31,1989,10.0,11,1,1,0,0,11.3,0.21,+0.3,+0.03,67,187,35.8,225,42,55.1,41.4,95,66.3,52.1,170,3,1.8,11,1.10,19.2,GK,30-34,Goalkeeper,Netherlands,Europe
37,Simone Colombi,ITA,Parma,Serie A,2020,29,1991,2.0,7,1,0,2,0,4.4,0.35,-2.6,-1.28,17,30,56.7,41,6,53.7,37.5,11,72.7,49.4,27,0,0.0,0,0.00,7.5,GK,25-29,Goalkeeper,Italy,Europe
38,Andrea Consigli,ITA,Sassuolo,Serie A,2020,33,1987,37.0,56,4,0,4,1,53.6,0.27,-1.4,-0.04,118,319,37.0,1114,172,24.0,27.7,240,21.7,24.1,513,26,5.1,34,0.92,15.1,GK,30-34,Goalkeeper,Italy,Europe
39,Alex Cordaz,ITA,Crotone,Serie A,2020,37,1983,36.0,91,5,2,9,2,72.1,0.33,-16.9,-0.47,195,502,38.8,1134,164,33.5,31.8,306,39.9,33.2,555,18,3.2,36,1.00,15.1,GK,35-39,Goalkeeper,Italy,Europe
40,Angelo da Costa Júnior,BRA,Bologna,Serie A,2020,36,1983,6.0,9,1,1,0,0,8.6,0.33,-0.4,-0.06,27,53,50.9,240,24,17.9,27.6,43,23.3,26.3,86,5,5.8,10,1.67,15.0,GK,35-39,Goalkeeper,Brazil,South America
41,Benoît Costil,FRA,Bordeaux,Ligue 1,2020,33,1987,38.0,56,7,2,6,1,48.2,0.26,-6.8,-0.18,264,610,43.3,1034,144,40.0,35.3,292,67.1,47.6,560,16,2.9,30,0.79,13.2,GK,30-34,Goalkeeper,France,Europe
42,Thibaut Courtois,BEL,Real Madrid,La Liga,2020,28,1992,38.0,28,7,0,3,1,32.7,0.22,+5.7,+0.15,89,300,29.7,1086,243,20.6,29.6,235,32.3,36.6,472,26,5.5,44,1.16,15.7,GK,25-29,Goalkeeper,Belgium,Europe
43,Alessio Cragno,ITA,Cagliari,Serie A,2020,26,1994,34.0,53,5,1,7,0,54.2,0.27,+1.2,+0.03,175,429,40.8,688,139,39.1,33.5,274,58.4,42.0,530,19,3.6,22,0.65,14.2,GK,25-29,Goalkeeper,Italy,Europe
44,Gian Crespi,ITA,Crotone,Serie A,2020,19,2001,1.0,0,0,0,0,0,0.4,0.44,+0.4,+0.44,7,11,63.6,29,4,27.6,26.3,11,27.3,28.0,14,0,0.0,1,1.00,18.7,GK,Under 20,Goalkeeper,Italy,Europe
45,Finn Dahmen,GER,Mainz 05,Bundesliga,2020,22,1998,3.0,10,1,0,1,0,8.6,0.38,-1.4,-0.47,4,19,21.1,59,16,27.1,29.6,27,11.1,23.7,49,3,6.1,4,1.33,11.9,GK,20-24,Goalkeeper,Germany,Europe
46,Karl Darlow,WAL,Newcastle Utd,Premier League,2020,29,1990,25.0,43,3,1,4,2,37.2,0.27,-3.8,-0.15,175,505,34.7,504,92,65.3,44.9,216,81.5,55.3,401,18,4.5,10,0.40,9.2,GK,25-29,Goalkeeper,Wales,Europe
47,Yehvann Diouf,FRA,Reims,Ligue 1,2020,20,1999,1.5,1,1,0,0,0,1.5,0.08,+0.5,+0.32,5,15,33.3,40,13,25.0,29.1,12,41.7,36.3,24,0,0.0,3,2.00,17.8,GK,20-24,Goalkeeper,France,Europe
50,Gianluigi Donnarumma,ITA,Milan,Serie A,2020,21,1999,37.0,38,2,2,6,1,35.7,0.27,-1.3,-0.04,152,365,41.6,1021,148,27.3,29.0,207,41.5,33.7,556,29,5.2,43,1.16,14.8,GK,20-24,Goalkeeper,Italy,Europe
52,Matthieu Dreyer,FRA,Lorient,Ligue 1,2020,31,1989,15.0,25,6,1,3,1,20.6,0.28,-3.4,-0.22,71,188,37.8,249,44,45.4,37.1,108,69.4,46.1,204,1,0.5,6,0.40,12.1,GK,30-34,Goalkeeper,France,Europe
53,Martin Dúbravka,SVK,Newcastle Utd,Premier League,2020,31,1989,13.0,19,1,0,0,1,16.6,0.25,-1.4,-0.11,70,166,42.2,316,67,32.9,32.5,122,50.8,40.5,244,9,3.7,11,0.85,12.6,GK,30-34,Goalkeeper,Slovakia,Europe
54,Ederson,BRA,Manchester City,Premier League,2020,26,1993,36.0,28,7,0,2,1,28.6,0.23,+1.6,+0.05,108,266,40.6,967,161,20.6,28.4,153,43.8,39.3,309,19,6.1,44,1.22,16.6,GK,25-29,Goalkeeper,Brazil,South America
58,Ralf Fährmann,GER,Schalke 04,Bundesliga,2020,31,1988,20.8,50,3,1,8,2,41.5,0.28,-6.5,-0.31,91,350,26.0,638,119,35.9,33.5,183,66.1,46.5,374,12,3.2,20,0.96,12.6,GK,30-34,Goalkeeper,Germany,Europe
59,Wuilker Faríñez,VEN,Lens,Ligue 1,2020,22,1998,1.2,3,1,0,1,0,3.5,0.36,+0.5,+0.41,3,13,23.1,19,6,52.6,39.4,9,33.3,29.6,14,0,0.0,3,2.52,21.8,GK,20-24,Goalkeeper,Venezuela,South America
63,Marco Festa,ITA,Crotone,Serie A,2020,28,1992,1.0,1,0,0,0,0,0.9,0.11,-0.1,-0.10,8,13,61.5,26,9,30.8,31.1,10,50.0,36.7,20,0,0.0,1,1.00,11.5,GK,25-29,Goalkeeper,Italy,Europe
64,Mark Flekken,NED,Freiburg,Bundesliga,2020,27,1993,3.0,6,2,0,0,0,7.3,0.34,+1.3,+0.42,29,59,49.2,96,10,38.5,37.1,27,81.5,61.9,55,0,0.0,2,0.67,11.9,GK,25-29,Goalkeeper,Netherlands,Europe
65,Fraser Forster,ENG,Southampton,Premier League,2020,32,1988,8.0,11,2,0,1,0,9.8,0.23,-1.2,-0.16,30,134,22.4,207,28,44.0,35.3,64,67.2,44.2,142,6,4.2,14,1.75,15.6,GK,30-34,Goalkeeper,England,Europe
66,Daniel Fuzato,BRA,Roma,Serie A,2020,23,1997,5.0,7,0,0,1,0,5.6,0.22,-1.4,-0.27,17,51,33.3,122,31,32.8,34.1,30,36.7,37.2,50,4,8.0,2,0.40,11.5,GK,20-24,Goalkeeper,Brazil,South America
67,Manuel Gasparini,ITA,Udinese,Serie A,2020,18,2002,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,44.0,1,0.0,15.0,0,0,,0,0.00,,GK,Under 20,Goalkeeper,Italy,Europe
68,Paulo Gazzaniga,ARG,Elche,La Liga,2020,28,1992,8.0,9,1,0,3,1,6.3,0.24,-1.7,-0.21,59,151,39.1,180,24,55.0,45.0,63,82.5,62.5,93,2,2.2,3,0.38,12.4,GK,25-29,Goalkeeper,Argentina,South America
72,Pierluigi Gollini,ITA,Atalanta,Serie A,2020,25,1995,24.0,26,4,0,3,1,24.9,0.29,-0.1,0.00,92,232,39.7,550,87,28.7,32.6,116,63.8,49.7,234,6,2.6,39,1.63,17.4,GK,25-29,Goalkeeper,Italy,Europe
73,Alfred Gomis,SEN,Dijon,Ligue 1,2020,26,1993,5.0,10,3,0,1,1,11.8,0.29,+2.8,+0.55,29,90,32.2,122,31,39.3,36.7,65,64.6,49.2,122,7,5.7,7,1.40,12.3,GK,25-29,Goalkeeper,Senegal,Africa
74,Alfred Gomis,SEN,Rennes,Ligue 1,2020,26,1993,22.0,25,3,0,0,1,21.8,0.25,-2.2,-0.10,81,204,39.7,532,113,25.8,28.6,130,51.5,41.2,222,7,3.2,35,1.59,18.7,GK,25-29,Goalkeeper,Senegal,Africa
75,Etienne Green,ENG,Saint-Étienne,Ligue 1,2020,20,2000,8.0,8,2,1,0,0,10.9,0.28,+2.9,+0.36,46,128,35.9,149,30,51.0,38.5,69,75.4,54.9,119,5,4.2,7,0.88,14.8,GK,20-24,Goalkeeper,England,Europe
76,Lennart Grill,GER,Leverkusen,Bundesliga,2020,21,1999,4.0,7,0,0,0,0,7.9,0.38,+0.9,+0.24,8,23,34.8,136,26,15.4,24.6,25,8.0,22.6,39,1,2.6,7,1.75,17.4,GK,20-24,Goalkeeper,Germany,Europe
78,Péter Gulácsi,HUN,RB Leipzig,Bundesliga,2020,30,1990,33.0,30,3,0,1,0,26.8,0.30,-3.2,-0.10,96,222,43.2,1003,172,19.1,27.7,168,17.9,25.7,315,15,4.8,65,1.97,19.7,GK,30-34,Goalkeeper,Hungary,Europe
80,Dean Henderson,ENG,Manchester Utd,Premier League,2020,23,1997,12.5,12,0,0,4,0,11.2,0.23,-0.8,-0.06,19,92,20.7,230,66,28.3,30.9,94,28.7,30.0,169,9,5.3,19,1.52,17.4,GK,20-24,Goalkeeper,England,Europe
82,Marwin Hitz,SUI,Dortmund,Bundesliga,2020,32,1987,15.5,16,2,0,1,1,15.1,0.30,+0.1,0.00,75,155,48.4,426,71,23.9,29.1,123,43.1,39.5,176,8,4.5,8,0.52,12.1,GK,30-34,Goalkeeper,Switzerland,Europe
83,Timo Horn,GER,Köln,Bundesliga,2020,27,1993,33.4,59,7,1,5,0,53.7,0.30,-5.3,-0.16,234,530,44.2,1110,120,39.4,35.5,221,42.1,37.1,469,14,3.0,30,0.90,15.2,GK,25-29,Goalkeeper,Germany,Europe
84,Lukáš Hrádecký,FIN,Leverkusen,Bundesliga,2020,30,1989,28.5,29,1,1,0,2,26.6,0.31,-0.4,-0.01,149,419,35.6,1208,179,29.7,31.5,180,33.3,32.8,322,20,6.2,58,2.04,18.2,GK,30-34,Goalkeeper,Finland,Europe
86,Sam Johnstone,ENG,West Brom,Premier League,2020,27,1993,37.0,74,7,2,7,3,67.2,0.26,-3.8,-0.10,293,889,33.0,994,182,63.8,45.0,296,86.1,56.8,645,20,3.1,38,1.03,14.0,GK,25-29,Goalkeeper,England,Europe
87,Bingourou Kamara,SEN,Strasbourg,Ligue 1,2020,23,1996,8.0,14,1,0,1,1,10.3,0.29,-2.7,-0.34,54,133,40.6,189,47,45.0,35.4,56,85.7,59.2,93,1,1.1,2,0.25,10.6,GK,20-24,Goalkeeper,Senegal,Africa
88,Loris Karius,GER,Union Berlin,Bundesliga,2020,27,1993,3.2,1,0,0,0,1,0.9,0.23,+0.9,+0.28,17,53,32.1,73,9,52.1,40.4,21,71.4,53.7,47,2,4.3,1,0.31,8.6,GK,25-29,Goalkeeper,Germany,Europe
89,Eiji Kawashima,JPN,Strasbourg,Ligue 1,2020,37,1983,24.0,31,3,1,3,0,31.0,0.31,0.0,0.00,195,404,48.3,520,81,50.2,38.9,192,74.5,53.5,349,11,3.2,11,0.46,11.9,GK,35-39,Goalkeeper,Japan,Asia
90,Caoimhín Kelleher,IRL,Liverpool,Premier League,2020,21,1998,2.0,1,0,0,0,0,2.1,0.30,+1.1,+0.55,2,15,13.3,50,12,22.0,28.5,14,28.6,30.4,27,1,3.7,2,1.00,16.3,GK,20-24,Goalkeeper,Republic of Ireland,Europe
91,Gregor Kobel,SUI,Stuttgart,Bundesliga,2020,22,1997,33.0,54,5,1,3,1,52.5,0.29,-0.5,-0.02,126,315,40.0,940,207,27.6,28.2,280,20.0,25.2,459,17,3.7,42,1.27,15.9,GK,20-24,Goalkeeper,Switzerland,Europe
92,Alban Lafont,FRA,Nantes,Ligue 1,2020,21,1999,38.0,55,10,2,7,1,51.2,0.24,-2.8,-0.07,199,641,31.0,864,131,50.2,39.9,257,80.5,54.8,507,23,4.5,36,0.95,14.9,GK,20-24,Goalkeeper,France,Europe
93,Michael Langer,AUT,Schalke 04,Bundesliga,2020,35,1985,2.7,12,0,0,4,1,6.7,0.29,-4.3,-1.64,11,33,33.3,51,8,37.3,35.8,26,53.8,38.9,42,0,0.0,5,1.88,15.8,GK,35-39,Goalkeeper,Austria,Europe
94,Gautier Larsonneur,FRA,Brest,Ligue 1,2020,23,1997,35.0,62,8,1,5,2,53.6,0.27,-6.4,-0.18,181,398,45.5,967,173,31.7,33.7,282,32.3,34.4,548,26,4.7,24,0.69,12.9,GK,20-24,Goalkeeper,France,Europe
95,Jean-Louis Leca,FRA,Lens,Ligue 1,2020,34,1985,36.8,51,10,0,5,3,42.6,0.25,-5.4,-0.15,186,494,37.7,764,141,48.7,37.5,257,47.5,39.0,480,17,3.5,29,0.79,14.3,GK,30-34,Goalkeeper,France,Europe
96,Benjamin Lecomte,FRA,Monaco,Ligue 1,2020,29,1991,28.0,27,3,1,0,1,21.7,0.28,-4.3,-0.15,109,322,33.9,837,110,29.9,32.1,169,42.6,38.4,312,9,2.9,62,2.21,18.7,GK,25-29,Goalkeeper,France,Europe
97,Jeremías Ledesma,ARG,Cádiz,La Liga,2020,27,1993,32.0,45,8,2,3,1,44.7,0.29,+0.7,+0.02,342,834,41.0,708,60,78.1,50.4,297,94.6,65.1,512,31,6.1,21,0.66,11.5,GK,25-29,Goalkeeper,Argentina,South America
98,Bernd Leno,GER,Arsenal,Premier League,2020,28,1992,34.8,37,1,0,3,4,32.3,0.26,-0.7,-0.02,78,293,26.6,953,183,17.2,25.4,227,56.8,43.0,487,18,3.7,33,0.95,16.1,GK,25-29,Goalkeeper,Germany,Europe
99,Karlo Letica,CRO,Sampdoria,Serie A,2020,23,1997,1.0,0,0,0,0,0,0.2,0.22,+0.2,+0.22,1,5,20.0,29,7,13.8,25.6,5,20.0,33.6,17,0,0.0,1,1.00,11.0,GK,20-24,Goalkeeper,Croatia,Europe
100,Hugo Lloris,FRA,Tottenham,Premier League,2020,33,1986,38.0,45,10,0,3,3,45.6,0.24,+3.6,+0.10,159,408,39.0,814,180,38.6,32.4,264,35.6,28.1,590,23,3.9,24,0.63,13.1,GK,30-34,Goalkeeper,France,Europe
101,Niklas Lomb,GER,Leverkusen,Bundesliga,2020,27,1993,1.5,3,0,0,0,0,3.3,0.42,+0.3,+0.23,5,12,41.7,53,14,17.0,28.0,7,42.9,38.7,17,0,0.0,2,1.33,18.0,GK,25-29,Goalkeeper,Germany,Europe
102,Anthony Lopes,POR,Lyon,Ligue 1,2020,29,1990,38.0,43,5,2,4,2,36.3,0.23,-4.7,-0.12,150,338,44.4,934,186,25.9,30.3,249,38.6,35.6,499,10,2.0,60,1.58,18.3,GK,25-29,Goalkeeper,Portugal,Europe
104,Andreas Luthe,GER,Union Berlin,Bundesliga,2020,33,1987,30.8,42,4,0,5,1,39.8,0.27,-1.2,-0.04,180,475,37.9,927,108,37.1,34.2,215,60.9,42.8,376,18,4.8,20,0.65,13.1,GK,30-34,Goalkeeper,Germany,Europe
105,Mike Maignan,FRA,Lille,Ligue 1,2020,25,1995,38.0,23,1,0,7,2,28.8,0.25,+7.8,+0.21,123,393,31.3,826,194,30.3,31.6,240,59.6,48.7,490,27,5.5,44,1.16,17.2,GK,25-29,Goalkeeper,France,Europe
107,Steve Mandanda,FRA,Marseille,Ligue 1,2020,35,1985,37.0,45,3,1,7,1,39.0,0.29,-5.0,-0.14,143,491,29.1,1029,198,32.3,31.9,291,54.6,42.7,564,22,3.9,35,0.95,15.2,GK,35-39,Goalkeeper,France,Europe
